bourse_en,bourse_vi,created,data_index_id,foreign_ownership,fund_id,id,market_value,modified,per_nav,sector_en,sector_vi,shares,stock
,,2022-05-31 00:00:00,4912,25.60,5,6244,644.00,2022-06-15 03:22:31,7.60,,,8172141,VIC
,,2022-05-31 00:00:00,4912,100.00,5,6245,635.50,2022-06-15 03:22:31,7.50,,,20500482,VPB
,,2022-05-31 00:00:00,4912,43.00,5,6246,564.20,2022-06-15 03:22:31,6.60,,,16259549,HPG
,,2022-05-31 00:00:00,4912,100.00,5,6247,558.80,2022-06-15 03:22:31,6.60,,,5085057,FPT
,,2022-05-31 00:00:00,4912,100.00,5,6248,558.80,2022-06-15 03:22:31,6.60,,,15041325,TCB
,,2022-05-31 00:00:00,4912,46.60,5,6249,557.80,2022-06-15 03:22:31,6.60,,,8013926,VHM
,,2022-05-31 00:00:00,4912,100.00,5,6250,488.10,2022-06-15 03:22:31,5.70,,,3368431,MWG
,,2022-05-31 00:00:00,4912,100.00,5,6251,472.80,2022-06-15 03:22:31,5.60,,,14984796,ACB
,,2022-05-31 00:00:00,4912,58.40,5,6252,421.20,2022-06-15 03:22:31,5.00,,,3747112,MSN
,,2022-05-31 00:00:00,4912,54.50,5,6253,396.70,2022-06-15 03:22:31,4.70,,,5532229,VNM
,,2022-05-31 00:00:00,4912,100.00,5,6254,379.00,2022-06-15 03:22:31,4.50,,,13657979,MBB
,,2022-05-31 00:00:00,4912,12.80,5,6255,348.90,2022-06-15 03:22:31,4.10,,,4473141,NVL
,,2022-05-31 00:00:00,4912,78.60,5,6256,270.80,2022-06-15 03:22:31,3.20,,,3432819,VCB
,,2022-05-31 00:00:00,4912,69.00,5,6257,265.00,2022-06-15 03:22:31,3.10,,,11858641,STB
,,2022-05-31 00:00:00,4912,76.10,5,6258,241.30,2022-06-15 03:22:31,2.80,,,9244062,HDB
,,2022-05-31 00:00:00,4912,56.20,5,6259,234.00,2022-06-15 03:22:31,2.80,,,1787656,VJC
,,2022-05-31 00:00:00,4912,99.80,5,6260,187.10,2022-06-15 03:22:31,2.20,,,5783771,TPB
,,2022-05-31 00:00:00,4912,63.40,5,6261,168.00,2022-06-15 03:22:31,2.00,,,5572623,VRE
,,2022-05-31 00:00:00,4912,100.00,5,6262,156.60,2022-06-15 03:22:31,1.80,,,1362673,PNJ
,,2022-05-31 00:00:00,4912,34.40,5,6263,137.10,2022-06-15 03:22:31,1.60,,,4622647,SSI
,,2022-05-31 00:00:00,4912,86.90,5,6264,133.80,2022-06-15 03:22:31,1.60,,,4797253,CTG
,,2022-05-31 00:00:00,4912,64.70,5,6265,116.00,2022-06-15 03:22:31,1.40,,,2757659,KDH
,,2022-05-31 00:00:00,4912,4.70,5,6266,97.70,2022-06-15 03:22:31,1.10,,,1783015,PDR
,,2022-05-31 00:00:00,4912,5.80,5,6267,74.20,2022-06-15 03:22:31,0.90,,,630340,GAS
,,2022-05-31 00:00:00,4912,62.60,5,6268,71.40,2022-06-15 03:22:31,0.80,,,465200,SAB
,,2022-05-31 00:00:00,4912,4.30,5,6269,52.50,2022-06-15 03:22:31,0.60,,,3876500,POW
,,2022-05-31 00:00:00,4912,56.10,5,6270,47.70,2022-06-15 03:22:31,0.60,,,1351321,BID
,,2022-05-31 00:00:00,4912,85.80,5,6271,36.70,2022-06-15 03:22:31,0.40,,,834840,PLX
,,2022-05-31 00:00:00,4912,4.00,5,6272,27.10,2022-06-15 03:22:31,0.30,,,1075400,GVR
,,2022-05-31 00:00:00,4912,53.70,5,6273,25.90,2022-06-15 03:22:31,0.30,,,491900,BVH
,,2022-04-30 00:00:00,4795,100.00,5,6124,756.20,2022-05-13 09:14:10,8.40,,,20603543,VPB
,,2022-04-30 00:00:00,4795,44.10,5,6125,705.30,2022-05-13 09:14:11,7.90,,,16288849,HPG
,,2022-04-30 00:00:00,4795,100.00,5,6126,664.80,2022-05-13 09:14:11,7.40,,,15109425,TCB
,,2022-04-30 00:00:00,4795,25.90,5,6127,582.90,2022-05-13 09:14:11,6.50,,,7286741,VIC
,,2022-04-30 00:00:00,4795,100.00,5,6128,536.30,2022-05-13 09:14:11,6.00,,,5107877,FPT
,,2022-04-30 00:00:00,4795,100.00,5,6129,503.20,2022-05-13 09:14:11,5.60,,,3372431,MWG
,,2022-04-30 00:00:00,4795,100.00,5,6130,457.00,2022-05-13 09:14:11,5.10,,,13975896,ACB
,,2022-04-30 00:00:00,4795,46.90,5,6131,450.00,2022-05-13 09:14:11,5.00,,,6922426,VHM
,,2022-04-30 00:00:00,4795,58.40,5,6132,435.20,2022-05-13 09:14:11,4.90,,,3751712,MSN
,,2022-04-30 00:00:00,4795,54.40,5,6133,410.70,2022-05-13 09:14:11,4.60,,,5535329,VNM
,,2022-04-30 00:00:00,4795,100.00,5,6134,410.00,2022-05-13 09:14:11,4.60,,,13758597,MBB
,,2022-04-30 00:00:00,4795,13.30,5,6135,366.80,2022-05-13 09:14:11,4.10,,,4473741,NVL
,,2022-04-30 00:00:00,4795,69.60,5,6136,328.50,2022-05-13 09:14:11,3.70,,,11857641,STB
,,2022-04-30 00:00:00,4795,78.70,5,6137,239.30,2022-05-13 09:14:11,2.70,,,2957519,VCB
,,2022-04-30 00:00:00,4795,74.10,5,6138,233.60,2022-05-13 09:14:11,2.60,,,9232962,HDB
,,2022-04-30 00:00:00,4795,56.10,5,6139,232.90,2022-05-13 09:14:11,2.60,,,1792756,VJC
,,2022-04-30 00:00:00,4795,99.60,5,6140,193.50,2022-05-13 09:14:11,2.20,,,5760271,TPB
,,2022-04-30 00:00:00,4795,63.00,5,6141,159.80,2022-05-13 09:14:11,1.80,,,5171523,VRE
,,2022-04-30 00:00:00,4795,37.10,5,6142,154.30,2022-05-13 09:14:11,1.70,,,4599047,SSI
,,2022-04-30 00:00:00,4795,100.00,5,6143,147.30,2022-05-13 09:14:11,1.60,,,1363791,PNJ
,,2022-04-30 00:00:00,4795,65.60,5,6144,132.50,2022-05-13 09:14:11,1.50,,,2767159,KDH
,,2022-04-30 00:00:00,4795,85.80,5,6145,132.40,2022-05-13 09:14:11,1.50,,,4772753,CTG
,,2022-04-30 00:00:00,4795,4.70,5,6146,110.50,2022-05-13 09:14:11,1.20,,,1779115,PDR
,,2022-04-30 00:00:00,4795,62.70,5,6147,75.70,2022-05-13 09:14:11,0.80,,,467100,SAB
,,2022-04-30 00:00:00,4795,5.90,5,6148,67.10,2022-05-13 09:14:11,0.70,,,633340,GAS
,,2022-04-30 00:00:00,4795,4.30,5,6149,51.00,2022-05-13 09:14:11,0.60,,,3876300,POW
,,2022-04-30 00:00:00,4795,56.00,5,6150,49.90,2022-05-13 09:14:11,0.60,,,1339521,BID
,,2022-04-30 00:00:00,4795,86.30,5,6151,40.40,2022-05-13 09:14:11,0.50,,,841240,PLX
,,2022-04-30 00:00:00,4795,4.20,5,6152,30.60,2022-05-13 09:14:11,0.30,,,1059700,GVR
,,2022-04-30 00:00:00,4795,53.80,5,6153,30.50,2022-05-13 09:14:11,0.30,,,491600,BVH
