symbol,number_of_dates,percentage
PCC,13,13.84
SDP,22,13.89
KSB,22,13.93
MBG,22,13.99
DCS,4,14.0
PFL,22,14.0
PIV,4,14.0
EIC,8,14.1
OCH,16,14.12
HU4,20,14.15
DC1,6,14.21
VTA,11,14.24
CNN,4,14.45
VXB,10,14.56
HEV,10,14.59
HWS,8,14.6
AMS,22,14.62
HNI,11,14.65
SCR,22,14.76
TGG,22,14.77
CTI,22,14.81
ICN,16,14.81
CJC,12,14.84
SCL,9,14.86
NRC,22,14.96
CMV,22,14.98
TKU,17,14.99
BII,22,15.0
DAH,22,15.09
TOT,6,15.22
VRC,22,15.33
KSQ,22,15.42
GCB,4,15.53
PLP,22,15.58
QBS,22,15.58
UDC,22,15.58
DGW,22,15.65
VCX,12,15.65
PTE,4,15.67
VSM,11,15.69
HKB,22,15.83
DHM,22,15.87
GDW,9,15.91
CET,22,16.0
SDG,6,16.0
HCI,4,16.04
HPT,15,16.05
C21,9,16.1
FIT,22,16.17
VDN,5,16.18
HHG,22,16.25
CCM,15,16.36
PTT,16,16.51
ABR,9,16.64
CTN,2,16.67
HLA,4,16.67
KHL,4,16.67
SD8,2,16.67
SSN,22,16.67
BKH,9,16.68
VNH,22,16.88
SD3,21,16.92
CCP,6,16.98
JVC,22,17.05
HMS,8,17.08
HBC,22,17.12
XHC,10,17.31
SJG,17,17.4
VIX,22,17.43
TTZ,22,17.5
DAS,10,17.52
KLM,5,17.6
CNT,4,17.61
MRF,4,17.8
CNC,14,17.84
TAW,5,17.86
RCL,7,17.9
ATG,22,17.98
MVN,7,18.1
DP1,8,18.36
SSG,10,18.39
NED,8,18.42
VTL,10,18.47
TTG,10,18.48
BHP,11,18.59
DTG,8,18.64
NTW,9,18.67
TSD,6,18.68
ACM,22,18.75
MIC,12,19.77
RAT,5,19.84
ATB,21,20.0
VST,4,20.0
HFC,7,20.07
DST,22,20.12
ITA,22,20.36
DL1,14,20.49
TEG,22,20.58
DAT,10,20.66
SBS,22,20.67
SB1,7,20.78
ICF,22,20.83
SGT,22,20.94
HAF,7,21.06
DZM,22,21.15
TPS,7,21.24
CIG,22,21.43
DRG,6,21.7
THD,8,21.76
EMC,17,21.89
EVG,22,21.93
SEA,22,22.0
PSB,22,22.17
WTC,17,22.21
SJM,14,22.22
SAP,10,22.25
MHC,22,22.48
SJF,22,22.51
VPG,22,22.81
SHS,22,23.0
HAN,9,23.27
D11,22,23.28
G20,4,23.33
V11,3,23.33
VID,22,23.73
LO5,20,23.89
PXT,22,24.0
S96,4,24.0
BTV,11,24.36
NHP,22,24.44
VKC,22,24.81
VEF,22,24.96
GTT,4,25.0
PCN,9,25.0
PVA,4,25.0
NDF,4,26.0
TNI,22,26.26
TSJ,14,26.28
PCE,11,26.32
DPS,4,26.67
PVV,22,26.67
PXM,4,26.67
HQC,22,26.89
HRB,9,27.68
YBC,8,27.87
MEC,19,29.09
SVT,22,29.22
HKT,21,30.25
TVC,22,31.16
S99,22,32.02
VHG,22,32.5
VXT,16,32.95
CTA,4,33.33
PPI,22,34.44
ATA,4,40.0
PSG,4,45.0
