symbol,number_of_dates,percentage
DTH,6,0.0
DUS,1,0.0
DVW,1,0.0
FHN,1,0.0
FTI,1,0.0
GMA,1,0.0
HCB,2,0.0
HEP,1,0.0
HEV,1,0.0
HFC,2,0.0
HLS,1,0.0
HLY,2,0.0
HPB,1,0.0
HPI,2,0.0
IBD,3,0.0
IME,1,0.0
ISG,1,0.0
IST,1,0.0
L10,1,0.0
LAI,1,0.0
LCC,1,0.0
LCS,1,0.0
LM3,1,0.0
MCI,3,0.0
MPY,1,0.0
MTH,1,0.0
MTS,1,0.0
NSG,2,0.0
NWT,1,0.0
PEQ,1,0.0
PHH,2,0.0
PMJ,1,0.0
PNP,4,0.0
QNU,1,0.0
RCC,1,0.0
SAF,1,0.0
SAL,2,0.0
SPH,1,0.0
STW,1,0.0
TBT,1,0.0
TCJ,1,0.0
TEL,1,0.0
TET,1,0.0
TTP,1,0.0
UCT,1,0.0
UEM,2,0.0
UPH,2,0.0
VGP,1,0.0
VGR,1,0.0
VIR,1,0.0
VNI,3,0.0
VXT,1,0.0
XDH,3,0.0
XMP,1,0.0
HRC,14,0.07
TRS,5,0.12
NTH,5,0.21
XLV,3,0.32
HDW,6,0.34
SGC,3,0.36
SCD,18,0.46
TDW,3,0.46
PRT,4,0.48
DP3,21,0.49
DLT,2,0.5
UDL,5,0.5
EME,2,0.54
BAX,13,0.56
FOC,22,0.62
KTL,3,0.62
DCG,5,0.63
ATS,2,0.65
PGI,22,0.65
VLW,2,0.66
VUA,23,0.66
GHC,23,0.77
PTO,5,0.81
SHP,23,0.85
APF,23,0.89
HES,2,0.89
TRA,21,0.9
VTS,2,0.9
HBD,7,0.93
NCT,23,0.93
NBT,10,0.97
TCW,23,1.06
SJD,23,1.08
HEM,3,1.1
HNF,12,1.1
DDG,23,1.12
GLT,2,1.12
ACB,23,1.15
ADP,12,1.15
CAV,16,1.16
SGN,23,1.17
S55,12,1.18
VTR,23,1.18
AST,23,1.19
VPI,23,1.19
ATA,4,1.2
KDC,23,1.23
CDC,23,1.27
SWC,23,1.27
DNH,3,1.29
VDL,4,1.31
BHN,23,1.33
DHG,23,1.33
HNM,4,1.33
KIP,5,1.33
HPX,23,1.35
SDT,23,1.37
PTP,10,1.42
HC3,11,1.46
SHI,23,1.47
DNA,6,1.48
DPP,3,1.48
PTE,2,1.52
DVP,23,1.55
TVS,23,1.55
CDN,19,1.56
SBH,11,1.57
TYA,23,1.58
LIX,21,1.61
AVF,4,1.67
EIB,23,1.67
HLA,4,1.67
L44,4,1.67
LBE,2,1.67
QTP,23,1.67
ABI,23,1.73
DMC,23,1.74
RAT,3,1.74
DTB,3,1.77
GIC,23,1.77
SKV,23,1.79
TMS,23,1.79
CHS,21,1.8
ICT,23,1.8
PGN,23,1.8
STG,19,1.8
NSL,8,1.81
VPR,3,1.81
DSN,23,1.82
PNJ,23,1.82
TCB,23,1.82
VPS,22,1.83
ACG,23,1.84
USD,17,1.84
VSG,4,1.85
DHT,23,1.87
WSB,23,1.87
GCB,2,1.88
ILB,22,1.89
PGV,23,1.89
IBC,23,1.9
OCH,4,1.9
SD5,23,1.9
KOS,23,1.93
SBV,23,1.93
MRF,6,1.94
NET,19,1.97
SED,21,1.97
SPM,20,1.99
ABB,23,2.0
DTV,5,2.0
BAB,23,2.01
HND,23,2.01
SAS,23,2.01
MSB,23,2.02
HAS,16,2.03
MCF,23,2.03
MEC,4,2.03
PLC,23,2.05
NST,23,2.06
HVT,23,2.07
PTS,18,2.07
BCF,17,2.08
SDN,3,2.08
PPC,23,2.09
VTB,18,2.09
CJC,3,2.1
VEA,23,2.1
STB,23,2.11
TDM,23,2.11
L63,3,2.12
V12,17,2.12
HU3,22,2.13
TCT,23,2.13
TV4,23,2.13
CST,23,2.14
PPP,22,2.16
TKG,15,2.16
MKV,12,2.17
SSB,23,2.18
A32,12,2.19
RDP,23,2.19
SSH,23,2.2
SZE,20,2.2
NAB,23,2.21
LTG,23,2.23
VSA,10,2.25
DCL,23,2.26
SCS,23,2.26
VPD,23,2.26
HSV,23,2.27
SAV,23,2.27
VNE,23,2.28
DPS,4,2.31
ABC,4,2.32
CC4,3,2.32
SMB,23,2.32
AVC,12,2.33
PRE,21,2.33
TPH,2,2.33
ASG,23,2.34
C32,23,2.35
DBD,23,2.35
VCA,21,2.35
VJC,23,2.35
VSC,23,2.35
VSH,23,2.38
BTD,23,2.39
KSF,23,2.39
S4A,10,2.39
BID,23,2.41
NED,23,2.41
THI,12,2.42
TVT,18,2.42
XHC,6,2.42
VHM,23,2.43
ACV,23,2.44
CTG,23,2.44
MCM,23,2.45
X20,9,2.45
DNW,23,2.46
FIR,23,2.46
CLC,22,2.47
M10,16,2.47
PPT,23,2.48
BWE,23,2.49
BSA,19,2.5
GMX,23,2.5
PVV,4,2.5
STP,17,2.5
DDV,23,2.51
ABT,18,2.52
DPR,23,2.52
HPP,23,2.52
MFS,23,2.52
APC,23,2.55
PDR,23,2.55
HAP,23,2.56
PVE,4,2.56
DBT,23,2.57
HTI,22,2.58
SVT,23,2.58
FOX,23,2.59
HPH,5,2.59
S74,5,2.59
UDJ,23,2.59
HDP,12,2.6
LPB,23,2.6
HHP,23,2.61
CSM,23,2.62
PNT,12,2.65
MML,21,2.66
TDT,23,2.66
AIC,23,2.68
HUB,23,2.68
MAC,23,2.68
CIA,23,2.69
KHP,23,2.72
OCB,23,2.72
PDB,23,2.73
CTW,4,2.74
POW,23,2.74
AGG,23,2.75
CCA,19,2.75
SFG,23,2.75
POV,23,2.76
THB,2,2.76
PVY,4,2.78
HLB,3,2.79
CHP,23,2.8
NFC,7,2.8
VMC,23,2.81
SC5,18,2.82
TTL,20,2.83
SGR,23,2.84
CLL,23,2.85
HSM,22,2.85
NBE,16,2.85
ADG,23,2.86
SRT,23,2.86
HJS,11,2.87
HVN,23,2.87
X26,5,2.87
SRC,19,2.88
CMC,23,2.89
MVC,23,2.89
CTF,23,2.92
SHA,23,2.92
DAD,8,2.93
IDV,23,2.94
NAV,22,2.95
PAC,23,2.95
STH,23,2.95
TDG,23,2.95
VIC,23,2.95
TTA,23,2.96
ISH,22,2.97
TMP,22,2.98
DHC,23,3.0
DVM,23,3.0
VIB,23,3.0
SMN,11,3.02
BLF,4,3.03
PPH,23,3.03
BTT,17,3.04
VCP,10,3.04
VRG,20,3.04
EVF,23,3.08
HAN,15,3.08
BVH,23,3.09
GDT,23,3.09
OIL,23,3.09
BHT,4,3.1
BTP,20,3.11
HBC,23,3.11
VSF,4,3.12
DHB,4,3.14
IMP,20,3.14
SJS,23,3.14
BWS,16,3.16
FPT,23,3.16
HWS,21,3.17
ILC,18,3.17
MDC,23,3.19
EIC,19,3.21
TDN,23,3.21
S12,4,3.23
BMG,4,3.24
NCS,20,3.24
AAM,23,3.25
EVE,23,3.25
HPG,23,3.26
NT2,23,3.26
HSL,23,3.29
PJT,23,3.29
SDJ,2,3.29
CAP,23,3.3
VE3,15,3.3
DNP,21,3.31
EID,23,3.33
VGV,21,3.33
HT1,23,3.36
BSR,23,3.37
ONE,23,3.37
GMD,23,3.39
SAB,23,3.39
TKU,21,3.39
TRC,20,3.39
SD6,23,3.4
GEG,23,3.42
LHC,23,3.43
DRC,23,3.44
HTV,17,3.45
PLX,23,3.45
PSW,23,3.45
TTN,23,3.45
SZC,23,3.47
TIP,23,3.48
VDP,23,3.48
CAT,19,3.49
HHS,23,3.49
MBB,23,3.49
THT,23,3.49
BVB,23,3.5
CLH,23,3.5
AMS,23,3.51
KST,7,3.51
VID,23,3.51
VNM,23,3.52
BTS,23,3.53
GMH,23,3.54
VSE,23,3.55
SCG,23,3.57
STT,4,3.57
SGT,23,3.58
HAD,21,3.59
VLB,23,3.59
NTT,2,3.6
OPC,23,3.6
TSB,4,3.62
HU4,23,3.63
SZG,18,3.63
VTZ,22,3.63
MPC,23,3.64
SD8,4,3.64
VGG,21,3.64
QTC,2,3.65
LSG,23,3.66
MIG,23,3.67
TTS,5,3.68
AG1,20,3.69
DRI,23,3.69
VCR,23,3.69
VSI,13,3.69
BTU,3,3.7
CMI,4,3.7
NLG,23,3.7
SHB,23,3.7
TPB,23,3.7
VTH,16,3.7
AME,23,3.71
EMC,16,3.72
HOM,23,3.72
KDH,23,3.72
VNC,6,3.72
HDB,23,3.73
DVN,23,3.74
PVI,23,3.74
SCR,23,3.74
SD9,23,3.75
EPH,7,3.78
BLI,20,3.79
CPC,10,3.79
MTL,22,3.8
PHC,23,3.8
NDF,4,3.81
RTB,21,3.81
TEG,23,3.81
VIF,5,3.82
SRF,19,3.83
VRC,23,3.83
VBB,23,3.84
INN,22,3.85
BTW,6,3.87
SSG,7,3.87
DHA,23,3.88
PGS,21,3.88
TLP,19,3.88
VLG,22,3.88
AMV,23,3.89
GTS,5,3.89
SMA,20,3.89
SZL,22,3.89
VGS,23,3.89
CDP,20,3.92
CTT,4,3.92
TBC,23,3.92
PPY,20,3.93
TCM,23,3.93
PMB,23,3.95
CTB,17,3.96
DXP,23,3.97
NNC,23,3.97
SBT,23,3.97
SSC,12,3.97
POT,21,3.99
BTB,4,4.0
VEC,23,4.0
G36,23,4.02
HMR,22,4.02
VGI,23,4.02
BDG,22,4.03
DRL,19,4.03
HTE,23,4.04
NRC,23,4.04
TAR,23,4.04
VTJ,20,4.04
COM,20,4.05
TCO,23,4.05
UIC,18,4.05
GGG,4,4.06
NSC,23,4.07
AAA,23,4.08
HVH,23,4.08
VST,4,4.08
D2D,23,4.09
HTN,23,4.1
LMI,3,4.11
VRE,23,4.12
BPC,12,4.14
DTD,23,4.14
BMC,23,4.15
CAG,23,4.15
GEX,23,4.15
VCS,23,4.16
CCP,2,4.17
HUT,23,4.17
NTB,4,4.17
PBC,23,4.17
S96,4,4.17
XMC,23,4.17
FIT,23,4.18
CCM,3,4.19
PSB,22,4.2
TV2,23,4.2
DST,23,4.21
TV3,15,4.21
AGR,23,4.22
THD,23,4.22
PSH,23,4.23
CCL,23,4.24
DPG,23,4.24
CMT,21,4.25
HCM,23,4.25
KSQ,23,4.25
PGC,23,4.25
C21,16,4.27
CQN,14,4.3
HEC,7,4.3
IPA,23,4.3
SGB,22,4.31
VOC,23,4.31
CMX,23,4.33
TS4,4,4.33
VNF,22,4.33
TLG,23,4.34
PSP,19,4.35
TNA,23,4.35
VNR,23,4.35
PHR,23,4.37
APH,23,4.38
ASM,23,4.39
HGM,2,4.39
CQT,22,4.4
AGF,4,4.41
ICF,23,4.41
KTT,13,4.41
RCD,4,4.41
VPB,23,4.41
WTC,23,4.41
FMC,23,4.42
HAM,11,4.42
SPD,3,4.42
IDP,11,4.43
MSR,23,4.43
SDC,3,4.43
HAT,13,4.44
HBS,23,4.44
KSD,23,4.46
L40,9,4.46
SD4,22,4.47
DS3,23,4.48
VAB,23,4.48
CCI,17,4.49
HMS,16,4.5
LCM,20,4.5
LSS,23,4.5
BT6,4,4.52
PCE,21,4.52
PMS,8,4.53
VSM,6,4.54
DFC,2,4.55
GVR,23,4.55
HTR,2,4.55
IDC,23,4.55
L62,21,4.55
SGP,23,4.55
VNA,23,4.57
DRG,21,4.59
PIT,23,4.59
QNS,23,4.59
VHL,14,4.59
BIG,23,4.6
BSI,23,4.6
CC1,23,4.61
PSI,23,4.61
HSP,7,4.62
TN1,23,4.65
MSN,23,4.66
NTW,23,4.67
YBM,23,4.67
BMI,23,4.68
MST,23,4.68
DTK,21,4.69
SFI,23,4.69
SJ1,17,4.71
NAP,5,4.72
VNG,23,4.73
GAS,23,4.74
LDP,23,4.74
NNT,9,4.74
KGM,17,4.75
PPS,16,4.75
QNC,23,4.75
NOS,4,4.76
PSE,23,4.76
C4G,23,4.78
ITD,23,4.78
RCL,15,4.78
D11,23,4.79
DNM,18,4.79
GND,16,4.79
HLC,22,4.79
TMC,8,4.79
TNG,23,4.79
DGC,23,4.8
DWS,8,4.8
PC1,23,4.8
PDV,22,4.8
LKW,11,4.81
SD3,23,4.81
HDG,23,4.82
BIC,23,4.84
PHN,5,4.84
TCH,23,4.84
TDP,22,4.84
HNA,21,4.85
PTT,13,4.85
VGT,23,4.85
NTL,23,4.86
TMT,23,4.86
CGV,23,4.87
PCG,23,4.87
SB1,12,4.87
VTP,23,4.87
IDJ,23,4.89
AAV,23,4.9
BMP,23,4.91
PMC,16,4.91
ACL,23,4.92
CBI,20,4.92
RAL,23,4.92
SVG,22,4.93
DVG,23,4.94
DIG,23,4.96
HTG,23,4.96
CLM,21,4.97
NHH,23,4.97
STK,23,4.99
HEJ,23,5.0
LCG,23,5.0
BCC,23,5.01
MTP,18,5.02
NTP,23,5.03
ANT,23,5.04
DDN,22,5.04
PAN,23,5.04
PGB,23,5.04
KHG,23,5.05
NDX,23,5.1
MSH,23,5.11
SDD,23,5.11
THP,10,5.12
CCR,21,5.14
VCB,23,5.14
CLX,23,5.15
POM,23,5.15
VAV,13,5.15
MDF,12,5.17
HMH,18,5.18
QHD,5,5.18
HMC,23,5.19
CPI,4,5.21
GSP,23,5.21
HHV,23,5.21
TW3,3,5.21
BKG,23,5.22
DCR,11,5.22
HCD,23,5.22
NBC,23,5.22
SD2,18,5.22
AFX,23,5.23
AGP,23,5.24
NDN,23,5.25
TA9,20,5.25
CAD,4,5.26
DCT,4,5.26
QCG,23,5.26
ITQ,23,5.27
TL4,23,5.28
VET,22,5.28
MHC,23,5.3
HID,23,5.31
SDX,3,5.31
LEC,20,5.32
DAH,23,5.33
PSD,23,5.33
GIL,23,5.35
LBM,23,5.35
NHT,22,5.35
TTE,14,5.37
VCW,2,5.37
SHN,22,5.38
DGT,23,5.4
SCJ,23,5.4
TSC,23,5.4
DTL,23,5.41
MLS,21,5.41
GE2,15,5.42
KSB,23,5.42
SVD,23,5.42
BCG,23,5.43
CTP,23,5.43
HTC,5,5.43
BCE,23,5.44
CSI,23,5.45
DXG,23,5.45
GEE,23,5.45
ND2,11,5.47
POS,23,5.47
VNY,22,5.47
SGI,22,5.48
SLS,22,5.48
NUE,23,5.5
CRC,23,5.51
PTV,23,5.51
SBA,23,5.51
VIH,5,5.51
NTC,23,5.52
MVB,19,5.53
TCR,23,5.53
CTR,23,5.54
GLW,5,5.54
PAT,23,5.54
VC1,22,5.55
BHP,15,5.56
HAH,23,5.56
L12,22,5.56
MCO,21,5.56
MPT,4,5.56
PVR,4,5.56
VCG,23,5.56
CNC,20,5.58
PTI,18,5.58
SCO,3,5.61
KMR,23,5.62
TVD,23,5.64
SPV,6,5.65
SZB,23,5.65
ONW,2,5.68
TIE,22,5.68
CVN,23,5.69
DPM,23,5.69
PGD,23,5.7
DHN,3,5.71
G20,4,5.71
HRT,23,5.71
LTC,4,5.71
VTD,23,5.71
WCS,15,5.72
C47,23,5.73
SHC,10,5.73
CVT,14,5.74
TCL,23,5.75
MBG,23,5.77
MHL,20,5.77
BSQ,20,5.78
VOS,23,5.79
VTC,15,5.79
DIH,22,5.82
MAS,15,5.82
DHM,23,5.83
HAR,23,5.83
PTB,23,5.84
PMT,11,5.85
CFM,23,5.86
DQC,23,5.86
SKH,20,5.86
HPT,14,5.87
VDS,23,5.87
MGC,22,5.88
NHP,4,5.88
PEC,2,5.88
HKT,13,5.89
PWA,23,5.89
USC,3,5.89
AGX,3,5.9
CDO,23,5.9
CTI,23,5.9
AAS,23,5.92
SFC,7,5.92
SHE,23,5.92
PSL,16,5.93
MCH,23,5.94
MDG,15,5.94
CIG,23,5.96
CID,6,5.98
CKD,12,6.0
SDY,4,6.0
MCG,23,6.01
KMT,10,6.02
MWG,23,6.05
QBS,23,6.05
SPI,23,6.06
TIS,23,6.07
TIX,21,6.07
IFS,17,6.08
HII,23,6.09
DTT,14,6.12
SPC,15,6.14
TTF,23,6.15
VCM,8,6.16
EIN,23,6.18
WSS,23,6.19
BBC,22,6.2
TVN,23,6.2
VEF,23,6.2
VIP,23,6.21
VHG,23,6.22
KSH,4,6.25
PPI,4,6.25
BFC,23,6.26
LM8,23,6.26
ITS,23,6.27
FCN,23,6.28
ECI,3,6.3
EFI,4,6.3
PRC,7,6.3
VTK,22,6.3
BAF,23,6.31
ABS,23,6.32
BHA,12,6.33
HU6,20,6.33
SKG,23,6.33
TDB,4,6.33
GSM,13,6.34
MKP,21,6.35
EVG,23,6.37
LWS,2,6.37
MTB,2,6.38
CMV,23,6.4
HFX,2,6.4
LM7,18,6.41
PMG,16,6.41
VFR,8,6.41
AMP,2,6.42
CTC,23,6.42
ILA,23,6.42
BCA,23,6.43
L43,7,6.43
CEN,23,6.45
CNG,23,6.45
SFN,10,6.46
HAC,23,6.48
JVC,23,6.48
BLT,15,6.5
DHD,6,6.5
MTC,5,6.5
ORS,23,6.5
DLG,23,6.51
HGT,2,6.52
BSG,23,6.53
SVI,10,6.53
TLH,23,6.54
SSM,6,6.55
TNC,15,6.55
VHC,23,6.55
VIT,15,6.55
TNH,23,6.56
FTM,23,6.57
GTA,23,6.57
THG,23,6.58
VAF,19,6.58
L35,3,6.6
SBL,21,6.6
IDI,23,6.61
VCF,20,6.61
VNP,23,6.61
VMD,23,6.62
CRE,23,6.63
DWC,3,6.63
HOT,20,6.63
SSI,23,6.63
DHP,6,6.64
PVG,23,6.64
BQB,21,6.67
PLP,23,6.67
XPH,2,6.67
SJE,19,6.68
TMG,5,6.68
ODE,23,6.7
CEO,23,6.72
CMG,23,6.74
SBD,11,6.75
DL1,23,6.76
LIG,23,6.76
PEG,20,6.76
SMC,23,6.76
DAG,23,6.77
PAP,2,6.77
NAW,4,6.8
MEL,23,6.81
DID,23,6.83
DRH,23,6.83
KBC,23,6.83
TDS,19,6.83
ACM,4,6.84
DCS,4,6.84
NBB,23,6.84
HU1,23,6.86
NAG,23,6.86
TIN,23,6.86
KDM,4,6.87
PVT,23,6.87
EBS,13,6.88
FTS,23,6.88
LAF,15,6.89
PNC,11,6.89
SP2,3,6.89
HAG,23,6.9
PLA,18,6.9
SD7,22,6.91
SRB,23,6.92
PIC,19,6.94
PSG,4,6.94
DC2,21,6.97
MTA,15,6.97
TFC,9,7.0
TV1,20,7.0
ACC,23,7.03
NAF,23,7.03
PSC,8,7.03
PVL,23,7.04
TXM,20,7.04
KSV,18,7.06
PXM,4,7.06
FID,23,7.07
LGC,6,7.07
BT1,4,7.08
PNG,14,7.08
DC1,20,7.1
HTM,18,7.1
BTN,23,7.14
HDO,4,7.14
MCP,14,7.14
QPH,6,7.14
FRC,8,7.17
VLF,4,7.2
VPH,23,7.2
HTP,23,7.21
H11,2,7.22
HQC,23,7.22
PXA,4,7.22
TLD,23,7.23
REE,23,7.25
BVL,13,7.27
TSG,5,7.27
VND,23,7.28
HDC,23,7.29
TGP,2,7.3
CX8,16,7.31
NJC,2,7.33
PHS,7,7.33
TPP,12,7.33
NDC,11,7.36
PCT,22,7.36
TTB,23,7.36
BSH,10,7.37
HD6,23,7.37
TIG,23,7.38
VE2,4,7.38
TVM,4,7.41
SNC,2,7.43
TST,2,7.46
TTC,21,7.47
CLW,5,7.48
KKC,5,7.48
DAE,3,7.49
DXS,23,7.49
NTF,2,7.49
TJC,9,7.49
HIG,14,7.5
PIV,4,7.5
S27,2,7.5
SVN,23,7.5
VMG,21,7.5
FT1,23,7.51
BBT,14,7.52
DTP,18,7.56
SHS,23,7.58
ATG,4,7.61
HHC,13,7.63
MTG,23,7.63
BRR,17,7.64
SGH,7,7.64
TKC,23,7.65
CET,23,7.66
OGC,23,7.67
HDA,23,7.68
SQC,15,7.68
B82,4,7.69
PCN,3,7.69
SPP,4,7.69
SRA,23,7.69
V11,4,7.69
ASP,23,7.7
NS2,10,7.71
PVM,23,7.73
TR1,8,7.73
NQN,3,7.74
MBS,23,7.77
TC6,23,7.77
CIP,20,7.78
TMX,10,7.78
SBM,5,7.8
HPM,5,7.84
V21,23,7.85
DZM,23,7.86
HCC,15,7.87
MIM,15,7.87
HAX,23,7.88
CTA,4,7.89
CTD,23,7.89
TCD,23,7.89
BRS,19,7.9
NVL,23,7.9
PGT,23,7.9
DBC,23,7.92
SDA,23,7.93
VTO,23,7.93
ADS,23,7.95
BRC,23,7.95
SEB,10,7.95
SBS,23,7.98
SEA,23,7.98
BTV,8,8.0
HSI,4,8.0
VIN,8,8.04
PDN,12,8.08
SII,21,8.08
TV6,23,8.08
C69,23,8.09
NBP,17,8.1
PAS,23,8.1
TCI,23,8.1
LO5,4,8.12
PVP,23,8.15
BOT,23,8.16
HVG,4,8.18
VWS,8,8.18
NDT,23,8.2
ILS,17,8.24
VE8,21,8.24
TOT,16,8.25
IJC,23,8.27
DCM,23,8.28
TPC,22,8.29
TTD,14,8.29
SJF,23,8.31
YEG,23,8.31
BCM,23,8.32
PEN,12,8.32
GTT,4,8.33
PLO,4,8.33
PTH,2,8.33
SGO,4,8.33
VAT,4,8.33
HPW,8,8.36
KCB,23,8.39
UDC,23,8.4
VNT,14,8.4
BBH,3,8.41
KCE,10,8.42
TNI,23,8.43
VIW,9,8.43
HTL,19,8.45
HVA,22,8.45
SBR,9,8.46
MH3,12,8.5
CSV,23,8.52
DXV,23,8.52
KTS,19,8.52
DOP,10,8.53
QSP,11,8.53
TMB,23,8.53
TUG,6,8.53
VCI,23,8.53
LHG,23,8.55
LLM,20,8.55
VFS,23,8.55
ELC,23,8.56
VIE,6,8.56
HFB,11,8.6
HVX,23,8.6
MED,19,8.6
VNS,23,8.6
E29,13,8.61
SAM,23,8.64
PHP,22,8.65
VPC,4,8.65
ICC,13,8.66
VTV,23,8.66
NBW,11,8.67
IVS,23,8.68
VLA,7,8.71
NHC,12,8.74
NSH,23,8.75
VHD,18,8.76
CMF,6,8.77
GMC,22,8.77
PVS,23,8.77
TVW,6,8.77
FCM,23,8.78
LAS,23,8.78
MIC,20,8.81
ATB,4,8.82
CLG,4,8.82
HKB,4,8.82
VTA,22,8.84
LUT,23,8.85
SDP,4,8.85
SNZ,23,8.86
VC7,23,8.87
SAC,9,8.88
CMD,3,8.9
PCC,12,8.91
AAT,23,8.92
MNB,16,8.92
BHC,4,8.93
MGG,13,8.93
VNH,23,8.95
VHE,23,8.97
PET,23,8.99
AGM,23,9.02
VGC,23,9.03
ABR,16,9.04
DVC,16,9.06
BVS,23,9.08
HDM,20,9.09
SVC,17,9.09
VLC,23,9.1
BSL,20,9.12
VNL,23,9.12
DMN,14,9.13
GDW,11,9.13
GKM,23,9.13
DPH,3,9.15
BCP,10,9.2
HHG,23,9.21
LPT,23,9.21
MVN,21,9.23
PVH,4,9.26
QCC,7,9.26
BSP,5,9.27
HAV,11,9.27
ICI,9,9.29
DIC,4,9.31
VFG,22,9.33
VMS,10,9.35
TED,12,9.36
TBR,23,9.42
VE9,23,9.44
HJC,11,9.45
TID,23,9.45
TDH,23,9.46
PBT,11,9.48
VVN,2,9.49
SIP,23,9.51
BSD,3,9.52
MTV,10,9.52
SJC,4,9.52
VCX,14,9.57
QHW,7,9.59
ALT,14,9.6
TDF,7,9.61
PJS,7,9.62
HNB,6,9.64
TOS,12,9.67
TVC,23,9.7
PVB,23,9.73
SJG,20,9.73
SDK,7,9.74
NVT,23,9.75
VC2,23,9.76
L45,20,9.77
KHA,8,9.83
LGL,23,9.84
TBD,4,9.84
FDC,23,9.85
KLB,23,9.86
VNB,23,9.86
XMD,23,9.86
CMS,23,9.89
BWA,5,10.0
HTT,4,10.0
KVC,23,10.0
MGR,14,10.0
V15,4,10.0
VC5,4,10.0
ANV,23,10.09
HAF,16,10.1
DP1,16,10.11
APP,19,10.13
PVC,23,10.13
DGW,23,10.14
DSG,18,10.17
DTG,10,10.22
AMC,9,10.24
TVP,18,10.28
BDT,10,10.29
QLT,13,10.29
BNA,23,10.3
MQN,12,10.3
NKG,23,10.31
CKG,23,10.32
VQC,12,10.34
DTE,23,10.38
HNI,14,10.4
BDB,7,10.43
DNC,9,10.43
LDG,23,10.44
CII,23,10.45
SJM,10,10.45
API,23,10.47
QNT,10,10.47
ICG,22,10.5
SCC,21,10.52
KHD,16,10.53
KHL,4,10.53
TS3,22,10.55
HPD,18,10.56
PCF,22,10.57
VSN,16,10.57
EMS,6,10.67
SMT,23,10.68
ACE,13,10.69
PMW,5,10.7
S99,23,10.74
RIC,21,10.76
C92,21,10.77
VPG,23,10.79
HNG,23,10.82
PWS,11,10.83
SDG,15,10.86
VGL,8,10.89
PTC,23,10.9
STC,9,10.93
VKC,23,10.94
INC,8,10.96
LIC,23,10.99
BIO,15,11.0
GTH,23,11.0
VBC,22,11.0
BMN,10,11.03
SHG,4,11.03
TNM,4,11.04
CDR,23,11.06
DC4,23,11.07
ITA,23,11.08
SD1,4,11.11
SDV,8,11.12
CKV,13,11.14
