symbol,number_of_dates,percentage
TA6,0,-1
TAG,0,-1
TAN,0,-1
TAW,0,-1
TB8,0,-1
TBR,0,-1
TBX,0,-1
TCJ,0,-1
TCK,0,-1
TET,0,-1
THN,0,-1
THU,0,-1
TKA,0,-1
TMW,0,-1
TOW,0,-1
TPS,0,-1
TQN,0,-1
TQW,0,-1
TSJ,0,-1
TVG,0,-1
TVH,0,-1
UEM,0,-1
UPH,0,-1
VBG,0,-1
VBH,0,-1
VCE,0,-1
VDB,0,-1
VHF,0,-1
VIR,0,-1
VKP,0,-1
VLP,0,-1
VMA,0,-1
VPW,0,-1
VTM,0,-1
VTQ,0,-1
VTS,0,-1
VVS,0,-1
VXP,0,-1
VXT,0,-1
X77,0,-1
XDH,0,-1
AGX,1,0.0
APL,1,0.0
APT,1,0.0
ARM,1,0.0
ATS,2,0.0
BAL,2,0.0
BEL,1,0.0
BGW,1,0.0
BWA,1,0.0
BXH,2,0.0
CAB,1,0.0
CEG,1,0.0
CH5,2,0.0
CLW,1,0.0
DAC,2,0.0
DCF,2,0.0
DCG,1,0.0
DLR,1,0.0
DLT,1,0.0
DNL,1,0.0
DOC,1,0.0
DUS,1,0.0
DVC,1,0.0
ECI,1,0.0
FBC,3,0.0
FCC,1,0.0
HBD,4,0.0
HC1,2,0.0
HFX,1,0.0
HHC,3,0.0
HJC,4,0.0
HLS,1,0.0
HSA,1,0.0
HSP,3,0.0
ICC,1,0.0
ILS,1,0.0
IME,1,0.0
KAC,1,0.0
KGM,1,0.0
KHW,1,0.0
L35,1,0.0
LCC,1,0.0
LCD,1,0.0
MIE,1,0.0
MNB,1,0.0
MND,1,0.0
MTC,1,0.0
NAS,1,0.0
NAW,3,0.0
NHC,1,0.0
NQN,1,0.0
NSG,4,0.0
PAI,1,0.0
PHH,2,0.0
PNP,3,0.0
POB,1,0.0
RCC,2,0.0
S74,1,0.0
SAP,1,0.0
SCO,1,0.0
SPD,1,0.0
SVC,3,0.0
TBD,7,0.0
TBT,1,0.0
TEL,1,0.0
THW,3,0.0
TNP,1,0.0
TRS,6,0.0
TSD,1,0.0
UDL,2,0.0
UMC,1,0.0
UPC,3,0.0
VCT,1,0.0
VE4,1,0.0
VIH,1,0.0
VTE,3,0.0
VTI,1,0.0
VTX,1,0.0
VVN,2,0.0
VW3,1,0.0
DNC,2,0.12
CKV,2,0.2
VDN,3,0.27
HPB,3,0.36
DPP,3,0.38
PMC,14,0.42
XMP,6,0.43
NTH,9,0.58
PHN,2,0.62
SAF,3,0.64
TGP,2,0.68
IBC,20,0.74
SAC,5,0.74
TDW,2,0.74
HSI,4,0.8
BSH,3,0.84
ACS,3,0.96
PVY,4,1.0
QPH,3,1.02
SDX,3,1.03
BMG,2,1.06
TR1,9,1.17
CPC,11,1.19
BSA,18,1.29
L10,5,1.29
PGI,20,1.31
B82,4,1.33
SBM,11,1.33
SKH,20,1.36
HKP,3,1.38
HPT,14,1.38
AGG,20,1.4
BT6,3,1.4
DHT,20,1.42
HGM,2,1.5
PIS,4,1.58
SJE,13,1.61
VPD,20,1.61
GVT,10,1.63
LAF,7,1.64
PSB,20,1.65
GTT,4,1.67
HLA,4,1.67
KMT,6,1.67
NDF,4,1.67
STC,13,1.67
ACE,12,1.69
HC3,15,1.7
VBC,14,1.71
CTN,4,1.72
VGR,8,1.77
SZE,20,1.8
OPC,18,1.81
NBE,17,1.82
BBH,3,1.84
STH,20,1.9
NS2,9,1.92
VIC,20,1.93
THB,9,1.94
BTW,5,2.03
SBA,20,2.04
DNT,2,2.08
VSI,12,2.09
DPH,4,2.13
BCA,20,2.15
HJS,9,2.19
VPS,19,2.2
GMA,4,2.21
VIM,3,2.21
NFC,12,2.22
TLT,5,2.24
SVI,3,2.25
TDP,18,2.3
VJC,20,2.3
NJC,4,2.31
HPI,2,2.33
BAB,20,2.36
DSN,20,2.41
BMF,7,2.47
DNH,4,2.47
HFC,5,2.5
ICF,4,2.5
BT1,6,2.55
VAF,20,2.56
VTR,20,2.56
TKU,19,2.58
PTP,5,2.59
TN1,20,2.61
BCF,18,2.66
TPP,13,2.66
VUA,20,2.67
ABT,20,2.68
ILC,11,2.69
CKD,7,2.7
SHP,20,2.71
BHN,20,2.72
HDP,18,2.72
DVN,20,2.75
VSA,8,2.75
PPP,20,2.77
PNT,15,2.78
HNM,4,2.81
HLG,4,2.82
HNB,4,2.82
VFS,20,2.82
ICN,11,2.85
AGF,4,2.86
LAI,6,2.87
VCA,20,2.87
SGC,7,2.88
HRB,4,2.93
MFS,20,2.93
SSB,20,2.93
ATB,4,2.94
SKV,20,2.95
TBC,20,2.95
VEA,20,2.95
VTA,17,2.96
HCT,2,2.97
SPM,16,2.97
HAD,18,3.02
KHD,17,3.02
NNT,4,3.02
TS4,4,3.03
HAM,4,3.05
TRA,19,3.05
PHS,4,3.06
PMS,17,3.08
HRC,8,3.1
VDP,16,3.1
BTD,20,3.11
YTC,3,3.11
BWS,16,3.14
FOC,20,3.15
VHL,18,3.16
GSM,10,3.17
MML,15,3.21
S27,3,3.21
AVC,11,3.22
DHC,20,3.23
ISH,17,3.24
MCP,20,3.24
PPC,20,3.24
SZG,20,3.24
CLM,10,3.25
KTL,4,3.27
DDG,20,3.28
VC3,20,3.28
KKC,8,3.29
HIG,18,3.3
NBW,10,3.31
DCL,20,3.33
HNF,6,3.33
SGD,6,3.35
RAL,20,3.36
GHC,20,3.37
HTL,17,3.38
SED,19,3.39
PVE,4,3.4
PBC,20,3.41
NAV,20,3.42
PGV,20,3.42
ILB,20,3.43
VGV,20,3.47
DHB,4,3.48
SGN,20,3.48
BLF,4,3.49
PLO,2,3.49
NBT,11,3.5
CLH,19,3.52
DRL,18,3.52
NRC,20,3.53
CLL,20,3.55
VGP,2,3.55
CTF,20,3.56
STP,15,3.56
SGS,15,3.58
MCH,20,3.6
CTX,4,3.61
MCF,18,3.62
S4A,17,3.62
MCM,20,3.63
SJC,4,3.64
KHL,4,3.68
MPT,4,3.68
SRC,20,3.69
STG,20,3.69
SWC,20,3.69
PAC,19,3.7
PTE,3,3.7
KOS,20,3.73
VSE,20,3.75
QNS,20,3.77
TPH,4,3.77
DVW,2,3.79
BRS,7,3.8
CAV,18,3.8
TCO,20,3.8
DCT,4,3.81
KSH,4,3.81
NVL,20,3.82
FOX,20,3.83
BHA,14,3.85
GLT,7,3.85
BRC,20,3.86
DWC,3,3.87
V12,15,3.87
DBD,20,3.91
BDG,17,3.92
ICT,20,3.92
TIS,20,3.93
TTG,18,3.94
NHV,20,3.95
AAT,20,3.96
CMF,8,3.96
DHG,20,3.96
KDC,20,3.96
THI,14,3.99
HAN,18,4.0
INC,5,4.0
SMN,19,4.0
SJS,20,4.02
SAB,20,4.03
TFC,8,4.03
ACV,20,4.04
ADG,20,4.04
HDW,8,4.05
TW3,2,4.05
MDF,15,4.07
CLC,20,4.09
TXM,17,4.09
ACC,20,4.11
DSP,3,4.11
XHC,10,4.11
FT1,10,4.12
DP3,16,4.13
TCW,20,4.13
SNC,10,4.14
TOS,14,4.14
PGS,19,4.15
HTI,17,4.16
TIX,8,4.16
ATA,4,4.17
AVF,4,4.17
CAT,16,4.18
IVS,20,4.18
NTW,8,4.19
TKG,20,4.19
MVB,16,4.2
TSG,3,4.22
EPH,13,4.25
VPI,20,4.28
BRR,19,4.29
NSL,4,4.3
NXT,19,4.3
VID,20,4.3
APC,20,4.31
GDT,20,4.32
GKM,20,4.32
DNW,20,4.33
LCS,4,4.33
SCS,20,4.33
CNC,16,4.34
CLG,4,4.35
HTT,4,4.35
PVA,4,4.35
SZL,20,4.35
NBP,6,4.36
CQT,18,4.37
TH1,4,4.38
NHH,20,4.4
ACG,20,4.41
MKP,20,4.41
TMP,20,4.41
PTD,5,4.45
VTH,2,4.45
VTK,19,4.46
DDN,20,4.47
HGW,2,4.48
TV3,19,4.48
CBS,20,4.49
VIE,4,4.49
HAS,20,4.5
SCD,17,4.5
X26,7,4.5
LKW,14,4.51
CST,20,4.52
SAV,20,4.52
NTC,20,4.53
GMX,17,4.55
SD7,19,4.58
ABC,4,4.6
DBT,20,4.6
EIC,20,4.6
BAX,19,4.62
DVP,20,4.62
MGG,9,4.62
TV1,20,4.62
CMV,20,4.65
THS,4,4.65
HHP,20,4.66
AGP,20,4.67
SD2,19,4.68
VE1,19,4.68
HMC,20,4.7
SCC,6,4.71
SRT,19,4.71
VPC,4,4.71
CMC,19,4.72
SHN,20,4.72
SSC,11,4.73
DHP,9,4.75
MHL,20,4.75
PRE,20,4.75
SJD,20,4.75
KSD,20,4.78
SFG,20,4.78
HND,20,4.79
VNL,20,4.83
BLI,18,4.84
HKT,11,4.85
VAV,15,4.85
ABR,11,4.86
MEL,13,4.86
QNC,20,4.86
PWS,8,4.87
USD,9,4.87
TCT,20,4.89
NTT,9,4.9
CJC,2,4.93
BSP,13,4.94
HTC,6,4.94
TMC,8,4.94
NCT,20,4.96
SFN,7,4.96
WCS,17,4.96
HPP,20,4.97
TYA,18,4.97
PGN,20,4.98
CDC,20,5.0
HTE,20,5.0
VSM,9,5.04
PTO,3,5.06
VHM,20,5.07
AFX,20,5.09
PGD,20,5.09
QHD,9,5.12
SEA,20,5.12
VCB,20,5.14
CFM,20,5.15
NGC,3,5.15
VLW,5,5.16
VPH,20,5.17
DND,4,5.19
BTT,17,5.2
PJT,20,5.2
SFC,13,5.2
SBV,20,5.22
CAN,8,5.23
TKC,18,5.24
TJC,11,5.26
BWE,20,5.28
C22,2,5.29
CDN,19,5.3
HOT,9,5.3
PMG,17,5.3
PVI,20,5.3
LIX,20,5.33
SVN,20,5.33
CRE,20,5.34
C32,20,5.35
PXI,12,5.35
HLC,20,5.36
VNB,20,5.36
SGO,4,5.38
SPC,14,5.38
SPP,4,5.38
VGG,20,5.39
FRC,5,5.4
ABI,20,5.42
MTS,9,5.42
DTL,20,5.43
DHM,20,5.44
DIC,4,5.45
VNF,20,5.45
VRG,18,5.45
SGH,5,5.46
NSC,20,5.47
SBL,16,5.47
BMP,20,5.48
TTA,20,5.48
IHK,4,5.49
SMB,20,5.49
VNM,20,5.5
KTC,5,5.52
VFR,13,5.52
HU6,18,5.53
LBM,20,5.54
UIC,18,5.54
AME,20,5.55
LG9,8,5.55
RCL,16,5.55
ISG,2,5.56
MEC,4,5.56
SGR,20,5.58
AG1,16,5.6
PWA,20,5.6
CHS,20,5.62
TVT,19,5.62
DAG,20,5.63
PRT,20,5.63
PCG,20,5.64
IDV,20,5.65
NAP,5,5.66
SRF,16,5.68
APF,20,5.7
DIH,20,5.7
L44,4,5.71
PNG,3,5.72
SAS,20,5.73
VCP,18,5.74
ADC,5,5.75
EIB,20,5.75
NTP,20,5.75
TTE,11,5.78
SC5,20,5.79
HDA,20,5.8
VTP,20,5.8
CCI,20,5.82
DAT,20,5.84
SIP,20,5.84
NVB,20,5.85
HPD,13,5.86
PDR,20,5.86
SHG,4,5.86
SZB,20,5.86
BHC,3,5.88
G20,4,5.88
MDC,20,5.88
POV,20,5.88
PXM,4,5.88
YEG,20,5.93
KPF,20,5.94
TPB,20,5.94
PCF,10,5.97
TPC,19,5.97
VCF,12,5.97
QTP,20,5.98
BII,20,6.0
TA9,20,6.0
TV4,20,6.0
UDJ,20,6.0
SDG,9,6.01
VLC,20,6.02
BHT,4,6.03
CHP,20,6.03
VLG,20,6.03
DAD,10,6.05
HCB,8,6.05
EFI,4,6.07
SMA,19,6.07
KLB,20,6.09
BCP,16,6.1
BDT,16,6.1
SFI,20,6.11
MPC,20,6.12
VNY,13,6.12
SII,20,6.13
V15,4,6.15
BSQ,19,6.16
BPC,9,6.17
DHD,15,6.17
D2D,20,6.18
ACM,4,6.19
HMR,18,6.19
JOS,3,6.19
PXA,4,6.19
MTH,2,6.21
PPH,20,6.21
SLS,20,6.21
VRC,20,6.23
VMS,11,6.24
LM3,4,6.25
PVX,4,6.25
SDB,4,6.25
THP,15,6.25
PJC,6,6.27
DCR,7,6.28
SHI,20,6.28
BIG,20,6.29
HVX,20,6.29
S72,13,6.29
LGC,13,6.3
PVM,20,6.3
LM8,20,6.31
NDX,20,6.33
CPA,3,6.35
MRF,3,6.35
NNC,20,6.36
VAB,20,6.37
HLR,2,6.38
VC1,17,6.39
VE8,16,6.4
CCV,2,6.41
HLB,3,6.41
HFB,12,6.42
BBC,20,6.43
HVH,20,6.43
KDH,20,6.43
TTP,3,6.43
HLY,2,6.44
HPM,6,6.44
BTP,20,6.46
HTM,11,6.46
VNX,2,6.47
HPX,20,6.48
TTZ,20,6.48
VMC,20,6.48
PAS,20,6.49
FDC,19,6.5
IFS,8,6.5
L62,18,6.5
PGT,19,6.51
SD8,4,6.52
SJF,20,6.52
TTC,11,6.52
DDH,2,6.53
DNA,5,6.53
POM,20,6.55
SDV,11,6.56
TIN,20,6.56
BBS,10,6.57
MST,20,6.59
SCL,20,6.6
DWS,10,6.61
HAT,17,6.61
PHP,20,6.62
DNM,19,6.64
VEF,20,6.65
MQN,11,6.66
DPS,4,6.67
LEC,20,6.67
SVT,20,6.68
AAM,20,6.71
DNP,20,6.71
DDV,20,6.72
VNH,20,6.73
HAF,2,6.74
RCD,4,6.75
SP2,4,6.75
HTP,20,6.76
NAG,20,6.76
HCD,20,6.77
SDC,5,6.8
CCR,20,6.81
FPT,20,6.82
HTV,20,6.82
VC5,4,6.82
SDT,20,6.83
DMC,20,6.85
HCC,13,6.85
VST,4,6.85
BHK,2,6.86
BTB,11,6.86
D11,20,6.87
QHW,9,6.88
TCM,20,6.88
CRC,20,6.9
VTV,20,6.9
ASG,20,6.91
MTA,20,6.91
NLG,20,6.92
LLM,20,6.93
PEQ,7,6.93
LM7,20,6.94
TRT,6,6.94
DTA,20,6.96
NHT,20,6.97
SDY,3,6.97
MKV,7,6.98
VWS,15,6.99
ONW,4,7.0
DRH,20,7.01
HDM,20,7.01
CAG,20,7.04
CBI,17,7.06
TCL,20,7.07
DTK,16,7.09
VCW,11,7.09
WSB,19,7.09
PVR,4,7.11
PTB,20,7.12
PDV,20,7.13
DDM,4,7.14
PSP,20,7.14
TA3,5,7.14
KTS,15,7.16
PIC,19,7.17
TDS,18,7.18
VPB,20,7.21
GMC,17,7.25
HSM,20,7.26
PGC,20,7.26
TRC,20,7.26
VPG,20,7.27
M10,14,7.28
PCT,20,7.28
VIT,15,7.28
AMC,8,7.29
BIO,17,7.3
TDT,20,7.3
KST,5,7.33
NCS,18,7.33
NED,20,7.33
SEB,6,7.33
VCM,10,7.33
IMP,20,7.34
VCR,20,7.34
TDC,20,7.37
MVN,20,7.38
YBM,20,7.38
TVA,2,7.4
DGT,20,7.44
VCC,19,7.44
ICI,5,7.45
PPY,17,7.45
THT,20,7.45
MGC,19,7.48
SCG,20,7.49
BTN,20,7.5
PPI,4,7.5
TOP,4,7.5
DC4,20,7.51
DAE,5,7.52
TVM,6,7.52
PCN,3,7.55
LIC,20,7.56
TID,20,7.57
VEC,19,7.57
DS3,20,7.58
HMH,18,7.58
EIN,20,7.59
ATG,4,7.6
VOC,20,7.6
HVN,20,7.62
SMT,20,7.62
VCS,20,7.62
BDB,4,7.66
BMJ,15,7.66
TCR,20,7.67
APG,20,7.68
MDG,20,7.68
S96,4,7.69
HEM,13,7.72
DCS,4,7.73
UCT,4,7.73
HU1,19,7.74
VIB,20,7.75
FID,20,7.76
NAB,20,7.77
X20,7,7.77
GTA,20,7.79
NST,20,7.79
SHA,20,7.79
NT2,20,7.8
QCC,11,7.8
SVD,20,7.8
VLB,20,7.8
CNN,6,7.81
TNA,20,7.81
VTB,19,7.81
VIP,20,7.84
VNS,20,7.85
CMI,4,7.86
SCJ,20,7.87
HVT,20,7.88
BCE,20,7.89
CPI,4,7.92
KSB,20,7.92
PNJ,20,7.92
SIC,11,7.92
ACB,20,7.94
PEN,16,7.94
CCA,4,7.95
HRT,20,7.95
VHH,3,7.95
TOT,14,7.97
VIW,5,7.97
DXV,20,7.98
PSN,4,7.98
BIC,20,7.99
LCM,20,7.99
SAM,20,8.0
VTD,20,8.0
CIG,20,8.02
LGM,11,8.02
PEG,18,8.02
MCG,20,8.03
PBT,9,8.03
DTV,5,8.05
HPG,20,8.05
GER,17,8.09
NET,18,8.1
TTB,20,8.11
NTB,4,8.12
WTC,19,8.12
APP,20,8.13
BSL,20,8.13
BNA,20,8.14
PJS,3,8.14
BID,20,8.17
HLD,20,8.17
ITD,20,8.19
TMT,20,8.2
TTT,8,8.2
CVT,15,8.21
FHS,14,8.21
HQC,20,8.21
TEG,20,8.21
MED,13,8.23
CTG,20,8.24
HNG,20,8.24
PCE,18,8.24
DXP,20,8.25
HMS,20,8.25
HVG,4,8.25
LPT,20,8.27
VDL,4,8.27
FIR,20,8.29
HDB,20,8.29
BMC,20,8.31
MTG,20,8.31
DID,20,8.32
SJ1,15,8.32
HKB,4,8.33
HU3,19,8.33
TLD,20,8.33
TMB,20,8.33
ANT,18,8.34
HTG,20,8.34
MTP,16,8.34
L61,12,8.35
PIT,20,8.36
LUT,20,8.4
VE2,8,8.4
GTH,15,8.41
HII,20,8.41
NVT,20,8.42
POS,20,8.42
SGB,20,8.43
EMC,20,8.44
SD5,20,8.45
SSI,20,8.47
EID,20,8.48
DP1,12,8.49
SNZ,19,8.5
TSB,12,8.5
NTL,20,8.51
SD6,20,8.52
NSH,20,8.53
AGM,20,8.54
CDP,20,8.54
FCM,20,8.54
PSL,19,8.54
KTT,16,8.56
S99,20,8.56
SMC,20,8.56
CMW,3,8.57
TLG,20,8.57
V11,4,8.57
VHE,20,8.57
DFF,20,8.59
NDT,20,8.59
CAP,20,8.6
SDD,20,8.6
CMG,20,8.62
PV2,20,8.63
PTL,20,8.64
TV2,20,8.64
GND,15,8.65
PTC,20,8.65
PLP,20,8.66
SSM,17,8.67
TGG,20,8.67
SDK,12,8.68
CEN,20,8.69
AST,20,8.71
HOM,20,8.71
PPS,19,8.71
SPI,20,8.71
BOT,20,8.72
KLF,20,8.72
QTC,14,8.72
RTB,20,8.72
TTF,20,8.72
ADS,20,8.73
PFL,20,8.73
LHC,20,8.74
VC9,20,8.75
DTT,10,8.76
TIE,20,8.77
KVC,20,8.78
S55,18,8.79
CTA,4,8.8
HDO,4,8.82
KSQ,20,8.82
PXL,20,8.82
EVG,20,8.83
MSB,20,8.84
VNG,20,8.85
PXT,20,8.87
TVN,20,8.87
A32,12,8.89
TMX,9,8.89
QSP,11,8.91
SCI,20,8.91
SD3,20,8.92
ICG,20,8.93
KHS,6,8.94
PMB,20,8.94
SIV,11,8.94
SID,20,8.96
TSC,20,8.97
PTI,14,8.99
LMI,15,9.0
TS3,15,9.01
CTB,15,9.03
CCL,20,9.04
PTS,20,9.04
PXS,20,9.04
LWS,5,9.06
ABB,20,9.07
VBB,20,9.07
XMC,20,9.08
CGV,20,9.09
GTD,3,9.09
HAR,20,9.09
KMR,20,9.09
XLV,5,9.1
EVE,20,9.11
GMD,20,9.11
TTS,5,9.11
API,20,9.12
BCM,20,9.12
MIM,12,9.12
VNI,4,9.13
VSF,4,9.13
VTG,2,9.13
DNE,14,9.14
VTZ,19,9.14
L63,12,9.15
AGR,20,9.16
PIV,4,9.17
SJG,20,9.2
HID,20,9.22
NAF,20,9.22
SHE,20,9.23
VIF,12,9.23
HU4,20,9.24
OCH,20,9.24
THG,20,9.24
CTP,20,9.25
MLS,20,9.25
DVG,20,9.3
PSG,4,9.3
SBR,5,9.31
INN,20,9.32
ITC,20,9.32
SIG,14,9.33
AMD,20,9.35
NAU,3,9.35
VTC,18,9.35
PHC,20,9.37
CDO,20,9.39
DXL,17,9.39
JVC,20,9.39
VFG,14,9.39
CLX,20,9.42
KSV,18,9.42
SD9,20,9.42
TIP,20,9.42
LSS,20,9.43
PNC,14,9.43
TNB,15,9.43
TDM,20,9.45
NOS,4,9.46
SGI,18,9.47
DPR,20,9.49
MVC,20,9.5
QBS,20,9.5
USC,7,9.5
VNA,20,9.5
VLF,4,9.52
C92,20,9.53
DST,20,9.53
HEC,9,9.54
TVW,8,9.55
PRO,13,9.57
TNI,20,9.57
HSL,20,9.6
ASP,20,9.62
VAT,4,9.62
LTG,20,9.63
DMN,11,9.64
DOP,7,9.64
KHG,20,9.64
VNC,11,9.64
HAP,20,9.65
VNR,20,9.65
VKC,20,9.68
IPA,20,9.7
GIC,18,9.71
GAS,20,9.72
C47,20,9.73
ND2,11,9.74
HBH,14,9.75
VC6,7,9.77
VC7,20,9.79
PLX,20,9.8
FIT,20,9.81
TDN,20,9.81
QCG,20,9.82
HUB,20,9.83
CT6,8,9.87
NDN,20,9.87
TMG,9,9.87
KHA,10,9.89
VCX,18,9.89
LGL,20,9.9
MWG,20,9.91
PMT,15,9.91
DHA,20,9.94
DXG,20,9.94
HHS,20,9.94
PBP,20,9.94
DRC,20,9.95
SGP,20,9.95
TIG,20,9.99
DTE,20,10.0
DZM,20,10.0
HHG,20,10.0
PVV,4,10.0
SD4,19,10.0
VSN,18,10.03
GIL,20,10.05
PSW,20,10.05
C69,20,10.07
ALT,16,10.09
MBB,20,10.1
SVG,15,10.1
WSS,20,10.1
TCH,20,10.12
ADP,18,10.13
MTL,18,10.13
PDN,13,10.13
VRE,20,10.13
HT1,20,10.14
CTT,13,10.16
VTJ,17,10.16
TVB,20,10.17
HNA,17,10.19
TLI,20,10.19
VNE,20,10.21
BKG,20,10.22
CSC,20,10.22
E29,18,10.22
ILA,20,10.22
TDG,20,10.22
VLA,8,10.23
CII,20,10.24
SB1,13,10.24
CTI,20,10.25
PVP,20,10.25
VDS,20,10.26
MSH,20,10.28
PMW,6,10.3
NNG,17,10.34
RIC,12,10.34
VHG,20,10.34
BSG,17,10.36
BLN,16,10.38
RDP,20,10.38
BCG,20,10.4
EVF,20,10.4
PVO,20,10.4
LDG,20,10.42
PMP,15,10.42
VE9,20,10.42
CCT,5,10.43
QNT,5,10.43
ART,20,10.44
BVH,20,10.45
DTP,11,10.45
PHR,20,10.46
TTL,20,10.46
TVP,15,10.46
DAH,20,10.47
CAD,4,10.48
ODE,20,10.48
V21,20,10.48
VND,20,10.48
CCP,7,10.5
GSP,20,10.53
ITA,20,10.56
BTS,20,10.57
AAA,20,10.58
VES,3,10.6
VOS,20,10.61
MCO,20,10.62
TV6,16,10.62
BVL,10,10.64
SZC,20,10.64
SRA,20,10.65
TLP,18,10.67
UDC,20,10.67
BST,14,10.68
VSC,20,10.69
HSG,20,10.7
MH3,17,10.7
TCB,20,10.7
PTV,20,10.71
CTD,20,10.73
AMS,20,10.74
CKG,20,10.74
DSG,17,10.76
IDP,12,10.76
TLH,20,10.76
CTR,20,10.77
STK,20,10.79
ORS,20,10.81
GGG,4,10.84
PAP,8,10.85
GEG,20,10.87
XPH,4,10.87
PAN,20,10.9
BTU,9,10.94
POW,20,10.95
TL4,20,10.95
CMN,5,10.96
BAF,20,10.99
HVA,19,10.99
ALV,20,11.0
LPB,20,11.01
TTH,20,11.02
SHC,6,11.04
HEJ,20,11.05
AAV,20,11.06
AIC,20,11.08
KBC,20,11.08
GE2,11,11.09
SDP,4,11.11
IDC,20,11.13
ONE,20,11.13
NHA,20,11.15
GCB,4,11.16
IJC,20,11.16
HD6,20,11.17
L43,12,11.17
TDB,13,11.17
MSR,20,11.18
SSG,14,11.18
CVN,20,11.19
LSG,14,11.19
AAS,20,11.21
FLC,20,11.21
HD2,20,11.21
HBS,20,11.22
TMS,20,11.22
ABS,20,11.23
NDC,8,11.23
BLT,14,11.25
LO5,4,11.25
PEC,14,11.25
VNP,20,11.25
L12,20,11.26
DRG,19,11.27
VCG,20,11.28
VTO,20,11.29
ITQ,20,11.3
DQC,20,11.31
PDC,20,11.31
CET,18,11.32
DPG,20,11.34
DTD,20,11.37
NBC,20,11.4
PTT,15,11.43
TUG,7,11.43
HEV,8,11.44
HTN,20,11.45
SSF,3,11.45
EBS,17,11.46
MGR,20,11.46
SGT,20,11.46
KCB,20,11.49
CIA,20,11.5
NHP,4,11.5
ELC,20,11.51
VGI,20,11.52
VMG,20,11.52
SSH,20,11.54
C21,14,11.55
MIC,12,11.55
MHC,20,11.57
GVR,20,11.58
DL1,20,11.59
LIG,20,11.6
SKG,20,11.6
HSV,20,11.62
KSF,20,11.63
LHG,20,11.63
NBB,20,11.64
NUE,14,11.64
TNH,20,11.65
ACL,20,11.71
DLG,20,11.74
RGC,20,11.74
TNT,20,11.74
OCB,20,11.75
HBC,20,11.76
HWS,13,11.79
CDR,19,11.83
CNG,20,11.83
PSD,20,11.84
TNS,20,11.84
VDT,5,11.85
CI5,6,11.88
HD8,17,11.88
GTS,5,11.9
HDC,20,11.9
MBG,20,11.9
DTH,14,11.91
SRB,20,11.93
LTC,4,11.94
PVB,20,11.94
TAR,20,11.94
TDH,20,11.94
SBT,20,11.95
HHV,20,11.96
QLT,14,11.97
CMT,17,11.98
HEP,3,11.99
SCR,20,11.99
VFC,13,12.0
HNI,11,12.02
TVC,20,12.02
REE,20,12.04
UNI,19,12.05
OGC,20,12.06
L45,19,12.1
KHP,20,12.12
BVG,20,12.14
DIG,20,12.14
L18,20,12.15
FTS,20,12.16
PC1,20,12.17
IST,4,12.19
RAT,9,12.19
SDA,20,12.2
BFC,20,12.22
TCD,20,12.22
CSM,20,12.24
FMC,20,12.24
CMX,20,12.25
DAN,8,12.26
HAG,20,12.31
VXB,17,12.32
LCG,20,12.33
CMD,6,12.34
CIP,20,12.35
VIX,20,12.35
PSH,20,12.37
KCE,7,12.38
MBS,20,12.39
