symbol,number_of_dates,percentage
PEQ,17,12.54
TVM,16,12.56
HSA,2,12.57
VDS,22,12.58
HNM,4,12.59
TDN,22,12.6
L63,14,12.71
TNW,11,12.76
ATA,4,12.78
SPV,17,12.81
VC2,22,12.82
VE9,22,12.86
GDW,18,12.89
BDW,8,12.9
BWS,22,12.97
ABS,22,12.99
HLA,4,13.0
CKA,8,13.02
SDG,12,13.02
VTX,13,13.03
YBC,12,13.03
HHV,22,13.11
MDF,17,13.16
MHC,22,13.27
VNH,22,13.27
THS,13,13.34
CIP,22,13.38
CDP,22,13.39
EIC,20,13.42
VDL,12,13.46
MIG,22,13.48
PRO,19,13.5
DCT,4,13.53
CC1,22,13.56
MEC,4,13.64
BMI,22,13.68
BSG,16,13.68
TTS,16,13.79
FTM,22,13.84
LDP,22,13.92
PBC,22,13.92
EVS,22,13.93
BTV,14,13.94
KMR,22,13.97
BSI,22,13.98
BHP,20,13.99
HPH,14,14.0
PTV,21,14.0
SDU,10,14.02
NDC,12,14.05
SJ1,13,14.15
TGG,22,14.17
PMW,4,14.19
NJC,5,14.21
MIC,15,14.35
KHL,4,14.37
STK,22,14.37
DPR,22,14.4
HEP,16,14.46
MTL,20,14.55
ELC,22,14.56
UPH,6,14.57
CAG,22,14.61
DAH,22,14.61
VMD,22,14.68
DTV,4,14.83
SHS,22,14.84
ECI,5,14.94
JOS,4,15.0
NTB,4,15.0
SCG,22,15.0
TV6,19,15.0
DL1,22,15.13
CAN,16,15.25
PBP,16,15.29
TCI,22,15.3
SDA,22,15.31
TSC,22,15.33
POV,22,15.36
ABI,22,15.37
PCG,21,15.43
ICF,22,15.48
PIS,13,15.48
DVG,22,15.55
AMC,21,15.56
SCR,22,15.64
LMH,4,15.68
SBS,22,15.76
DCR,18,15.77
APP,22,15.96
FTS,22,16.03
NDT,22,16.03
VPA,20,16.03
MRF,19,16.06
HOT,10,16.21
PEG,13,16.31
LWS,5,16.38
BT1,15,16.61
VCI,22,16.62
SVG,19,16.72
VTQ,5,16.72
PHP,22,16.84
PHS,17,16.99
MDC,22,17.05
DPC,15,17.13
MVN,14,17.17
DBT,22,17.22
GMX,20,17.32
CCP,11,17.33
VSA,19,17.34
CBI,22,17.35
PMT,8,17.35
SCC,20,17.35
DLG,22,17.36
DCF,14,17.74
VNT,15,17.74
NWT,6,17.75
SAV,22,17.86
FHS,10,18.21
ANV,22,18.23
VGP,8,18.25
BCP,17,18.32
AAS,22,18.44
DP1,22,18.46
BTB,17,18.51
THU,6,18.66
BLN,5,18.79
NBC,22,19.2
C22,8,19.36
VND,22,19.51
SJM,22,19.52
RGC,22,19.69
ILC,19,19.74
BIO,22,19.82
DHB,4,19.86
VOS,22,20.3
ORS,22,20.33
YTC,12,20.46
SHN,22,20.79
DAC,7,20.9
DDN,22,20.99
VFC,14,21.03
TTG,21,21.08
CNT,18,21.11
ILS,16,21.21
FRC,11,21.33
DPD,11,21.92
TBD,12,21.95
IPA,22,22.12
DFC,14,22.2
QLT,6,22.61
S74,14,22.68
CNN,8,22.73
EME,6,23.37
CSI,11,23.41
POB,18,23.42
APL,12,24.41
BMN,7,24.69
HAF,20,25.42
RCC,17,25.45
VNA,22,25.54
S72,17,25.92
BVN,13,26.14
CCR,13,26.45
HKP,16,28.28
SKN,20,28.57
KKC,22,29.17
BVL,14,30.97
SSG,12,33.1
PND,19,36.86
