symbol,number_of_dates,percentage
UDL,1,0.0
UMC,1,0.0
UPC,1,0.0
VDN,1,0.0
VDT,1,0.0
VIR,1,0.0
VPR,1,0.0
VQC,2,0.0
VVN,1,0.0
SAF,9,0.02
DHN,2,0.15
DPD,2,0.21
FRM,6,0.23
BDW,4,0.29
MKP,9,0.31
VBH,2,0.4
AMP,3,0.41
VTK,18,0.42
VDL,6,0.47
DHT,21,0.49
KDC,21,0.51
XHC,5,0.53
SCS,21,0.54
NUE,3,0.58
SGD,4,0.72
GAB,21,0.74
HTL,14,0.74
OPC,20,0.77
HEC,2,0.78
SPH,2,0.8
CMN,2,0.81
CTF,21,0.82
HPB,3,0.88
VAB,21,0.89
DFF,21,1.04
BHN,21,1.1
HAG,21,1.15
HND,21,1.17
ND2,14,1.17
THD,21,1.21
TL4,12,1.25
NSC,21,1.26
PTP,5,1.26
VNM,21,1.26
FRC,8,1.31
DP3,18,1.38
FOC,21,1.38
KTL,3,1.38
CLC,21,1.4
MCH,21,1.42
VDP,20,1.43
IMP,21,1.46
LDP,21,1.46
LIX,21,1.48
PMC,19,1.49
CSM,21,1.51
MSH,21,1.51
SGB,21,1.53
BAB,21,1.59
DNA,4,1.59
IBC,21,1.6
HAD,20,1.61
SVI,7,1.62
HU3,20,1.66
HDW,7,1.69
DNM,21,1.7
YTC,3,1.72
CVT,21,1.74
ABC,21,1.75
NVL,21,1.75
TV3,21,1.75
VBB,21,1.78
VPI,21,1.79
LMC,4,1.8
ADP,17,1.83
DHG,21,1.83
VCG,21,1.85
BDG,17,1.86
DBD,21,1.9
LBE,3,1.91
PPC,21,1.91
SGN,21,1.91
BID,21,1.92
VRG,21,1.93
MQN,19,1.94
EID,21,1.95
VGR,13,1.95
VTB,21,1.95
TDS,21,1.96
HWS,19,1.97
SPB,2,1.98
THS,2,1.98
SIV,5,2.01
VCB,21,2.03
SGS,20,2.04
NTC,21,2.06
QTP,21,2.06
S4A,17,2.06
FOX,21,2.07
GND,21,2.07
LHC,21,2.08
CAV,18,2.11
SRF,20,2.11
VHH,2,2.13
ABB,21,2.15
CDN,21,2.15
APF,21,2.16
X20,15,2.16
SDK,14,2.17
DDN,21,2.18
HAC,21,2.2
TRA,21,2.2
PXL,5,2.22
HAT,21,2.23
TMC,20,2.24
BCF,10,2.25
DHD,18,2.25
TR1,10,2.25
CCT,2,2.27
VCS,21,2.27
YEG,21,2.28
AGM,21,2.29
TPB,21,2.29
HHV,21,2.32
BTW,10,2.33
SAS,21,2.33
HLB,5,2.35
SBV,21,2.35
SZB,21,2.35
CLL,21,2.36
MED,10,2.36
NS2,19,2.36
MSN,21,2.37
DNW,21,2.39
SZE,21,2.4
VJC,21,2.4
VSF,5,2.4
APC,21,2.41
DTE,21,2.41
QTC,15,2.41
CAT,19,2.44
PVM,21,2.46
SCD,21,2.46
VLC,21,2.47
CCI,19,2.48
DP1,21,2.48
VHL,13,2.49
PNJ,21,2.51
BCA,21,2.52
SBT,21,2.52
MWG,21,2.54
NAB,21,2.54
SPI,21,2.54
HPT,19,2.56
ACB,21,2.58
CIA,21,2.59
NAS,11,2.61
NCT,21,2.61
DGW,21,2.62
PXS,21,2.64
SHE,21,2.65
GDT,21,2.67
SSC,12,2.69
VTD,21,2.69
XLV,8,2.69
VEC,21,2.7
DTT,11,2.71
TNA,21,2.71
BHK,6,2.73
PCT,21,2.74
CLH,21,2.75
EFI,5,2.76
HJS,12,2.77
LBM,19,2.78
CLW,3,2.8
TTD,9,2.82
NET,21,2.84
AGP,21,2.86
HPP,21,2.87
LPB,21,2.87
HSV,21,2.88
TDW,6,2.88
DCL,21,2.91
NBE,21,2.91
BTS,21,2.92
FT1,20,2.93
ICT,21,2.93
ASG,21,2.95
NHH,21,2.95
VNR,21,2.95
HTV,19,2.96
TCW,21,2.99
VEA,21,2.99
EIN,21,3.01
DAH,21,3.02
LM8,21,3.04
VHM,21,3.07
DWS,10,3.08
HSG,21,3.08
VLB,21,3.08
STG,21,3.09
PAC,21,3.1
HES,5,3.11
POW,21,3.11
VIN,18,3.11
ACG,21,3.12
APH,21,3.12
PBC,20,3.12
DPR,21,3.13
SCO,2,3.13
VTP,21,3.13
PVS,21,3.15
VSN,21,3.15
SBH,18,3.16
TCL,21,3.16
PTB,21,3.17
TIX,21,3.17
TN1,21,3.2
SWC,21,3.21
ACV,21,3.22
HPM,3,3.22
HMH,20,3.23
PGN,21,3.23
CQN,16,3.24
DAG,21,3.24
DMC,21,3.24
SGT,21,3.25
TCH,21,3.28
PPS,21,3.29
CRE,21,3.3
XMC,21,3.3
HTC,11,3.31
TMS,21,3.31
ART,21,3.33
NAW,3,3.33
PPE,20,3.33
M10,21,3.34
PRT,21,3.34
SNZ,21,3.35
DSC,21,3.37
L12,3,3.37
BBC,19,3.38
DRC,21,3.38
MBB,21,3.38
VNG,21,3.38
DBC,21,3.39
CVN,21,3.4
NHC,10,3.41
MPC,21,3.44
BIC,21,3.45
CMV,19,3.45
OCH,21,3.45
NDP,10,3.46
SFN,20,3.46
PGB,21,3.47
TBC,21,3.47
AAM,21,3.48
VNF,21,3.48
HCC,21,3.49
ICC,3,3.49
CAG,21,3.5
SJS,21,3.51
TTC,17,3.51
HDB,21,3.52
AST,21,3.56
TSB,7,3.56
BKG,21,3.57
DTK,19,3.6
ANT,21,3.63
FIR,21,3.63
BSC,2,3.68
CNC,5,3.68
DTL,21,3.69
DNH,12,3.71
KMT,21,3.73
DOP,5,3.74
CTD,21,3.75
INC,16,3.75
BTU,5,3.76
HTP,21,3.76
VGV,17,3.76
TLG,21,3.77
TUG,4,3.77
QPH,11,3.78
DBM,8,3.79
FRT,21,3.79
WSS,21,3.79
BKC,21,3.8
DGC,21,3.8
AAT,21,3.81
HCM,21,3.81
QSP,14,3.81
DAS,4,3.82
IVS,21,3.82
VIF,20,3.82
PC1,21,3.83
THI,15,3.83
TDP,20,3.84
CTB,9,3.85
AFX,21,3.87
DZM,21,3.87
L62,17,3.87
SIP,21,3.87
PLX,21,3.89
STC,19,3.9
CAP,21,3.91
QNS,21,3.91
TVT,21,3.91
VCM,19,3.91
BBT,21,3.92
HAS,15,3.92
CCR,21,3.93
PEG,15,3.93
TA9,21,3.95
HVN,21,3.96
PHH,4,3.96
HTI,21,3.97
HPX,21,3.99
BMP,21,4.0
EBS,15,4.01
SVT,21,4.01
AGX,17,4.02
VPS,21,4.03
BSG,19,4.04
BTG,3,4.04
MST,21,4.04
VCF,9,4.04
MCF,21,4.05
MTP,12,4.07
DSP,4,4.08
EIB,21,4.09
PDN,12,4.09
VIC,21,4.09
BSQ,20,4.1
SED,21,4.1
NAV,18,4.11
SBM,4,4.11
USD,7,4.12
AAA,21,4.13
IST,17,4.13
VNB,21,4.13
MCM,21,4.14
SAC,5,4.14
CRC,21,4.15
HT1,21,4.15
THP,17,4.15
BTT,5,4.16
BCM,21,4.17
FPT,21,4.17
NNC,21,4.18
RAL,21,4.19
SIC,17,4.19
NVT,21,4.23
RIC,21,4.23
UNI,19,4.23
SAB,21,4.24
DAT,18,4.25
DPP,18,4.25
TCR,21,4.25
TOS,18,4.25
SBL,18,4.27
FIC,21,4.29
KAC,2,4.29
YBM,21,4.29
DSN,21,4.3
DTC,20,4.31
PMS,20,4.32
TPC,19,4.32
ACL,21,4.34
ARM,9,4.35
BSA,21,4.35
BTP,21,4.35
HNA,21,4.35
ST8,18,4.35
SJE,19,4.37
VES,5,4.38
VPD,21,4.39
BRC,21,4.4
TVP,13,4.42
VW3,20,4.42
APG,21,4.43
CMG,21,4.43
KOS,21,4.43
ORS,19,4.43
HRT,21,4.44
SSM,16,4.44
VCP,17,4.45
KTC,6,4.46
NVB,21,4.46
VC1,21,4.47
MML,21,4.48
DLR,4,4.49
EVE,21,4.49
RCD,5,4.49
SSH,21,4.49
BVL,20,4.5
SBS,21,4.5
BVB,21,4.51
ACE,16,4.53
BT6,5,4.55
TVS,21,4.56
VIT,21,4.56
OIL,21,4.57
AME,21,4.58
NSG,4,4.58
DVN,21,4.59
MH3,11,4.59
TTN,21,4.59
VNL,21,4.59
DVP,21,4.6
HVX,21,4.62
VGG,21,4.62
GMD,21,4.63
MRF,9,4.63
KKC,17,4.64
ABR,5,4.65
CTG,21,4.65
DNC,6,4.65
HNG,21,4.65
SHC,17,4.65
AG1,21,4.66
KPF,21,4.66
PGT,21,4.66
VCR,21,4.66
LSS,21,4.67
DP2,5,4.68
SMN,21,4.68
SSI,21,4.68
DC1,15,4.69
KBC,21,4.69
ICN,18,4.71
SJ1,10,4.71
VSE,21,4.71
PGD,21,4.72
VTR,21,4.74
IPA,16,4.75
CTX,19,4.76
HIG,21,4.76
BMC,21,4.8
KST,4,4.81
ABI,21,4.82
GIC,21,4.83
PSD,21,4.83
VE1,21,4.83
HAN,21,4.84
WCS,15,4.84
KHG,21,4.85
BIO,21,4.86
FMC,21,4.86
VTA,21,4.86
DTB,3,4.87
HII,21,4.87
NNT,8,4.87
SDV,16,4.87
XPH,21,4.87
C47,21,4.88
CC1,18,4.88
TSJ,3,4.88
BFC,21,4.89
EMC,4,4.89
EPH,12,4.89
SMB,21,4.89
SRA,21,4.9
PGV,21,4.91
SAV,21,4.91
PRE,21,4.92
VC3,21,4.93
DTG,8,4.94
GLT,15,4.95
PMG,21,4.95
PTI,18,4.95
MLS,21,4.97
HTE,21,5.0
MSB,21,5.0
DHA,21,5.02
DNP,17,5.02
HDM,15,5.02
PVC,21,5.02
PVP,21,5.03
ALT,16,5.04
HNI,16,5.05
VTC,21,5.06
HMC,21,5.07
TMG,16,5.07
ABS,21,5.1
TV2,21,5.1
VIG,21,5.1
VHE,21,5.11
GIL,21,5.14
VSM,17,5.17
KGM,14,5.19
PJC,12,5.19
PVT,21,5.19
PVI,21,5.21
GSP,21,5.22
HBC,21,5.22
SEA,19,5.22
VMD,21,5.22
GEX,21,5.23
VCA,21,5.23
C22,4,5.24
L61,20,5.24
CMT,21,5.25
PJT,21,5.25
DHM,21,5.26
HNF,17,5.28
TNB,6,5.28
UPH,9,5.31
NTT,11,5.32
BMI,21,5.34
BVS,21,5.34
HJC,21,5.35
NST,21,5.35
PGI,21,5.35
MNB,7,5.36
CET,21,5.37
HEJ,21,5.37
MAS,11,5.37
MEC,5,5.37
DOC,3,5.38
PXA,5,5.38
HPG,21,5.4
SD5,21,5.4
L40,6,5.41
AMC,20,5.42
C32,21,5.42
HKT,21,5.42
NGC,2,5.42
TVB,21,5.42
VBC,17,5.42
DSG,21,5.43
MDG,17,5.43
BVH,21,5.44
IDP,17,5.44
TNT,21,5.44
PGS,21,5.45
PIC,18,5.46
VMC,21,5.48
KMR,21,5.51
NBW,5,5.52
SKH,21,5.52
PLC,21,5.53
PMT,8,5.53
PSP,21,5.54
WSB,21,5.55
TNH,21,5.56
TXM,21,5.56
DRL,14,5.58
C4G,21,5.59
PVG,21,5.6
SVD,21,5.6
DQC,21,5.62
SFC,18,5.62
TEG,21,5.62
DNE,14,5.63
PSL,21,5.63
TFC,6,5.63
STP,21,5.64
UDC,21,5.65
HVA,21,5.68
ONE,21,5.68
TTT,14,5.68
VNC,14,5.68
AIC,21,5.69
HUT,21,5.69
CIP,21,5.71
SC5,18,5.71
TCO,21,5.72
ADS,21,5.73
BPC,19,5.73
CDC,21,5.75
CII,21,5.75
CTR,21,5.76
PEN,20,5.76
MFS,21,5.77
SHI,21,5.77
TOT,17,5.79
PNG,7,5.8
PVB,21,5.83
RDP,21,5.83
MVN,21,5.84
BWE,21,5.86
CX8,7,5.87
SPV,10,5.87
VGC,21,5.87
SPM,21,5.88
DL1,21,5.89
IDI,21,5.89
SBD,19,5.89
DXS,21,5.91
EVG,21,5.92
BCP,21,5.93
GMC,19,5.93
ACC,21,5.94
TCB,21,5.94
DVG,21,5.95
PLP,21,5.96
SJM,21,5.96
G36,21,5.97
GVR,21,5.97
HD8,21,5.97
NAG,21,5.99
NTP,21,5.99
SDU,11,6.0
LLM,20,6.01
NHT,20,6.03
TYA,21,6.04
VSA,20,6.04
CHP,21,6.05
DGT,21,6.05
IDV,21,6.05
VLG,21,6.05
ABT,19,6.06
GTS,9,6.07
BMV,2,6.08
VNS,19,6.09
PSI,21,6.15
TGP,21,6.15
CTT,14,6.16
HAI,21,6.17
TVG,2,6.19
DLD,2,6.2
FIT,21,6.2
KLF,21,6.2
SRC,21,6.2
TLH,21,6.2
PTE,5,6.21
VND,21,6.22
VNE,21,6.22
AMD,21,6.23
AMV,21,6.23
CT6,2,6.25
SSB,21,6.25
GSM,20,6.26
VRE,21,6.28
THW,2,6.29
UIC,21,6.29
V12,19,6.29
HVH,21,6.31
CFM,21,6.32
BHT,5,6.33
BMN,2,6.33
AGR,21,6.34
ILB,21,6.34
VFG,9,6.34
SDN,11,6.35
TIE,21,6.35
CLX,21,6.36
HBD,7,6.36
MVB,21,6.36
BLT,18,6.37
C92,21,6.38
HPD,16,6.38
DS3,21,6.39
MGG,9,6.39
MTA,21,6.39
TRC,21,6.39
GTA,21,6.4
AGG,21,6.41
DAE,18,6.41
TRS,2,6.41
HC3,20,6.42
CNG,21,6.44
SHN,21,6.46
HUB,21,6.47
STB,21,6.47
LEC,17,6.48
LKW,21,6.48
BST,12,6.49
BTB,18,6.49
CTP,21,6.49
BMF,16,6.5
PPP,21,6.5
STH,21,6.5
HDA,21,6.52
QNC,21,6.52
SEP,2,6.53
TA6,5,6.53
VE3,21,6.56
OGC,21,6.58
SSN,5,6.58
TDM,21,6.58
VC2,21,6.58
SGC,3,6.59
XMP,16,6.59
PHR,21,6.61
SHB,18,6.61
TST,10,6.61
SGI,21,6.62
CCM,13,6.64
C21,16,6.65
CAN,8,6.65
BSH,4,6.67
CYC,5,6.67
MIG,21,6.69
COM,19,6.7
NAP,13,6.7
CKD,11,6.71
TJC,17,6.71
TKU,21,6.71
KDH,21,6.73
KIP,19,6.73
TTL,20,6.73
CQT,21,6.75
KLB,21,6.75
TVH,2,6.75
VMG,21,6.76
VSI,16,6.76
BOT,20,6.77
CEG,2,6.77
VTO,21,6.78
LM7,21,6.79
C12,5,6.8
CMC,16,6.81
SHA,21,6.81
TKG,21,6.82
HSP,10,6.83
JVC,21,6.83
VLF,5,6.83
NDX,21,6.84
VNA,21,6.84
DTP,18,6.85
HCT,4,6.86
RCL,21,6.86
IFS,15,6.87
TMX,14,6.88
VPB,21,6.88
ACM,19,6.9
VOC,21,6.91
SKV,20,6.93
VTE,9,6.93
CTS,21,6.94
PHN,12,6.95
SZL,21,6.96
TLT,15,6.96
PSH,21,6.97
PCN,4,6.98
VTV,21,6.99
HLG,5,7.0
MHL,21,7.0
CKG,21,7.02
HTM,17,7.02
DVC,17,7.06
PVX,5,7.06
VDS,21,7.06
CTW,2,7.08
HBS,21,7.08
POM,21,7.08
GMX,21,7.09
ADG,21,7.1
BBS,20,7.1
PWA,21,7.12
TVC,21,7.12
ITQ,21,7.13
VC9,21,7.13
VIB,21,7.15
VET,21,7.16
NDN,21,7.17
PCG,21,7.19
VSC,21,7.21
BMJ,13,7.22
SD2,20,7.22
VTS,8,7.22
DHP,20,7.23
DPH,17,7.25
LAS,21,7.26
LMH,21,7.28
MCP,9,7.29
SGP,21,7.29
GDW,16,7.3
HDP,21,7.3
PAN,21,7.31
CDP,21,7.33
NTF,2,7.33
ASP,21,7.34
NTW,14,7.34
BTD,21,7.38
PIT,21,7.38
DXP,21,7.39
SLS,21,7.4
PVV,5,7.41
HUG,12,7.42
STS,2,7.42
EMS,13,7.45
CMS,21,7.46
CMX,21,7.47
TSG,15,7.47
NTH,12,7.48
QBS,21,7.49
TV4,21,7.49
HEV,13,7.5
L35,15,7.5
TMP,21,7.5
VPC,5,7.5
VWS,5,7.5
CIG,21,7.53
ELC,21,7.53
UDJ,21,7.53
GVT,13,7.54
VFR,21,7.54
SHS,21,7.55
SJD,21,7.55
QCC,6,7.56
SJG,21,7.56
VGI,21,7.56
CTI,21,7.57
H11,18,7.58
VOS,21,7.63
NDC,12,7.65
SMC,21,7.66
MIM,14,7.67
VSH,21,7.67
PBP,15,7.68
KCE,9,7.7
PDR,21,7.72
AGF,5,7.73
SB1,13,7.75
TTP,6,7.75
HMS,10,7.79
BAX,21,7.8
GAS,21,7.82
PIA,14,7.82
CMD,4,7.83
VNT,7,7.83
TVN,21,7.84
AVC,21,7.86
PGC,21,7.87
NJC,3,7.9
HPI,4,7.91
KSD,21,7.92
TNW,5,7.94
VPA,20,7.94
BWS,19,7.96
HRC,20,7.97
ITA,21,7.98
NT2,21,7.98
NHV,4,8.01
NNG,20,8.03
VTH,11,8.05
AMS,21,8.08
KSQ,21,8.08
TIP,21,8.08
S55,14,8.09
CTC,21,8.1
PHP,21,8.11
HSA,5,8.13
L45,19,8.13
PCC,16,8.13
CKV,6,8.14
PHC,21,8.14
PNC,19,8.14
TDH,21,8.15
OCB,21,8.19
HSM,15,8.2
MAC,21,8.21
MHC,21,8.21
VTL,14,8.21
MBS,21,8.23
VNP,21,8.23
TTA,21,8.24
TTS,13,8.27
KSB,21,8.28
SRT,21,8.28
TPP,17,8.28
INN,21,8.29
SFI,21,8.29
TTE,8,8.31
HFB,7,8.33
SID,5,8.33
TCM,21,8.33
TET,4,8.33
SCI,21,8.35
SMA,18,8.35
KHS,20,8.36
THG,21,8.37
TIG,21,8.37
LPT,21,8.39
TLP,21,8.4
HEM,11,8.42
FLC,21,8.43
KHP,21,8.44
KSH,21,8.44
DRG,18,8.45
GEG,21,8.45
VE2,8,8.46
NSH,21,8.47
VGT,21,8.49
DCM,21,8.5
SBA,21,8.5
CPC,19,8.51
HNM,5,8.51
SCR,21,8.51
NAF,21,8.55
NBP,21,8.56
NBT,20,8.56
NCS,21,8.56
PND,3,8.57
HU6,21,8.61
CNT,18,8.62
ANV,21,8.7
CEO,21,8.7
SCC,20,8.71
TDT,21,8.72
D2D,21,8.73
HU1,20,8.73
SGR,21,8.73
KSV,21,8.74
PET,21,8.75
SHG,5,8.75
HHS,21,8.76
TSC,21,8.76
DAD,20,8.82
VMS,20,8.83
PAS,21,8.85
SDX,3,8.85
PVD,21,8.86
VIX,21,8.86
FCM,21,8.87
BRS,11,8.88
HHC,14,8.89
ILC,4,8.89
LCG,21,8.89
TTG,18,8.91
HOM,21,8.92
AAV,21,8.93
ITS,21,8.93
FDC,21,8.94
BMG,3,8.95
DDV,21,8.95
GE2,7,8.95
PMP,10,8.95
TLI,3,8.96
PTC,17,9.0
DCR,20,9.02
SHP,21,9.02
VTJ,21,9.02
HLC,21,9.04
KDM,21,9.05
TCT,21,9.08
ALV,5,9.09
PEC,7,9.09
DXL,4,9.12
IJC,21,9.12
HPH,9,9.13
HSI,5,9.14
VC6,21,9.14
ACS,10,9.15
HAX,21,9.16
VCI,21,9.16
LGL,21,9.17
LM3,5,9.17
VHC,21,9.17
DND,18,9.19
ICF,5,9.19
QHW,19,9.19
BQB,15,9.22
CMI,5,9.23
ICI,21,9.25
PTL,21,9.3
SVN,21,9.3
DBT,21,9.31
L63,13,9.31
TAR,21,9.32
TH1,4,9.32
MEL,21,9.33
LHG,21,9.37
TVM,4,9.37
REE,21,9.38
LTG,21,9.4
CSV,21,9.42
THB,10,9.42
HSL,21,9.46
DKC,3,9.49
VFS,21,9.49
TVD,21,9.5
CJC,12,9.55
BVG,21,9.56
QCG,21,9.57
ISH,20,9.58
HHG,21,9.6
WTC,21,9.63
A32,5,9.64
PHS,10,9.64
TW3,15,9.64
SDY,5,9.66
ATG,5,9.68
HVG,5,9.68
BLI,21,9.71
SP2,5,9.71
TMB,21,9.72
HTG,21,9.76
C69,21,9.78
FCN,21,9.8
L43,21,9.82
MTL,19,9.85
PRO,20,9.85
VLA,20,9.86
BSR,21,9.88
LAF,21,9.91
PTS,21,9.91
HAH,21,9.95
SBR,17,9.95
HAP,21,9.97
SDT,21,9.98
SD4,21,10.0
SD6,21,10.0
S99,21,10.02
QHD,10,10.07
PPH,21,10.11
ILA,21,10.12
DHC,21,10.13
DNL,6,10.13
DPM,21,10.13
S74,8,10.13
LUT,21,10.14
NBB,21,10.14
NQN,4,10.17
KVC,21,10.18
LDG,21,10.21
SSG,19,10.21
BMS,21,10.24
MDC,21,10.25
VIW,11,10.25
ASM,21,10.26
SNC,13,10.27
PCM,6,10.28
MVC,21,10.29
HDG,21,10.3
PXT,21,10.33
STK,21,10.37
NBC,21,10.4
VNH,21,10.4
LCM,21,10.43
AAS,21,10.48
PLA,11,10.48
BSL,17,10.49
SVG,21,10.49
TLD,21,10.49
DPC,15,10.5
HOT,14,10.57
CSC,21,10.58
POT,18,10.59
PVY,5,10.59
DXV,21,10.63
PMB,21,10.63
PSC,10,10.66
DCT,5,10.71
E29,17,10.71
SD3,21,10.74
NRC,21,10.75
PPY,20,10.75
TDC,21,10.75
BCC,21,10.76
V21,21,10.76
PDC,21,10.81
CLM,21,10.87
HFC,15,10.89
PXI,21,10.92
TDF,7,10.95
MPT,5,10.97
ADC,9,10.98
VAV,21,10.99
SPD,5,11.0
DXG,21,11.01
BTH,8,11.05
VCT,3,11.05
DDG,21,11.1
PCF,16,11.11
SGH,14,11.11
VPG,21,11.13
VIP,21,11.14
GTH,15,11.17
HBH,20,11.17
SII,19,11.17
CBI,21,11.22
LMI,4,11.24
TDN,21,11.26
TTZ,21,11.29
VC5,5,11.3
HID,21,11.31
TNG,21,11.32
ISG,3,11.34
LTC,5,11.35
TNP,7,11.39
TC6,21,11.41
SCL,21,11.42
BLF,5,11.43
STT,5,11.43
FTS,21,11.45
MBG,21,11.53
PTV,21,11.56
BHP,17,11.57
VXB,21,11.58
VID,21,11.59
TNI,21,11.6
TTB,21,11.6
TS4,5,11.63
NKG,21,11.65
CHS,21,11.67
HCI,3,11.7
HD2,19,11.7
HEP,8,11.7
CCP,18,11.71
VC7,21,11.74
CPI,5,11.75
DC2,21,11.77
BDT,19,11.8
HVT,19,11.8
TBD,16,11.8
TCD,21,11.81
SEB,14,11.82
SFG,21,11.84
HKB,5,11.85
SDC,12,11.85
TDB,5,11.87
PDV,21,11.99
CDO,21,12.0
MTG,21,12.0
TTF,21,12.0
TV1,5,12.0
BDB,9,12.01
PVO,21,12.02
NLG,21,12.03
API,21,12.05
DTD,21,12.05
SD7,21,12.06
NHA,21,12.08
PNT,6,12.11
TMT,21,12.11
LO5,5,12.17
GKM,21,12.18
TIS,21,12.18
IDC,21,12.19
PSN,14,12.22
VAF,19,12.23
DTA,21,12.25
L10,17,12.28
MDF,21,12.31
BCE,21,12.37
DST,21,12.41
THT,21,12.41
HPW,9,12.42
ITD,21,12.43
VHD,21,12.44
HMG,6,12.47
HHP,21,12.53
LGC,18,12.53
SMT,21,12.53
HAM,8,12.54
LCS,19,12.54
SDJ,16,12.55
CCL,21,12.56
VCX,19,12.57
LAI,7,12.58
PMW,3,12.58
VHG,21,12.71
KTT,21,12.72
EVS,21,12.86
PTT,12,12.92
DTI,17,12.94
HCB,9,13.0
HLY,5,13.0
IDJ,21,13.03
TV6,19,13.14
TTH,21,13.17
CCA,5,13.21
BKH,6,13.25
SRB,21,13.33
CST,21,13.34
PJS,10,13.35
SVC,15,13.45
GCB,4,13.46
VST,5,13.46
PIS,8,13.47
PCE,21,13.51
DRI,21,13.52
VGS,21,13.52
SPC,15,13.53
TDG,21,13.56
PLO,4,13.57
CDR,14,13.58
VTX,13,13.59
BSP,6,13.62
FID,21,13.62
BHA,15,13.63
SZC,21,13.64
GHC,21,13.68
DPS,5,13.75
PVA,5,13.75
S12,5,13.75
