symbol,number_of_dates,percentage
TV4,16,1.46
FT1,10,1.49
B82,3,1.5
LDP,16,1.5
CLL,16,1.51
VDN,2,1.51
VTB,16,1.52
HRC,8,1.55
STG,16,1.55
CAT,14,1.56
DS3,16,1.56
BCF,4,1.57
GTT,3,1.58
HLA,3,1.58
SDB,3,1.58
AGF,3,1.59
HLR,2,1.59
BDG,11,1.61
PVV,3,1.63
TBC,15,1.64
CHP,16,1.65
HGW,5,1.65
TA3,2,1.65
TOW,4,1.65
NCT,16,1.66
PPC,16,1.66
NTW,9,1.67
PEN,14,1.67
SPP,3,1.67
V15,3,1.67
PIT,16,1.68
NAB,16,1.69
ONE,16,1.69
DRL,11,1.71
CHS,16,1.73
CMV,12,1.73
HNA,16,1.74
KGM,2,1.74
VID,16,1.74
VLB,16,1.74
BTS,16,1.75
FOC,16,1.75
HIG,16,1.75
XMP,13,1.75
YBM,16,1.76
VLC,16,1.77
VPD,16,1.77
HBD,5,1.78
SBT,16,1.78
TLT,9,1.78
VDP,15,1.78
NBT,13,1.79
SP2,2,1.79
TDT,16,1.79
PVM,16,1.8
ADG,16,1.81
CRC,16,1.83
SLS,16,1.83
IJC,16,1.85
SZL,16,1.85
DIH,16,1.86
NVB,16,1.86
DNM,16,1.87
KSQ,16,1.87
VPS,16,1.91
HU6,16,1.92
S4A,12,1.92
TKG,16,1.92
SJS,16,1.93
TCW,16,1.93
TLG,16,1.93
BSP,5,1.94
HUB,16,1.94
SDT,16,1.94
NHV,16,1.96
BVB,16,1.97
VNL,16,1.97
BRC,16,1.98
HND,16,1.99
ILB,16,2.0
TBT,2,2.0
GMX,16,2.02
MIG,16,2.02
HDA,16,2.04
KST,10,2.04
AG1,16,2.05
SZG,16,2.05
WSB,16,2.06
GIC,16,2.09
TTC,15,2.09
SD6,16,2.1
TVM,5,2.1
HVX,16,2.12
DAD,15,2.13
SHA,16,2.13
TRA,16,2.14
VCM,12,2.14
THB,4,2.16
SCG,16,2.17
SJE,4,2.18
EFI,3,2.19
PJS,2,2.19
GKM,16,2.2
IDP,11,2.2
HAN,16,2.21
SCS,16,2.21
VTK,16,2.22
SJF,16,2.23
BKG,16,2.24
PV2,16,2.25
ACB,16,2.27
PTB,16,2.27
SPD,2,2.27
DNH,3,2.31
DSG,16,2.31
NSC,16,2.31
DP2,3,2.33
APC,16,2.34
SHN,16,2.34
VSM,6,2.34
AAM,16,2.35
BHN,16,2.35
HHP,16,2.35
KLB,16,2.35
M10,16,2.35
VCA,16,2.35
HTL,10,2.36
BAB,16,2.37
TCR,16,2.37
GSM,11,2.38
HMS,16,2.38
MCH,16,2.38
VE4,2,2.38
FOX,16,2.39
NHT,16,2.39
VNB,16,2.39
DDG,16,2.4
ILA,16,2.4
BVS,16,2.41
PHR,16,2.41
PVE,3,2.41
SFC,13,2.42
DMC,16,2.43
MWG,16,2.43
SHE,16,2.43
BLI,16,2.44
LCS,3,2.44
SGI,16,2.45
AAA,16,2.47
SJ1,13,2.47
NHC,6,2.48
TTT,7,2.48
DTV,2,2.49
VSA,10,2.49
CTP,16,2.5
PVA,3,2.5
PVY,3,2.5
SBV,16,2.5
STH,16,2.5
ND2,7,2.51
EID,16,2.52
HTP,16,2.52
PBT,8,2.52
FPT,16,2.53
IMP,16,2.53
HEJ,16,2.54
VNH,16,2.54
ALV,3,2.56
VTV,16,2.56
BAX,16,2.57
EIC,16,2.57
DHP,6,2.58
HCM,16,2.58
AFX,16,2.59
SRT,16,2.59
BIC,16,2.6
HAS,16,2.61
VEC,16,2.61
AIC,16,2.62
VMS,13,2.63
HCC,13,2.64
TMT,16,2.64
QPH,6,2.65
BSR,16,2.66
HPD,12,2.66
PRT,16,2.66
VCX,16,2.67
DAE,9,2.68
DPP,8,2.69
SHP,16,2.69
MML,15,2.7
NBE,15,2.71
TVT,16,2.71
NNT,6,2.72
CDC,15,2.73
EVE,16,2.73
ICT,16,2.73
TTA,16,2.73
MSH,16,2.74
PPH,16,2.74
HTC,9,2.75
CPA,6,2.76
CRE,16,2.76
HSL,16,2.76
ABT,13,2.77
PLP,16,2.77
VHM,16,2.77
HKT,16,2.78
PLX,16,2.78
SSM,13,2.78
VIB,16,2.78
BCP,16,2.79
TMC,15,2.79
ACG,16,2.8
BPC,12,2.8
CSC,16,2.8
HAD,15,2.83
TDW,13,2.83
HBH,16,2.84
MVN,16,2.84
QNC,16,2.84
NXT,14,2.85
TVP,7,2.85
KCB,16,2.86
SHG,3,2.86
CIP,16,2.88
DCR,15,2.88
PVP,16,2.88
HC3,15,2.89
SPM,14,2.89
HVH,16,2.9
LMH,16,2.9
TEG,16,2.9
HD8,16,2.91
MRF,9,2.91
BNA,16,2.92
TN1,16,2.92
IDV,16,2.94
PSI,16,2.94
GMH,16,2.95
HVG,3,2.95
LTC,3,2.95
MTA,16,2.97
VNM,16,2.97
HSV,16,2.99
VPI,16,2.99
BMJ,6,3.0
TBH,3,3.0
CTI,16,3.01
PNJ,16,3.01
SPI,16,3.01
TTH,16,3.01
VEA,16,3.01
VSN,12,3.02
TCB,16,3.03
VCF,3,3.03
BCM,16,3.04
HKB,3,3.04
STB,16,3.04
SZC,16,3.04
VTA,12,3.04
CMS,16,3.05
DBD,16,3.05
HTI,16,3.05
SVI,5,3.05
BSD,2,3.06
SDP,16,3.06
BBC,16,3.07
SMN,14,3.08
VTP,16,3.09
KMR,16,3.1
PGI,16,3.1
WSS,16,3.1
CTD,16,3.12
TEL,2,3.12
PTE,3,3.13
NUE,10,3.14
BLF,3,3.15
PTI,14,3.15
DCL,16,3.16
CDR,10,3.17
MSB,16,3.17
MTV,6,3.17
PDV,16,3.17
TMP,15,3.17
ATB,3,3.18
MHC,16,3.18
ST8,16,3.18
ABB,16,3.19
SII,15,3.19
PTS,16,3.2
RDP,16,3.2
CMT,16,3.22
NED,16,3.22
VGI,16,3.22
BCE,16,3.23
SRF,14,3.23
BTP,16,3.24
FID,16,3.24
MFS,15,3.24
PRE,16,3.24
HHG,16,3.25
HSP,8,3.25
TMG,4,3.26
VTE,16,3.26
VNE,16,3.27
AAV,16,3.28
DPC,3,3.28
TCL,16,3.28
KVC,16,3.29
HVN,16,3.3
ILC,11,3.3
TDG,16,3.3
TKC,16,3.3
NTC,16,3.31
TPB,16,3.31
MCG,16,3.32
HTE,16,3.33
KHG,16,3.33
SGT,16,3.33
INN,16,3.34
VSE,16,3.34
HAC,16,3.37
VIT,16,3.38
MQN,12,3.39
SSI,16,3.39
VTQ,2,3.39
MCM,16,3.4
MIM,10,3.4
SMA,16,3.4
UDJ,16,3.4
BAF,16,3.41
NTH,14,3.42
TV2,16,3.42
DVP,16,3.43
L62,16,3.43
DP3,14,3.44
ART,16,3.45
COM,13,3.45
LSS,16,3.45
NVL,16,3.45
CTF,16,3.46
DTL,16,3.46
BTB,15,3.47
EPH,9,3.47
PVR,3,3.47
LKW,10,3.48
VHE,16,3.48
SDV,10,3.49
KMT,15,3.5
L44,3,3.5
SGO,3,3.5
D11,16,3.51
OCB,16,3.51
TXM,16,3.51
UPH,5,3.51
NET,15,3.52
SD5,16,3.52
TPC,13,3.54
DGT,16,3.55
HMH,16,3.55
TOT,16,3.55
VNF,16,3.56
VPG,16,3.56
JOS,3,3.57
S12,3,3.57
SC5,15,3.57
AMS,16,3.58
BMS,16,3.58
CKV,8,3.58
C32,16,3.59
HII,16,3.59
NDT,16,3.59
VTL,5,3.59
HHV,16,3.6
KDM,16,3.6
PHC,16,3.6
SRC,16,3.6
V21,16,3.6
VCG,16,3.6
VTR,3,3.6
ASG,16,3.61
L45,14,3.61
LM3,3,3.61
PRO,15,3.61
SVN,16,3.61
SPC,15,3.63
AGG,16,3.64
MTC,3,3.64
BSA,16,3.65
MST,16,3.65
AAS,16,3.67
NDX,16,3.67
PPP,16,3.67
AVF,3,3.68
APG,16,3.69
MHL,16,3.69
SFG,15,3.69
VCR,16,3.69
HAI,16,3.7
NHP,3,3.7
NOS,3,3.7
SD1,3,3.7
VHL,14,3.7
DNW,16,3.71
HRT,16,3.71
DST,16,3.72
HDB,16,3.72
NTL,16,3.72
SAM,16,3.72
AGR,16,3.73
VCB,16,3.73
SVC,6,3.74
BCA,16,3.75
QTC,9,3.75
SJG,16,3.75
TRC,14,3.75
LHC,16,3.76
LM8,16,3.76
POW,16,3.76
IPA,16,3.77
LEC,12,3.77
WTC,15,3.77
CTX,3,3.78
L43,16,3.78
HNM,3,3.79
DRG,16,3.8
SNZ,16,3.81
VPB,16,3.81
CTR,10,3.82
SHB,16,3.82
BTU,6,3.83
BIG,16,3.84
DHC,16,3.84
EIN,16,3.84
QTP,16,3.84
BWA,7,3.85
CTT,8,3.86
HDP,16,3.86
STK,16,3.86
TID,16,3.86
FTM,16,3.87
EVF,16,3.88
SBS,16,3.88
TTZ,16,3.88
C92,16,3.89
S96,3,3.89
TR1,9,3.89
VE1,16,3.89
S55,13,3.9
KHD,15,3.91
KSV,14,3.92
PGN,16,3.92
CJC,6,3.93
NAG,16,3.93
SGR,16,3.93
VCC,16,3.93
DSN,16,3.94
PWA,16,3.94
VE8,15,3.94
VE9,16,3.94
ABS,16,3.95
VSF,3,3.95
AMC,13,3.96
DOP,8,3.96
DTI,15,3.96
KHA,12,3.97
PC1,16,3.97
ACV,16,3.98
C21,16,3.98
DHM,16,3.98
VUA,16,3.98
FTS,16,3.99
VAB,16,3.99
VBB,16,3.99
BTN,16,4.0
D2D,16,4.0
NST,16,4.0
PXM,3,4.0
TL4,16,4.0
V11,3,4.0
ACC,16,4.01
AGX,3,4.01
APF,16,4.01
VET,15,4.01
CFM,16,4.02
CMG,16,4.02
NTP,16,4.03
VBC,16,4.03
NS2,13,4.04
PCN,3,4.04
SDC,5,4.04
PSG,3,4.05
CCL,16,4.06
HAP,16,4.06
HU3,16,4.06
ICF,3,4.06
PLE,2,4.06
THP,16,4.06
SB1,6,4.07
BMI,16,4.08
HPW,6,4.08
LCG,16,4.08
HOM,16,4.09
PTO,5,4.09
TCT,16,4.09
VTX,5,4.1
BVH,16,4.11
LBM,16,4.11
GSP,16,4.12
PNT,14,4.13
GDW,8,4.14
PIC,16,4.14
VRE,16,4.14
AME,16,4.15
BBT,13,4.15
MAC,16,4.16
SSB,16,4.16
CQT,16,4.17
IVS,16,4.18
S99,16,4.18
VIF,12,4.18
VTC,15,4.18
TV3,16,4.19
DGW,16,4.2
SRB,16,4.2
CSM,16,4.21
VC6,16,4.22
AVC,8,4.23
PGV,13,4.23
TTL,16,4.24
MPC,16,4.25
TCO,16,4.25
C47,16,4.26
DTA,16,4.27
GVR,16,4.27
BLN,16,4.28
ECI,3,4.28
FIT,16,4.28
HUG,12,4.29
LAF,11,4.29
MBB,16,4.29
CCM,9,4.3
HQC,16,4.3
DTD,16,4.31
VNR,16,4.31
TMX,12,4.32
DCT,3,4.33
MPT,3,4.33
PDB,16,4.33
GLT,14,4.34
NNG,16,4.34
BMP,16,4.35
HJC,9,4.36
PLA,15,4.36
VNS,16,4.36
BMF,10,4.4
CGV,16,4.41
KBC,16,4.42
MVB,16,4.42
AMD,16,4.43
BCG,16,4.44
HAM,9,4.44
VC3,16,4.45
EMS,13,4.46
NT2,16,4.48
PCT,16,4.48
VCP,8,4.48
CBI,16,4.49
LBE,2,4.49
MSR,16,4.49
VNY,3,4.5
DIC,3,4.51
DTK,13,4.51
HCT,2,4.51
PLO,3,4.51
HDW,8,4.52
PNC,15,4.52
TLD,16,4.52
DSC,16,4.55
VLG,16,4.55
HBS,16,4.56
SD7,16,4.56
AMV,16,4.57
CAG,16,4.57
OGC,16,4.57
TIE,16,4.58
VSC,16,4.58
MTL,8,4.59
NRC,16,4.59
SBL,11,4.59
TIP,16,4.59
DRI,16,4.6
ITQ,16,4.61
HPT,10,4.62
TCH,16,4.62
VIG,16,4.62
PPY,16,4.64
SD8,3,4.64
SGP,16,4.64
TNC,3,4.64
ICN,7,4.66
MBG,16,4.66
DPH,15,4.67
GAS,16,4.67
L12,16,4.67
PCC,11,4.67
SGS,15,4.67
TIN,16,4.67
BBS,10,4.68
HNG,16,4.69
VTO,16,4.69
VGT,16,4.7
CDN,16,4.71
PHH,2,4.71
SJC,3,4.72
TTN,16,4.72
KSF,16,4.73
PAN,16,4.73
SGH,5,4.73
MED,13,4.74
SHS,16,4.74
BID,16,4.75
BRR,13,4.75
DRC,16,4.76
PLC,16,4.76
BSI,16,4.77
NQN,5,4.78
SFN,14,4.78
DLG,16,4.79
MVC,16,4.79
REE,16,4.8
BTT,12,4.81
CTA,3,4.81
FLC,16,4.81
KTS,16,4.82
NAP,10,4.82
SD3,16,4.82
VTZ,16,4.82
SFI,16,4.83
GMC,13,4.84
ITC,16,4.84
TST,2,4.86
HVT,14,4.89
RGC,16,4.89
AAT,16,4.91
PMS,13,4.91
CPC,14,4.92
LIC,16,4.92
KDH,16,4.93
LG9,7,4.93
TRS,5,4.94
BTW,7,4.95
KKC,14,4.95
PSC,8,4.95
HDG,16,4.96
SPV,5,4.97
QNS,16,4.98
CTS,16,5.0
KLF,16,5.0
NDF,3,5.0
RAL,16,5.0
RIC,16,5.0
TFC,16,5.0
TNI,16,5.0
ELC,16,5.01
TSC,16,5.01
OIL,16,5.02
VAF,11,5.02
ACS,12,5.03
GEG,16,5.03
PSP,16,5.04
IST,13,5.05
TJC,9,5.05
ITS,16,5.06
HPM,10,5.07
PMG,16,5.07
SHC,13,5.08
CVT,11,5.11
HHS,16,5.11
HMR,16,5.12
SD4,16,5.12
TDS,15,5.13
EVS,16,5.14
PGT,16,5.14
CCV,3,5.15
MDF,14,5.15
STP,15,5.15
PDR,16,5.16
FCM,16,5.17
BOT,16,5.19
CTG,16,5.22
DND,12,5.22
LMC,3,5.22
SSG,11,5.22
CET,16,5.24
DTP,14,5.26
PDN,10,5.26
PID,3,5.26
TDP,16,5.26
AST,16,5.27
KPF,16,5.27
MKV,11,5.28
ALT,11,5.29
C69,16,5.29
CLH,16,5.29
VIW,8,5.3
HOT,12,5.32
PGC,16,5.33
CAN,11,5.34
SED,16,5.34
CDO,16,5.35
PBC,16,5.35
SHI,16,5.35
VCI,16,5.35
MGG,12,5.36
EMC,16,5.37
SD9,16,5.37
DL1,16,5.38
SSH,16,5.39
BAL,15,5.4
DGC,16,5.4
ADS,16,5.41
SSC,9,5.42
VFG,5,5.42
TVC,16,5.43
DC4,16,5.46
DID,16,5.46
SID,14,5.46
A32,12,5.49
HU1,15,5.52
SDD,16,5.54
HBC,16,5.56
VC2,16,5.58
XLV,9,5.58
LPB,16,5.59
TS3,15,5.59
PVD,16,5.6
CNC,14,5.61
VOC,16,5.61
TAR,16,5.63
ABR,10,5.64
HU4,16,5.64
PIS,11,5.64
SEA,16,5.64
FIR,16,5.65
ISH,6,5.65
TA9,16,5.65
TNA,16,5.65
VAT,3,5.65
VNC,12,5.65
PHP,16,5.66
VSG,3,5.71
PVT,16,5.72
VIX,16,5.72
DC2,16,5.73
ORS,16,5.74
TIG,16,5.74
TLH,16,5.74
ICG,16,5.75
KAC,2,5.75
TPP,16,5.75
BSL,15,5.77
CNN,6,5.77
SAS,16,5.77
CPI,3,5.78
S72,14,5.81
TMB,16,5.82
DHB,3,5.83
CNT,16,5.85
HPX,16,5.85
THG,16,5.85
GND,14,5.86
HSI,3,5.86
HTN,16,5.86
APT,2,5.88
CLX,16,5.88
CX8,5,5.88
LHG,16,5.88
STL,3,5.88
VIP,16,5.89
HCB,9,5.91
PIA,12,5.91
MBS,16,5.94
SDN,10,5.94
VLW,4,5.95
POT,13,5.97
BDB,4,5.98
DDN,16,5.99
MSN,16,5.99
DZM,16,6.0
VND,16,6.0
NHH,16,6.01
SVD,16,6.01
HMC,16,6.03
L63,14,6.03
CCR,16,6.05
DFF,16,6.07
THT,16,6.07
TTF,16,6.07
VC9,16,6.07
CNG,16,6.08
ODE,16,6.09
SBH,10,6.09
SCC,14,6.1
EIB,16,6.12
SVG,16,6.14
DHG,16,6.16
DQC,16,6.18
L61,6,6.18
SVT,16,6.19
PTL,16,6.21
TLP,16,6.21
VQC,3,6.21
PVS,16,6.22
POV,14,6.24
DBT,16,6.25
VIN,13,6.26
ABC,16,6.29
BHA,16,6.29
VTG,2,6.29
HLD,16,6.31
DAT,15,6.32
DBC,16,6.32
PXS,16,6.32
DNP,16,6.33
DXS,16,6.33
LGC,12,6.33
C4G,16,6.35
USC,10,6.35
LIG,16,6.37
TCI,16,6.4
PVB,16,6.42
SDK,2,6.42
HD2,16,6.45
ICC,4,6.45
PSE,16,6.46
ISG,2,6.47
WCS,14,6.47
NLG,16,6.48
PGB,16,6.48
PXL,16,6.5
TSD,5,6.5
VC1,16,6.5
VFS,16,6.51
ASM,16,6.52
C12,2,6.52
VJC,16,6.52
CMC,16,6.53
DC1,12,6.53
LO5,3,6.54
CLW,13,6.57
VIC,16,6.57
PCE,16,6.58
KSB,16,6.59
PEC,7,6.63
VIR,2,6.63
HCD,16,6.64
UDC,16,6.64
DVN,16,6.66
JVC,16,6.67
HLC,16,6.68
XPH,14,6.7
DHA,16,6.71
FIC,15,6.71
HVA,16,6.71
VGV,16,6.71
HT1,16,6.72
TDM,16,6.72
GGG,3,6.73
SDU,9,6.74
KSH,3,6.75
NAS,9,6.76
BHP,13,6.78
HEM,9,6.81
SCI,16,6.81
MEL,16,6.82
HPG,16,6.84
TOS,14,6.85
ANT,16,6.86
NDP,9,6.88
SBR,7,6.89
TDH,16,6.89
BCC,16,6.9
SD2,16,6.9
ATA,3,6.92
PVO,16,6.92
TDN,16,6.92
HEC,9,6.93
CBS,16,6.94
APH,16,6.95
KTC,5,6.96
BSG,14,6.98
TDC,16,6.98
GTD,2,6.99
SGN,16,6.99
VPA,14,6.99
LTG,16,7.0
TLI,14,7.0
TSG,2,7.01
GMD,16,7.03
MTP,10,7.03
BLT,10,7.04
DVC,11,7.04
CIA,16,7.05
VMG,15,7.05
PTV,16,7.06
VHG,16,7.06
VGC,16,7.07
TOP,3,7.08
HDM,10,7.11
LM7,16,7.12
KTT,14,7.13
SDY,3,7.14
DXP,16,7.15
TNT,16,7.16
EVG,16,7.18
X20,14,7.2
BDT,10,7.21
VDS,16,7.22
AGP,16,7.24
NVT,16,7.24
GTS,13,7.25
STC,6,7.27
CMX,16,7.3
LGL,16,7.3
PEG,15,7.3
EBS,15,7.31
KHS,10,7.32
APP,16,7.33
POM,16,7.33
TNG,16,7.33
VLA,12,7.34
NFC,12,7.35
G36,16,7.36
S27,2,7.36
TGP,15,7.36
BVG,16,7.37
VC7,16,7.37
IFS,11,7.38
PGS,16,7.38
DPS,3,7.39
KCE,5,7.39
SDA,16,7.39
ITD,16,7.4
MCO,16,7.4
CLG,3,7.41
BHT,2,7.42
RTB,16,7.42
QNT,2,7.43
CQN,9,7.45
BMG,2,7.47
MNB,5,7.47
HCI,2,7.49
CMI,3,7.5
VAV,15,7.5
BFC,16,7.54
DNC,9,7.58
SAB,16,7.58
DVG,16,7.59
PTT,15,7.59
RAT,5,7.6
KHP,16,7.62
PVC,16,7.64
HWS,12,7.66
DTT,11,7.69
PAS,16,7.69
RCL,16,7.69
TS4,3,7.69
VSI,15,7.72
SSN,16,7.74
MTG,16,7.78
HAR,16,7.79
SRA,16,7.79
TTS,9,7.8
CVN,16,7.84
ADC,13,7.9
POS,16,7.91
PPE,15,7.92
PSL,16,7.92
GEX,16,7.94
PCF,14,7.94
TCD,16,7.94
TVN,16,7.94
TMS,16,7.97
ADP,15,7.99
MDC,15,7.99
DDM,3,8.0
HSM,6,8.0
TV6,14,8.0
HTG,16,8.03
NDN,16,8.03
HGM,6,8.04
TVS,16,8.04
VIH,3,8.05
BWE,16,8.06
SIV,6,8.07
DCM,16,8.1
ICI,14,8.1
VPH,16,8.13
HUT,16,8.14
TKU,15,8.14
DXG,16,8.15
SEB,7,8.16
VFR,13,8.17
NHA,16,8.18
PTD,4,8.18
CEN,16,8.19
SCR,16,8.21
NAV,16,8.23
SKG,16,8.24
H11,15,8.29
NAF,16,8.29
VNP,16,8.3
MTS,12,8.31
VCT,3,8.32
TTP,5,8.33
ITA,16,8.36
BIO,15,8.39
ACL,16,8.4
PJT,16,8.4
SIG,13,8.41
SNC,3,8.41
VGS,16,8.43
DMN,15,8.44
DTE,16,8.44
HTM,16,8.45
HAF,12,8.49
GVT,6,8.51
VKC,16,8.55
GE2,13,8.56
MAS,13,8.56
TVB,16,8.56
NJC,5,8.57
PXT,16,8.59
TTG,16,8.63
CTC,16,8.65
FMC,16,8.68
VES,2,8.7
DPR,16,8.71
FCN,16,8.73
IDC,16,8.74
VNX,3,8.74
HNI,14,8.75
HFX,3,8.77
TBD,9,8.77
SDJ,15,8.78
QCG,16,8.8
SDX,3,8.81
SMC,16,8.81
TTD,7,8.81
DDV,16,8.82
VXB,16,8.82
BII,16,8.83
INC,13,8.83
HAT,11,8.9
PGD,16,8.91
AGM,16,8.94
NSG,3,8.96
BVN,7,8.99
MCC,3,8.99
L35,15,9.0
ASP,16,9.02
HAH,16,9.02
HFB,4,9.02
PCM,16,9.02
CDP,16,9.04
CST,16,9.04
FRT,16,9.04
SCL,16,9.05
HNF,10,9.06
CLM,8,9.07
VIM,7,9.09
VNG,16,9.09
QCC,15,9.1
TSB,14,9.11
USD,8,9.11
BSQ,16,9.16
VFC,16,9.16
VRG,16,9.18
CKD,6,9.19
PCG,16,9.21
VDL,5,9.22
HDC,16,9.25
KTL,6,9.3
LPT,16,9.32
TC6,16,9.33
PMB,16,9.35
LMI,5,9.36
MGC,14,9.37
VTS,4,9.39
PVG,16,9.41
HID,16,9.42
TNH,16,9.42
NBP,7,9.43
ACE,16,9.46
NBW,13,9.54
PTH,5,9.55
VMD,16,9.58
PHN,6,9.59
STT,3,9.59
TTB,16,9.59
VGR,10,9.59
CMW,3,9.6
CSI,16,9.6
ILS,13,9.6
PJC,13,9.6
RCC,6,9.6
GTH,15,9.62
HAX,16,9.63
BQB,15,9.66
KIP,8,9.68
HD6,16,9.7
CYC,3,9.71
HAG,16,9.72
MH3,10,9.72
