"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"K000393","John Kennedy","R","LA","K000393","Committee on Banking, Housing, and Urban Affairs","member","minority",7
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Banking, Housing, and Urban Affairs","member","majority",8
"H000601","Bill Hagerty","R","TN","H000601","Committee on Banking, Housing, and Urban Affairs","member","minority",8
"S001203","Tina Smith","D","MN","S001203","Committee on Banking, Housing, and Urban Affairs","member","majority",9
"L000571","Cynthia M. Lummis","R","WY","L000571","Committee on Banking, Housing, and Urban Affairs","member","minority",9
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Banking, Housing, and Urban Affairs","member","majority",10
"M000934","Jerry Moran","R","KS","M000934","Committee on Banking, Housing, and Urban Affairs","member","minority",10
"O000174","Jon Ossoff","D","GA","O000174","Committee on Banking, Housing, and Urban Affairs","member","majority",11
"C001096","Kevin Cramer","R","ND","C001096","Committee on Banking, Housing, and Urban Affairs","member","minority",11
"W000790","Raphael Warnock","D","GA","W000790","Committee on Banking, Housing, and Urban Affairs","member","majority",12
"D000618","Steve Daines","R","MT","D000618","Committee on Banking, Housing, and Urban Affairs","member","minority",12
"C000127","Maria Cantwell","D","WA","C000127","Committee on Commerce, Science, and Transportation","Chairman","majority",1
"W000437","Roger Wicker","R","MS","W000437","Committee on Commerce, Science, and Transportation","Ranking Member","minority",1
"K000367","Amy Klobuchar","D","MN","K000367","Committee on Commerce, Science, and Transportation","member","majority",2
"T000250","John Thune","R","SD","T000250","Committee on Commerce, Science, and Transportation","member","minority",2
"B001277","Richard Blumenthal","D","CT","B001277","Committee on Commerce, Science, and Transportation","member","majority",3
"B000575","Roy Blunt","R","MO","B000575","Committee on Commerce, Science, and Transportation","member","minority",3
"S001194","Brian Schatz","D","HI","S001194","Committee on Commerce, Science, and Transportation","member","majority",4
"C001098","Ted Cruz","R","TX","C001098","Committee on Commerce, Science, and Transportation","member","minority",4
"M000133","Edward J. Markey","D","MA","M000133","Committee on Commerce, Science, and Transportation","member","majority",5
"F000463","Deb Fischer","R","NE","F000463","Committee on Commerce, Science, and Transportation","member","minority",5
"P000595","Gary Peters","D","MI","P000595","Committee on Commerce, Science, and Transportation","member","majority",6
"M000934","Jerry Moran","R","KS","M000934","Committee on Commerce, Science, and Transportation","member","minority",6
"B001230","Tammy Baldwin","D","WI","B001230","Committee on Commerce, Science, and Transportation","member","majority",7
"S001198","Dan Sullivan","R","AK","S001198","Committee on Commerce, Science, and Transportation","member","minority",7
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Commerce, Science, and Transportation","member","majority",8
"B001243","Marsha Blackburn","R","TN","B001243","Committee on Commerce, Science, and Transportation","member","minority",8
"T000464","Jon Tester","D","MT","T000464","Committee on Commerce, Science, and Transportation","member","majority",9
"Y000064","Todd Young","R","IN","Y000064","Committee on Commerce, Science, and Transportation","member","minority",9
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Commerce, Science, and Transportation","member","majority",10
"L000577","Mike Lee","R","UT","L000577","Committee on Commerce, Science, and Transportation","member","minority",10
"R000608","Jacky Rosen","D","NV","R000608","Committee on Commerce, Science, and Transportation","member","majority",11
"J000293","Ron Johnson","R","WI","J000293","Committee on Commerce, Science, and Transportation","member","minority",11
"L000570","Ben Ray Luján","D","NM","L000570","Committee on Commerce, Science, and Transportation","member","majority",12
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Commerce, Science, and Transportation","member","minority",12
"H000273","John Hickenlooper","D","CO","H000273","Committee on Commerce, Science, and Transportation","member","majority",13
"S001217","Rick Scott","R","FL","S001217","Committee on Commerce, Science, and Transportation","member","minority",13
"W000790","Raphael Warnock","D","GA","W000790","Committee on Commerce, Science, and Transportation","member","majority",14
"L000571","Cynthia M. Lummis","R","WY","L000571","Committee on Commerce, Science, and Transportation","member","minority",14
"M001183","Joe Manchin III","D","WV","M001183","Committee on Energy and Natural Resources","Chairman","majority",1
"B001261","John Barrasso","R","WY","B001261","Committee on Energy and Natural Resources","Ranking Member","minority",1
"W000779","Ron Wyden","D","OR","W000779","Committee on Energy and Natural Resources","member","majority",2
"R000584","Jim Risch","R","ID","R000584","Committee on Energy and Natural Resources","member","minority",2
"C000127","Maria Cantwell","D","WA","C000127","Committee on Energy and Natural Resources","member","majority",3
"L000577","Mike Lee","R","UT","L000577","Committee on Energy and Natural Resources","member","minority",3
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Energy and Natural Resources","member","majority",4
"D000618","Steve Daines","R","MT","D000618","Committee on Energy and Natural Resources","member","minority",4
"H001046","Martin Heinrich","D","NM","H001046","Committee on Energy and Natural Resources","member","majority",5
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Energy and Natural Resources","member","minority",5
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Energy and Natural Resources","member","majority",6
"H001061","John Hoeven","R","ND","H001061","Committee on Energy and Natural Resources","member","minority",6
"K000383","Angus King","ID","ME","K000383","Committee on Energy and Natural Resources","member","majority",7
"L000575","James Lankford","R","OK","L000575","Committee on Energy and Natural Resources","member","minority",7
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Energy and Natural Resources","member","majority",8
"C001075","Bill Cassidy","R","LA","C001075","Committee on Energy and Natural Resources","member","minority",8
"K000377","Mark Kelly","D","AZ","K000377","Committee on Energy and Natural Resources","member","majority",9
"H001079","Cindy Hyde-Smith","R","MS","H001079","Committee on Energy and Natural Resources","member","minority",9
"H000273","John Hickenlooper","D","CO","H000273","Committee on Energy and Natural Resources","member","majority",10
"M001198","Roger Marshall","R","KS","M001198","Committee on Energy and Natural Resources","member","minority",10
"C000174","Thomas R. Carper","D","DE","C000174","Committee on Environment and Public Works","Chairman","majority",1
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Environment and Public Works","Ranking Member","minority",1
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Environment and Public Works","member","majority",2
"I000024","James M. Inhofe","R","OK","I000024","Committee on Environment and Public Works","member","minority",2
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Environment and Public Works","member","majority",3
"C001096","Kevin Cramer","R","ND","C001096","Committee on Environment and Public Works","member","minority",3
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on Environment and Public Works","member","majority",4
"L000571","Cynthia M. Lummis","R","WY","L000571","Committee on Environment and Public Works","member","minority",4
"M001176","Jeff Merkley","D","OR","M001176","Committee on Environment and Public Works","member","majority",5
"S000320","Richard C. Shelby","R","AL","S000320","Committee on Environment and Public Works","member","minority",5
"M000133","Edward J. Markey","D","MA","M000133","Committee on Environment and Public Works","member","majority",6
"B001236","John Boozman","R","AR","B001236","Committee on Environment and Public Works","member","minority",6
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Environment and Public Works","member","majority",7
"W000437","Roger Wicker","R","MS","W000437","Committee on Environment and Public Works","member","minority",7
"S000770","Debbie Stabenow","D","MI","S000770","Committee on Environment and Public Works","member","majority",8
"S001198","Dan Sullivan","R","AK","S001198","Committee on Environment and Public Works","member","minority",8
"K000377","Mark Kelly","D","AZ","K000377","Committee on Environment and Public Works","member","majority",9
"E000295","Joni Ernst","R","IA","E000295","Committee on Environment and Public Works","member","minority",9
"P000145","Alex Padilla","D","CA","P000145","Committee on Environment and Public Works","member","majority",10
"G000359","Lindsey Graham","R","SC","G000359","Committee on Environment and Public Works","member","minority",10
"W000779","Ron Wyden","D","OR","W000779","Committee on Finance","Chairman","majority",1
"C000880","Michael D. Crapo","R","ID","C000880","Committee on Finance","Ranking Member","minority",1
"S000770","Debbie Stabenow","D","MI","S000770","Committee on Finance","member","majority",2
"G000386","Charles E. Grassley","R","IA","G000386","Committee on Finance","member","minority",2
"C000127","Maria Cantwell","D","WA","C000127","Committee on Finance","member","majority",3
"C001056","John Cornyn","R","TX","C001056","Committee on Finance","member","minority",3
"M000639","Robert Menendez","D","NJ","M000639","Committee on Finance","member","majority",4
"T000250","John Thune","R","SD","T000250","Committee on Finance","member","minority",4
"C000174","Thomas R. Carper","D","DE","C000174","Committee on Finance","member","majority",5
"B001135","Richard M. Burr","R","NC","B001135","Committee on Finance","member","minority",5
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Finance","member","majority",6
"P000449","Rob Portman","R","OH","P000449","Committee on Finance","member","minority",6
"B000944","Sherrod Brown","D","OH","B000944","Committee on Finance","member","majority",7
"T000461","Patrick J. Toomey","R","PA","T000461","Committee on Finance","member","minority",7
"B001267","Michael Bennet","D","CO","B001267","Committee on Finance","member","majority",8
"S001184","Tim Scott","R","SC","S001184","Committee on Finance","member","minority",8
"C001070","Bob Casey","D","PA","C001070","Committee on Finance","member","majority",9
"C001075","Bill Cassidy","R","LA","C001075","Committee on Finance","member","minority",9
"W000805","Mark Warner","D","VA","W000805","Committee on Finance","member","majority",10
"L000575","James Lankford","R","OK","L000575","Committee on Finance","member","minority",10
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on Finance","member","majority",11
"D000618","Steve Daines","R","MT","D000618","Committee on Finance","member","minority",11
"H001076","Margaret Hassan","D","NH","H001076","Committee on Finance","member","majority",12
"Y000064","Todd Young","R","IN","Y000064","Committee on Finance","member","minority",12
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Finance","member","majority",13
"S001197","Ben Sasse","R","NE","S001197","Committee on Finance","member","minority",13
"W000817","Elizabeth Warren","D","MA","W000817","Committee on Finance","member","majority",14
"B001261","John Barrasso","R","WY","B001261","Committee on Finance","member","minority",14
"M000639","Robert Menendez","D","NJ","M000639","Committee on Foreign Relations","Chairman","majority",1
"R000584","Jim Risch","R","ID","R000584","Committee on Foreign Relations","Ranking Member","minority",1
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Foreign Relations","member","majority",2
"R000595","Marco Rubio","R","FL","R000595","Committee on Foreign Relations","member","minority",2
"J000293","Ron Johnson","R","WI","J000293","Committee on Foreign Relations","member","minority",3
"S001181","Jeanne Shaheen","D","NH","S001181","Committee on Foreign Relations","member","majority",3
"R000615","Mitt Romney","R","UT","R000615","Committee on Foreign Relations","member","minority",4
"C001088","Christopher A. Coons","D","DE","C001088","Committee on Foreign Relations","member","majority",4
"P000449","Rob Portman","R","OH","P000449","Committee on Foreign Relations","member","minority",5
"M001169","Christopher S. Murphy","D","CT","M001169","Committee on Foreign Relations","member","majority",5
"P000603","Rand Paul","R","KY","P000603","Committee on Foreign Relations","member","minority",6
"K000384","Tim Kaine","D","VA","K000384","Committee on Foreign Relations","member","majority",6
"Y000064","Todd Young","R","IN","Y000064","Committee on Foreign Relations","member","minority",7
"M000133","Edward J. Markey","D","MA","M000133","Committee on Foreign Relations","member","majority",7
"B001261","John Barrasso","R","WY","B001261","Committee on Foreign Relations","member","minority",8
"M001176","Jeff Merkley","D","OR","M001176","Committee on Foreign Relations","member","majority",8
"C001098","Ted Cruz","R","TX","C001098","Committee on Foreign Relations","member","minority",9
"B001288","Cory Booker","D","NJ","B001288","Committee on Foreign Relations","member","majority",9
"R000605","Mike Rounds","R","SD","R000605","Committee on Foreign Relations","member","minority",10
"S001194","Brian Schatz","D","HI","S001194","Committee on Foreign Relations","member","majority",10
"H000601","Bill Hagerty","R","TN","H000601","Committee on Foreign Relations","member","minority",11
"V000128","Chris Van Hollen","D","MD","V000128","Committee on Foreign Relations","member","majority",11
"M001111","Patty Murray","D","WA","M001111","Committee on Health, Education, Labor, and Pensions","Chairman","majority",1
"B001135","Richard M. Burr","R","NC","B001135","Committee on Health, Education, Labor, and Pensions","Ranking Member","minority",1
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Health, Education, Labor, and Pensions","member","majority",2
"P000603","Rand Paul","R","KY","P000603","Committee on Health, Education, Labor, and Pensions","member","minority",2
"C001070","Bob Casey","D","PA","C001070","Committee on Health, Education, Labor, and Pensions","member","majority",3
"C001035","Susan Collins","R","ME","C001035","Committee on Health, Education, Labor, and Pensions","member","minority",3
"B001230","Tammy Baldwin","D","WI","B001230","Committee on Health, Education, Labor, and Pensions","member","majority",4
"C001075","Bill Cassidy","R","LA","C001075","Committee on Health, Education, Labor, and Pensions","member","minority",4
"M001169","Christopher S. Murphy","D","CT","M001169","Committee on Health, Education, Labor, and Pensions","member","majority",5
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Health, Education, Labor, and Pensions","member","minority",5
"K000384","Tim Kaine","D","VA","K000384","Committee on Health, Education, Labor, and Pensions","member","majority",6
"B001310","Mike Braun","R","IN","B001310","Committee on Health, Education, Labor, and Pensions","member","minority",6
"H001076","Margaret Hassan","D","NH","H001076","Committee on Health, Education, Labor, and Pensions","member","majority",7
"M001198","Roger Marshall","R","KS","M001198","Committee on Health, Education, Labor, and Pensions","member","minority",7
"S001203","Tina Smith","D","MN","S001203","Committee on Health, Education, Labor, and Pensions","member","majority",8
"S001184","Tim Scott","R","SC","S001184","Committee on Health, Education, Labor, and Pensions","member","minority",8
"R000608","Jacky Rosen","D","NV","R000608","Committee on Health, Education, Labor, and Pensions","member","majority",9
"R000615","Mitt Romney","R","UT","R000615","Committee on Health, Education, Labor, and Pensions","member","minority",9
"L000570","Ben Ray Luján","D","NM","L000570","Committee on Health, Education, Labor, and Pensions","member","majority",10
"T000278","Tommy Tuberville","R","AL","T000278","Committee on Health, Education, Labor, and Pensions","member","minority",10
"H000273","John Hickenlooper","D","CO","H000273","Committee on Health, Education, Labor, and Pensions","member","majority",11
"M000934","Jerry Moran","R","KS","M000934","Committee on Health, Education, Labor, and Pensions","member","minority",11
"P000595","Gary Peters","D","MI","P000595","Committee on Homeland Security and Governmental Affairs","Chairman","majority",1
"P000449","Rob Portman","R","OH","P000449","Committee on Homeland Security and Governmental Affairs","Ranking Member","minority",1
"C000174","Thomas R. Carper","D","DE","C000174","Committee on Homeland Security and Governmental Affairs","member","majority",2
"J000293","Ron Johnson","R","WI","J000293","Committee on Homeland Security and Governmental Affairs","member","minority",2
"H001076","Margaret Hassan","D","NH","H001076","Committee on Homeland Security and Governmental Affairs","member","majority",3
"P000603","Rand Paul","R","KY","P000603","Committee on Homeland Security and Governmental Affairs","member","minority",3
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Homeland Security and Governmental Affairs","member","majority",4
"L000575","James Lankford","R","OK","L000575","Committee on Homeland Security and Governmental Affairs","member","minority",4
"R000608","Jacky Rosen","D","NV","R000608","Committee on Homeland Security and Governmental Affairs","member","majority",5
"R000615","Mitt Romney","R","UT","R000615","Committee on Homeland Security and Governmental Affairs","member","minority",5
"P000145","Alex Padilla","D","CA","P000145","Committee on Homeland Security and Governmental Affairs","member","majority",6
"S001217","Rick Scott","R","FL","S001217","Committee on Homeland Security and Governmental Affairs","member","minority",6
"O000174","Jon Ossoff","D","GA","O000174","Committee on Homeland Security and Governmental Affairs","member","majority",7
"H001089","Joshua Hawley","R","MO","H001089","Committee on Homeland Security and Governmental Affairs","member","minority",7
"S001194","Brian Schatz","D","HI","S001194","Committee on Indian Affairs","Chairman","majority",1
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Indian Affairs","Vice Chairman","minority",1
"C000127","Maria Cantwell","D","WA","C000127","Committee on Indian Affairs","member","majority",2
"H001061","John Hoeven","R","ND","H001061","Committee on Indian Affairs","member","minority",2
"T000464","Jon Tester","D","MT","T000464","Committee on Indian Affairs","member","majority",3
"L000575","James Lankford","R","OK","L000575","Committee on Indian Affairs","member","minority",3
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Indian Affairs","member","majority",4
"D000618","Steve Daines","R","MT","D000618","Committee on Indian Affairs","member","minority",4
"S001203","Tina Smith","D","MN","S001203","Committee on Indian Affairs","member","majority",5
"R000605","Mike Rounds","R","SD","R000605","Committee on Indian Affairs","member","minority",5
"L000570","Ben Ray Luján","D","NM","L000570","Committee on Indian Affairs","member","majority",6
"M000934","Jerry Moran","R","KS","M000934","Committee on Indian Affairs","member","minority",6
"K000367","Amy Klobuchar","D","MN","K000367","Committee on Rules and Administration","Chairman","majority",1
"B000575","Roy Blunt","R","MO","B000575","Committee on Rules and Administration","Ranking Member","minority",1
"F000062","Dianne Feinstein","D","CA","F000062","Committee on Rules and Administration","member","majority",2
"M000355","Mitch McConnell","R","KY","M000355","Committee on Rules and Administration","member","minority",2
"S000148","Charles E. Schumer","D","NY","S000148","Committee on Rules and Administration","member","majority",3
"S000320","Richard C. Shelby","R","AL","S000320","Committee on Rules and Administration","member","minority",3
"W000805","Mark Warner","D","VA","W000805","Committee on Rules and Administration","member","majority",4
"C001098","Ted Cruz","R","TX","C001098","Committee on Rules and Administration","member","minority",4
"L000174","Patrick J. Leahy","D","VT","L000174","Committee on Rules and Administration","member","majority",5
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Rules and Administration","member","minority",5
"K000383","Angus King","ID","ME","K000383","Committee on Rules and Administration","member","majority",6
"W000437","Roger Wicker","R","MS","W000437","Committee on Rules and Administration","member","minority",6
"M001176","Jeff Merkley","D","OR","M001176","Committee on Rules and Administration","member","majority",7
"F000463","Deb Fischer","R","NE","F000463","Committee on Rules and Administration","member","minority",7
"P000145","Alex Padilla","D","CA","P000145","Committee on Rules and Administration","member","majority",8
"H001079","Cindy Hyde-Smith","R","MS","H001079","Committee on Rules and Administration","member","minority",8
"O000174","Jon Ossoff","D","GA","O000174","Committee on Rules and Administration","member","majority",9
"H000601","Bill Hagerty","R","TN","H000601","Committee on Rules and Administration","member","minority",9
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Small Business and Entrepreneurship","Chairman","majority",1
"P000603","Rand Paul","R","KY","P000603","Committee on Small Business and Entrepreneurship","Ranking Member","minority",1
"C000127","Maria Cantwell","D","WA","C000127","Committee on Small Business and Entrepreneurship","member","majority",2
"R000595","Marco Rubio","R","FL","R000595","Committee on Small Business and Entrepreneurship","member","minority",2
"S001181","Jeanne Shaheen","D","NH","S001181","Committee on Small Business and Entrepreneurship","member","majority",3
"R000584","Jim Risch","R","ID","R000584","Committee on Small Business and Entrepreneurship","member","minority",3
"M000133","Edward J. Markey","D","MA","M000133","Committee on Small Business and Entrepreneurship","member","majority",4
"S001184","Tim Scott","R","SC","S001184","Committee on Small Business and Entrepreneurship","member","minority",4
"B001288","Cory Booker","D","NJ","B001288","Committee on Small Business and Entrepreneurship","member","majority",5
"E000295","Joni Ernst","R","IA","E000295","Committee on Small Business and Entrepreneurship","member","minority",5
"C001088","Christopher A. Coons","D","DE","C001088","Committee on Small Business and Entrepreneurship","member","majority",6
"I000024","James M. Inhofe","R","OK","I000024","Committee on Small Business and Entrepreneurship","member","minority",6
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Small Business and Entrepreneurship","member","majority",7
"Y000064","Todd Young","R","IN","Y000064","Committee on Small Business and Entrepreneurship","member","minority",7
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Small Business and Entrepreneurship","member","majority",8
"K000393","John Kennedy","R","LA","K000393","Committee on Small Business and Entrepreneurship","member","minority",8
"R000608","Jacky Rosen","D","NV","R000608","Committee on Small Business and Entrepreneurship","member","majority",9
"H001089","Joshua Hawley","R","MO","H001089","Committee on Small Business and Entrepreneurship","member","minority",9
"H000273","John Hickenlooper","D","CO","H000273","Committee on Small Business and Entrepreneurship","member","majority",10
"M001198","Roger Marshall","R","KS","M001198","Committee on Small Business and Entrepreneurship","member","minority",10
"S000033","Bernard Sanders","ID","VT","S000033","Committee on the Budget","Chairman","majority",1
"G000359","Lindsey Graham","R","SC","G000359","Committee on the Budget","Ranking Member","minority",1
"M001111","Patty Murray","D","WA","M001111","Committee on the Budget","member","majority",2
