symbol,percentage,number_of_dates
TIN,-1,0
TKA,-1,0
TKG,-1,0
TMW,-1,0
TNH,-1,0
TNM,-1,0
TNP,-1,0
TOS,-1,0
TOW,-1,0
TQW,-1,0
TR1,-1,0
TS3,-1,0
TSB,-1,0
TTA,-1,0
TTS,-1,0
TV6,-1,0
TVM,-1,0
TVW,-1,0
UDL,-1,0
UEM,-1,0
UMC,-1,0
USC,-1,0
VAB,-1,0
VBG,-1,0
VCE,-1,0
VCT,-1,0
VDB,-1,0
VE8,-1,0
VES,-1,0
VFS,-1,0
VGL,-1,0
VHH,-1,0
VIW,-1,0
VKP,-1,0
VLP,-1,0
VMA,-1,0
VPA,-1,0
VPR,-1,0
VPW,-1,0
VTH,-1,0
VTI,-1,0
VTM,-1,0
VTQ,-1,0
VTS,-1,0
VTZ,-1,0
VUA,-1,0
VVS,-1,0
VW3,-1,0
VXP,-1,0
VXT,-1,0
X77,-1,0
XLV,-1,0
XMD,-1,0
XMP,-1,0
YBC,-1,0
AMP,0.0,1
APT,0.0,1
AVF,0.0,12
B82,0.0,1
BDW,0.0,2
BLN,0.0,1
BMV,0.0,1
BRS,0.0,1
BSG,0.0,1
BSH,0.0,1
BWA,0.0,1
C92,0.0,1
CCT,0.0,1
CDG,0.0,1
CH5,0.0,1
CHC,0.0,1
CID,0.0,1
CLM,0.0,2
CMD,0.0,1
CTW,0.0,1
DNT,0.0,1
DSV,0.0,1
DTB,0.0,1
DTK,0.0,4
DVW,0.0,1
DWS,0.0,2
DXL,0.0,1
ECI,0.0,1
EME,0.0,2
EPC,0.0,1
FHN,0.0,1
GLW,0.0,1
GTD,0.0,1
H11,0.0,1
HAN,0.0,1
HDW,0.0,3
HGM,0.0,2
HGW,0.0,1
HHR,0.0,1
HLT,0.0,1
HMG,0.0,1
HRB,0.0,1
HTR,0.0,1
IPA,0.0,1
IST,0.0,2
KLM,0.0,2
KMT,0.0,1
L43,0.0,1
LBE,0.0,1
LG9,0.0,1
LIC,0.0,1
LM3,0.0,3
LWS,0.0,2
MIC,0.0,9
MIM,0.0,1
MKV,0.0,1
MND,0.0,1
MPY,0.0,1
NOS,0.0,1
NTF,0.0,1
PCF,0.0,1
PHH,0.0,1
PHN,0.0,1
PMB,0.0,1
PND,0.0,1
PPE,0.0,1
PTX,0.0,1
QCC,0.0,1
QNU,0.0,1
S27,0.0,1
SBM,0.0,1
SCO,0.0,1
SDB,0.0,1
SPD,0.0,1
SSF,0.0,1
STT,0.0,1
TAG,0.0,1
TCI,0.0,2
TLI,0.0,1
TMC,0.0,1
TRS,0.0,3
TRT,0.0,2
TSG,0.0,1
TSJ,0.0,1
TTL,0.0,1
TVG,0.0,1
UCT,0.0,1
UPC,0.0,1
V15,0.0,12
VAT,0.0,13
VBH,0.0,1
VE2,0.0,1
VHF,0.0,1
VIR,0.0,2
VLF,0.0,1
VLW,0.0,1
VVN,0.0,1
VXB,0.0,1
HJC,0.17,16
TSD,0.2,6
BTU,0.48,2
HPM,0.54,11
BOT,0.61,59
VTG,0.61,2
VCC,0.79,41
XDH,0.84,2
TIE,0.87,4
MVC,0.97,2
HEC,1.07,9
NBE,1.07,22
DID,1.1,2
DL1,1.2,3
VSE,1.37,4
TVA,1.55,3
CBI,1.56,3
MTV,1.61,8
HNI,1.65,11
LMI,1.85,15
TLD,1.96,59
SGH,1.98,5
HPD,2.18,15
TQN,2.29,3
IBC,2.48,59
DCF,2.53,6
QLT,2.62,2
GND,2.68,48
DDG,2.69,59
ACC,2.7,45
CT6,2.7,3
CX8,2.74,3
GMX,2.86,3
GKM,2.87,59
CAP,2.9,56
DTI,3.0,4
VPI,3.02,59
ADG,3.09,59
BDB,3.22,2
HPX,3.25,59
DNP,3.3,58
PTI,3.34,38
ICC,3.37,28
NAP,3.48,3
VPG,3.64,59
AGM,3.72,57
DNE,3.73,14
BAB,3.74,59
TVT,3.81,48
VLA,3.81,4
VCG,3.85,59
NTH,3.86,32
ADP,3.93,18
CAV,3.98,43
QHD,3.99,29
KOS,4.07,59
SMN,4.17,16
SSM,4.17,2
SVC,4.21,57
VSG,4.29,5
ARM,4.3,2
VNI,4.35,3
TN1,4.36,59
TLT,4.38,16
PEN,4.44,2
BIC,4.47,59
YTC,4.51,4
PV2,4.52,26
AMC,4.56,12
HES,4.58,3
PPY,4.58,2
NQB,4.67,2
SDC,4.68,2
VBB,4.7,57
CJC,4.76,2
DHN,4.77,7
PCT,4.79,2
NHC,4.8,13
SDU,4.81,7
TBX,4.86,2
RTB,4.92,3
OPC,4.96,54
AME,5.0,18
GGG,5.0,4
HDO,5.0,10
LCS,5.0,5
PVY,5.0,11
HHP,5.06,59
CBS,5.07,4
PJC,5.09,6
NVL,5.1,59
TTD,5.1,33
MCC,5.13,6
DC4,5.14,22
LAF,5.15,36
HMH,5.18,28
HEV,5.25,10
SBD,5.3,15
VDP,5.3,44
HNB,5.33,3
STL,5.37,4
TL4,5.37,29
THT,5.39,57
TDB,5.44,15
GLT,5.51,16
HLD,5.55,59
CMC,5.58,5
NUE,5.6,33
BBS,5.71,7
SHP,5.71,43
TPP,5.71,17
V12,5.74,4
DRL,5.81,52
BSA,5.82,50
DHM,5.83,29
HVT,5.85,14
TMG,5.87,6
KHS,5.92,40
PMT,5.92,13
QST,5.92,5
GHC,5.93,45
VC3,5.93,59
RGC,5.95,4
ONW,6.0,6
PIV,6.0,11
S4A,6.03,48
LMC,6.14,4
MSR,6.14,59
SGS,6.17,2
VCP,6.23,36
DDM,6.25,2
LTC,6.25,2
DPH,6.27,11
HPH,6.33,12
GER,6.39,2
WTC,6.4,2
DDV,6.42,29
HTP,6.44,9
EPH,6.45,11
PHC,6.52,59
DNA,6.54,2
VNE,6.57,58
BCE,6.58,59
LIX,6.58,59
RCL,6.61,31
MSN,6.66,59
DLR,6.67,2
BCP,6.69,9
PXL,6.7,59
FIR,6.71,59
PDR,6.72,59
PTE,6.73,2
WCS,6.78,56
LHC,6.81,36
KHW,6.82,2
ACE,6.85,10
LEC,6.87,53
AVC,6.89,10
BED,6.92,4
TVN,6.96,45
VFG,6.96,48
PHP,6.98,54
CLL,7.11,29
TDN,7.13,56
VNY,7.14,2
CTF,7.16,58
PLC,7.16,58
NTP,7.17,59
HTC,7.18,12
HSM,7.19,2
DHD,7.2,23
NBB,7.2,58
CDN,7.21,39
VCF,7.21,47
HTE,7.28,26
BMD,7.31,2
PCN,7.33,3
VTL,7.33,4
CSM,7.34,59
TNI,7.34,59
AGG,7.37,54
KHA,7.38,14
DAH,7.41,59
CSI,7.44,7
VE1,7.47,13
CMF,7.48,2
THG,7.5,59
THI,7.6,40
TTN,7.63,59
LBM,7.65,56
DPM,7.67,59
ABT,7.69,44
BWS,7.73,52
TTC,7.73,28
SEP,7.75,4
VLG,7.78,17
PGV,7.86,39
BMG,7.9,4
SBH,7.99,20
SJD,7.99,58
HTV,8.04,46
TA9,8.08,34
CNC,8.09,34
CTB,8.13,24
PVR,8.13,7
SHI,8.16,59
HAV,8.18,3
THP,8.18,10
DPR,8.2,58
HBH,8.26,6
BBT,8.27,45
HRC,8.33,31
TBC,8.35,40
SAF,8.36,14
VFR,8.41,3
SHE,8.45,53
STG,8.47,36
APF,8.48,29
KSD,8.51,6
WSB,8.52,57
SHN,8.53,58
BRR,8.54,10
TDG,8.57,59
UDJ,8.58,53
NAF,8.59,59
VSM,8.59,8
DHT,8.61,59
BLI,8.63,49
ISH,8.65,41
CKG,8.66,5
BRC,8.68,21
LCM,8.7,59
KHP,8.71,45
VCA,8.75,48
GTS,8.78,6
SZE,8.79,55
HNG,8.8,59
SKV,8.82,42
TPH,8.87,5
VIX,8.94,59
NGC,8.96,6
VC6,8.97,26
SVN,9.0,27
SVT,9.06,17
SC5,9.11,46
DBD,9.14,59
QHW,9.16,4
TVD,9.17,37
APP,9.21,6
GSP,9.22,48
EVG,9.23,59
SEA,9.23,33
TVS,9.23,53
HLC,9.24,15
SD1,9.29,3
NBC,9.3,57
VGS,9.3,58
PTS,9.34,31
SMB,9.36,58
PVL,9.37,55
SNZ,9.4,57
TXM,9.4,47
L45,9.41,7
HQC,9.42,59
NAS,9.43,21
DDN,9.45,24
SED,9.45,48
PDN,9.46,54
TDS,9.47,18
TCJ,9.5,4
VCW,9.5,19
CTI,9.51,59
M10,9.51,21
ND2,9.53,25
QTC,9.56,18
SBV,9.56,58
HBS,9.58,50
POT,9.59,25
DCM,9.64,59
IDC,9.64,57
MQN,9.64,58
GTH,9.67,4
HPW,9.67,3
HTI,9.7,50
AFX,9.72,58
SVI,9.76,41
TMP,9.77,48
BBM,9.79,3
CKA,9.79,18
VLB,9.79,43
DBM,9.82,10
TW3,9.82,3
DC2,9.84,34
VNF,9.85,6
BTT,9.88,22
ILB,9.88,49
ICT,9.9,46
VLC,9.9,50
DTG,9.91,16
VSN,9.93,41
UIC,9.94,55
CHP,9.96,52
CET,10.0,35
CPI,10.0,8
ISG,10.0,3
PVV,10.0,57
CTT,10.01,37
PCM,10.03,3
VSA,10.06,22
DTV,10.08,7
CAT,10.1,33
LKW,10.1,19
TMS,10.14,52
SKH,10.16,55
EBS,10.22,38
PEC,10.22,4
NS2,10.23,22
PIA,10.24,35
BTN,10.26,10
HAS,10.27,40
VDS,10.28,31
NDT,10.3,33
FOX,10.34,47
SDT,10.34,55
TIX,10.35,34
ALT,10.37,10
SJ1,10.39,13
SBA,10.4,53
FIC,10.43,5
SMC,10.43,53
PTH,10.44,7
SGC,10.46,7
NED,10.48,22
VOC,10.49,55
ITQ,10.5,58
NVB,10.5,59
QTP,10.5,57
HPI,10.52,46
DCR,10.53,7
DTC,10.53,9
PXT,10.53,52
CLX,10.54,43
NAG,10.57,56
FCM,10.58,53
ADS,10.63,53
ALV,10.67,12
DHA,10.67,56
DPP,10.68,7
PBP,10.71,40
PPH,10.74,39
MCP,10.79,47
DXV,10.8,36
VTD,10.8,59
TMX,10.81,19
FID,10.83,41
SHA,10.85,49
MDC,10.86,4
LGC,10.87,31
NTW,10.87,18
VSI,10.88,50
DTD,10.89,59
SD4,10.89,27
DTT,10.91,20
NTT,10.91,4
PSB,10.91,32
GTA,10.92,40
RCD,10.92,51
DP3,10.93,45
EID,10.96,44
PTP,10.96,16
HU4,10.97,38
ILC,11.0,19
VMD,11.01,40
POM,11.02,56
QPH,11.04,7
VC9,11.04,4
SPV,11.05,16
DQC,11.09,59
BCF,11.15,4
VGP,11.15,16
BAX,11.17,50
BFC,11.2,58
HAP,11.2,58
SSC,11.2,45
VNL,11.2,44
HTT,11.21,57
NST,11.21,5
AMS,11.26,59
VFC,11.27,16
C32,11.32,58
PSI,11.36,27
PMJ,11.38,25
TPC,11.38,37
RDP,11.39,46
DP2,11.4,3
HHC,11.4,7
HUG,11.44,25
SDD,11.47,12
VIT,11.49,46
PPS,11.59,34
UPH,11.61,3
BSI,11.63,58
HAC,11.64,49
SNC,11.64,14
EIC,11.72,3
MCF,11.72,31
NNC,11.72,56
SLS,11.74,58
TC6,11.76,42
VID,11.76,39
SGR,11.77,38
HKT,11.79,38
AAM,11.81,47
NSL,11.81,5
TCL,11.82,58
SD5,11.86,43
HU1,11.9,33
KLF,11.9,59
VTV,11.9,30
HND,11.91,59
NSC,11.91,58
SAC,11.93,16
HUB,11.94,46
RAL,11.94,56
FOC,11.98,43
VNR,11.98,27
NDN,11.99,59
MTG,12.0,4
HSA,12.01,8
PJS,12.04,21
DPC,12.06,32
LAS,12.09,58
PSP,12.2,38
SKN,12.21,13
DCT,12.22,11
DNH,12.24,7
BPC,12.25,9
PET,12.25,58
PVP,12.25,59
FT1,12.26,4
HMC,12.26,53
L10,12.27,36
LUT,12.27,28
NDP,12.27,6
SMA,12.31,34
HCB,12.32,19
MAC,12.33,34
MRF,12.38,12
SAM,12.38,59
SEB,12.39,29
COM,12.47,41
CPC,12.48,41
TVB,12.49,59
VGV,12.49,18
ATG,12.5,59
CTC,12.5,15
CYC,12.5,3
KST,12.5,16
S96,12.5,11
SBS,12.5,59
SDN,12.54,9
TST,12.55,42
VPD,12.55,53
ICG,12.59,32
STW,12.62,3
CSV,12.63,59
HU3,12.63,43
DVN,12.64,59
PGT,12.64,10
TVP,12.64,11
VC2,12.66,8
VE9,12.67,54
UNI,12.68,39
DLT,12.7,3
HWS,12.7,23
HJS,12.72,28
NDX,12.73,48
HAM,12.76,7
GDW,12.77,9
OCH,12.77,5
TA6,12.77,20
STP,12.79,28
SJE,12.8,36
BTP,12.81,58
PCE,12.81,11
TDW,12.82,27
VDN,12.82,18
MPC,12.83,59
VTA,12.83,15
MFS,12.84,59
PVI,12.84,59
ANT,12.88,34
DS3,12.89,59
SID,12.91,31
PJT,12.98,48
S99,12.98,41
TMB,12.98,16
EMS,12.99,30
MTA,13.0,29
LIG,13.01,59
MDG,13.02,31
PSL,13.02,43
BTS,13.03,40
CRC,13.03,59
EVS,13.03,59
SSG,13.04,3
VE3,13.06,17
HSI,13.08,16
PDB,13.12,28
AGX,13.13,3
PGC,13.13,56
DAE,13.14,28
VAV,13.14,38
VBC,13.16,42
PIC,13.19,40
OIL,13.22,59
TNC,13.23,39
NT2,13.24,59
TAR,13.24,59
MCG,13.27,58
VDL,13.28,7
HEM,13.29,22
RCC,13.3,9
ACL,13.31,59
DST,13.33,59
HLA,13.33,12
VC5,13.33,4
EMC,13.35,12
SRF,13.35,54
MIG,13.36,49
PVM,13.37,14
PGI,13.38,44
VMS,13.38,18
REE,13.41,59
ABI,13.42,55
PNC,13.43,41
EIB,13.44,59
NBP,13.44,12
PNG,13.44,12
CCR,13.45,13
VPH,13.45,56
CNG,13.47,57
BTD,13.51,45
HCD,13.55,59
NTC,13.59,59
INC,13.61,8
TCD,13.62,44
APS,13.68,52
LLM,13.72,19
HAI,13.73,59
ABC,13.75,58
KLB,13.75,30
WSS,13.75,37
CLG,13.78,59
DBT,13.78,33
VKC,13.87,58
NSG,13.88,5
PTL,13.88,57
BEL,13.89,39
BSL,13.89,28
TPS,13.89,5
ONE,13.91,43
VIF,13.91,40
SII,13.94,32
HLB,13.95,7
PRT,13.96,6
TNT,13.97,59
SFC,13.99,38
DCS,14.0,12
HAF,14.01,13
TUG,14.01,9
TMT,14.03,48
CI5,14.04,35
HPB,14.07,12
SPB,14.07,3
TSC,14.07,59
HMS,14.1,33
TCW,14.14,57
BDG,14.15,43
GIL,14.15,58
SJS,14.16,59
TV3,14.16,31
VRG,14.19,59
KGM,14.22,3
VIH,14.28,2
CTP,14.29,55
HVA,14.29,2
BKC,14.35,17
DAD,14.35,26
TRA,14.35,56
HFB,14.38,11
KCE,14.39,12
TKC,14.39,55
CKV,14.43,41
ILS,14.44,58
DIG,14.46,59
QSP,14.48,13
VNT,14.51,15
YBM,14.53,53
L18,14.55,17
S55,14.6,47
DHG,14.63,59
TS4,14.67,55
SDK,14.72,24
LDP,14.78,15
VTR,14.79,59
QCG,14.8,58
S74,14.8,31
DHC,14.82,59
FTS,14.89,59
VDT,14.91,10
NLS,14.94,27
GCB,14.96,8
MCO,15.0,45
PVH,15.0,11
TGP,15.0,3
PGN,15.03,55
TVH,15.04,8
SP2,15.05,4
HTN,15.09,59
VIE,15.11,5
HAD,15.12,58
SWC,15.14,56
POV,15.17,9
CLW,15.18,21
BSP,15.21,46
DAG,15.21,59
VC1,15.21,12
ITD,15.26,53
NNT,15.27,7
BVS,15.29,59
LGM,15.29,7
SAS,15.3,57
VET,15.31,13
HD8,15.32,19
HTL,15.33,53
TJC,15.33,13
HCC,15.39,51
SPM,15.44,50
VQC,15.44,2
CIG,15.52,48
D11,15.53,50
VND,15.54,59
SBL,15.56,22
LPB,15.58,59
SIC,15.58,10
HDA,15.59,59
TCO,15.63,37
TKU,15.63,24
GEG,15.66,59
KHD,15.68,57
STK,15.73,59
IVS,15.77,56
IFS,15.78,29
VMC,15.78,58
BSQ,15.81,21
CMS,15.81,33
HKP,15.83,20
TLP,15.85,25
APG,15.86,59
SMT,15.86,26
VSH,15.86,55
MCH,15.88,59
SD2,15.88,50
HD2,15.89,13
SIP,15.9,59
DVC,15.91,8
PBT,15.91,4
PSE,15.94,20
KPF,15.97,26
LHG,15.98,59
PDV,15.98,18
VMG,16.0,31
HCT,16.01,6
PHR,16.02,59
VHD,16.02,53
ICN,16.04,30
DSC,16.07,29
VNP,16.08,42
ITS,16.09,46
SFI,16.11,58
MLS,16.12,14
DOP,16.15,6
SFG,16.16,58
SPC,16.16,20
VIP,16.17,56
L63,16.2,5
SD6,16.21,54
SGP,16.22,59
AGP,16.24,14
LSS,16.29,58
HHS,16.3,59
BLT,16.33,12
MNB,16.33,4
DCL,16.34,59
HU6,16.34,27
SRC,16.34,56
LM8,16.35,40
HC3,16.36,15
SGD,16.37,15
AGF,16.38,26
PVO,16.39,45
DSN,16.42,59
MED,16.42,10
L12,16.43,10
VOS,16.48,58
C12,16.5,32
DBC,16.53,59
TTP,16.56,22
PMW,16.59,6
ITC,16.6,52
DFC,16.63,14
INN,16.63,56
MH3,16.66,53
CC1,16.67,12
CTA,16.67,2
DNL,16.67,11
G20,16.67,12
PSG,16.67,11
PXM,16.67,6
S12,16.67,6
CHS,16.72,18
DGC,16.75,59
ART,16.76,59
HII,16.78,57
TTE,16.78,22
VC7,16.79,23
TFC,16.87,28
PTC,16.88,30
BLF,16.92,12
VGR,16.92,15
BTH,16.95,4
VCS,16.95,59
CMI,16.96,10
GSM,16.97,14
ILA,16.97,58
PAN,16.97,59
CCI,16.99,48
CLH,16.99,17
NHH,17.0,59
PVG,17.01,55
SJM,17.06,27
SCD,17.08,51
TIP,17.11,59
PSD,17.12,41
HNF,17.13,47
VST,17.14,6
KMR,17.2,58
PPC,17.2,59
VSC,17.22,59
BDT,17.23,53
PRO,17.24,23
TV1,17.25,11
BMP,17.26,59
ST8,17.29,39
DVP,17.33,59
MEC,17.33,41
CII,17.41,59
YEG,17.41,58
PDC,17.44,8
VPS,17.44,40
SZB,17.46,42
CAN,17.47,32
SDV,17.47,49
ATB,17.5,49
ITA,17.5,59
CTD,17.53,59
TNB,17.57,42
HOT,17.6,14
CCM,17.62,16
BBC,17.63,52
VNS,17.63,59
VRC,17.63,59
MVB,17.66,18
AAA,17.67,59
AMD,17.69,59
DZM,17.69,30
USD,17.7,7
ADC,17.72,21
PNP,17.72,6
TTG,17.73,4
CDC,17.79,44
IDV,17.85,57
GMD,17.86,59
KDC,17.89,59
KTL,17.92,20
TPB,17.92,59
CGV,17.94,7
FRM,17.94,15
C22,17.95,6
TV4,17.95,54
LO5,18.0,27
RIC,18.0,40
HDP,18.03,12
TEL,18.07,17
VTO,18.07,58
IMP,18.1,59
MHC,18.1,57
HAX,18.12,59
TAW,18.12,7
DXP,18.13,39
NBW,18.16,16
HAT,18.18,40
TID,18.18,47
NNG,18.19,53
HVX,18.23,27
SZC,18.23,59
BT1,18.3,11
HAH,18.3,59
DIH,18.32,37
HRT,18.33,26
DSP,18.37,50
CKD,18.38,12
HPP,18.4,20
VSF,18.44,34
DPG,18.48,59
SHS,18.49,59
TNA,18.49,59
HOM,18.5,49
L61,18.51,10
NRC,18.53,59
BGW,18.56,9
VNM,18.6,59
BHA,18.63,6
TNW,18.63,26
PXA,18.64,12
CMX,18.67,59
C47,18.71,58
HDM,18.72,41
TRC,18.76,53
PMP,18.83,16
QNC,18.86,38
THB,18.88,45
HNA,18.89,20
VE4,18.89,11
BTV,18.97,13
SRA,18.97,59
KIP,18.98,18
VEC,18.98,55
SPI,19.0,59
TNS,19.0,13
NAW,19.02,8
HPT,19.03,7
C21,19.07,15
SCL,19.08,22
VIM,19.13,39
CT3,19.15,17
ASP,19.17,58
SRB,19.17,44
KSQ,19.33,46
DTA,19.34,55
PPP,19.34,39
TYA,19.34,58
CNT,19.37,12
VGI,19.37,59
VJC,19.37,59
QNS,19.39,59
TCT,19.39,51
NET,19.4,35
HEJ,19.53,37
TDC,19.53,58
SAV,19.56,55
BWE,19.64,59
PMS,19.65,38
GDT,19.67,59
KTS,19.67,45
VNB,19.69,18
TTZ,19.7,59
PTT,19.74,6
DLG,19.75,59
BCC,19.77,59
IN4,19.78,7
PSC,19.79,30
HID,19.8,59
VWS,19.81,22
CVT,19.82,59
SIV,19.86,19
CDP,19.9,46
SCS,19.9,59
BMS,19.94,31
D2D,19.96,59
TTT,19.98,30
ASA,20.0,11
ATA,20.0,11
BVG,20.0,45
DPS,20.0,12
TCR,20.0,46
V11,20.0,7
KDH,20.07,59
DP1,20.12,16
TLH,20.15,59
SIG,20.18,15
DAT,20.19,14
PWA,20.2,59
SSN,20.23,59
XHC,20.25,13
SCI,20.26,59
HNP,20.27,7
GVR,20.3,53
PXI,20.33,55
KSB,20.34,59
CSC,20.35,59
DNC,20.35,22
SRT,20.38,26
SZL,20.38,59
SCC,20.43,24
STC,20.44,50
ABS,20.52,10
BHK,20.56,45
CLC,20.62,58
BKH,20.68,9
BXH,20.69,22
PCC,20.7,29
DRH,20.72,59
ACB,20.76,59
VNC,20.79,26
CMT,20.8,56
X26,20.81,32
VCX,20.83,19
NCS,20.85,56
LMH,20.91,59
NCT,20.92,57
VGC,20.92,59
EVE,20.94,55
PNT,20.98,2
SD9,20.98,51
SFN,20.98,9
VHG,21.0,59
BST,21.05,7
A32,21.1,21
GEX,21.11,59
PFL,21.11,59
SGN,21.12,57
FPT,21.15,59
CVN,21.18,50
HAG,21.2,59
VTB,21.22,55
BVN,21.23,12
MBS,21.24,59
TOT,21.47,17
CCP,21.56,8
UDC,21.59,56
IHK,21.6,14
SHC,21.62,27
EVF,21.65,59
SGO,21.67,12
HHV,21.72,21
TDT,21.76,59
KDM,21.79,38
SJF,21.86,59
TBD,21.87,33
CTS,21.93,59
FCN,21.95,59
VIB,21.95,59
X20,21.95,9
TDP,22.0,28
NQN,22.02,26
BMC,22.07,59
VCR,22.11,59
HDC,22.16,59
DAS,22.18,34
PIT,22.34,47
PAC,22.37,58
E29,22.44,27
HKB,22.5,59
PVX,22.5,59
VPC,22.5,27
DND,22.51,9
POS,22.57,29
CTX,22.6,46
DGW,22.66,59
KBC,22.68,59
MTH,22.71,10
CDO,22.73,59
CMN,22.74,15
BHN,22.77,56
ACV,22.78,59
VTJ,22.78,14
VTP,22.78,59
VGG,22.79,57
NLG,22.84,59
MKP,22.86,22
HTG,22.89,45
SAP,22.89,12
SDA,22.89,32
SD7,22.93,19
FDC,23.02,43
VPB,23.06,59
CEO,23.09,59
EIN,23.14,38
NHT,23.14,35
NSH,23.16,59
APC,23.22,57
PLX,23.24,59
GTT,23.33,12
NDF,23.33,12
POW,23.35,59
QBS,23.39,59
XPH,23.39,48
BTW,23.41,11
NTL,23.41,59
TLG,23.49,59
VNX,23.51,23
HFC,23.53,17
HPG,23.56,59
PMC,23.64,45
DNW,23.68,43
MAS,23.69,38
SGT,23.72,53
CIA,23.74,57
L14,23.74,59
SD3,23.75,29
VGT,23.76,59
SCR,23.78,59
TDM,23.78,59
HAR,23.8,59
BAL,23.88,24
CTG,23.88,59
CMG,23.92,59
HIG,23.98,36
PEQ,23.98,6
PVA,24.0,12
BHP,24.06,13
C69,24.08,59
TVC,24.21,59
HVN,24.23,59
CMV,24.25,27
L35,24.29,33
SJC,24.29,11
VTK,24.3,57
HT1,24.41,57
LM7,24.41,31
DGT,24.42,7
CNN,24.43,10
TTF,24.49,59
