symbol,percentage,number_of_dates
VLP,-1,0
VMA,-1,0
VPW,-1,0
VTI,-1,0
VTM,-1,0
VTZ,-1,0
VUA,-1,0
VVS,-1,0
X77,-1,0
XDH,-1,0
XMD,-1,0
XMP,-1,0
APT,0.0,2
BNW,0.0,1
BSD,0.0,2
DCG,0.0,1
DLD,0.0,2
DLT,0.0,1
DNA,0.0,13
DNT,0.0,2
DOC,0.0,1
FCS,0.0,1
FGL,0.0,1
FHN,0.0,1
GLW,0.0,2
HCI,0.0,1
HRB,0.0,2
KCE,0.0,1
MGC,0.0,1
MND,0.0,2
MPY,0.0,2
NAC,0.0,1
NHP,0.0,1
NHV,0.0,1
NTF,0.0,1
PLE,0.0,1
PMJ,0.0,12
QNU,0.0,1
SAP,0.0,3
SBM,0.0,5
TAW,0.0,1
TBT,0.0,1
TCJ,0.0,3
TMW,0.0,1
TPS,0.0,1
TVG,0.0,1
TW3,0.0,1
UCT,0.0,1
VBG,0.0,1
VPR,0.0,1
VTG,0.0,3
TSB,0.12,8
TRT,0.33,17
MTS,0.67,6
CJC,0.77,3
NBE,0.77,60
TA3,0.82,3
TDB,1.07,18
GAB,1.08,62
SPH,1.3,2
SBA,1.47,61
AMP,1.72,2
CHP,1.72,62
CBS,1.77,10
S4A,1.85,45
TV4,1.87,61
CTB,1.88,29
SJD,2.05,62
CMW,2.11,3
NCT,2.24,62
GHC,2.32,62
SZB,2.36,62
DHG,2.38,62
LIX,2.46,62
XHC,2.47,24
VXT,2.68,2
ICN,2.71,47
EID,2.84,62
EBS,2.86,43
DBD,2.87,62
HCC,2.87,58
PHH,2.89,10
DHM,2.91,62
WSB,2.93,62
BSA,2.94,57
ATS,2.98,3
MVC,3.15,45
VTK,3.16,62
VCF,3.17,39
AFX,3.18,62
THG,3.2,62
DHT,3.25,62
KTL,3.27,6
VPD,3.27,61
CCV,3.35,3
DRL,3.38,56
SZL,3.47,62
VCG,3.51,62
NBT,3.58,53
SED,3.6,62
TPH,3.66,19
STP,3.71,60
BTU,3.72,11
VIF,3.72,56
DNW,3.73,62
DAD,3.79,51
HDM,3.81,29
PWS,3.82,11
SDV,3.88,24
HWS,3.89,27
AGX,3.93,35
BMP,3.99,62
VCA,3.99,62
SKH,4.0,56
CDN,4.02,62
LBC,4.03,5
CAP,4.05,62
IMP,4.05,62
TDP,4.05,62
VTB,4.06,62
SZE,4.09,62
SCS,4.12,62
TYA,4.14,62
VPI,4.16,62
TTA,4.21,62
PGV,4.23,62
HU1,4.25,60
BHA,4.27,54
PGI,4.31,50
CTX,4.33,51
PJT,4.35,55
DHP,4.38,41
MWG,4.4,62
PVY,4.4,12
CLL,4.41,60
QTC,4.43,50
TV1,4.48,12
DVP,4.5,62
TLP,4.53,53
BDG,4.54,59
SRF,4.56,60
TA9,4.57,62
TRA,4.59,62
SAM,4.64,62
VXP,4.67,5
C32,4.69,62
ICC,4.69,13
THD,4.69,62
POT,4.7,54
SGN,4.71,62
CHS,4.72,52
DHA,4.77,62
CMG,4.8,62
CPA,4.81,3
GSP,4.84,62
SEA,4.84,61
MDG,4.88,39
HTV,4.91,56
NDX,4.91,62
QNS,4.94,62
PMC,4.95,57
HNA,4.96,48
VLB,4.97,62
ITD,4.98,62
TCH,4.98,62
BTD,4.99,59
CTF,5.01,62
HAT,5.01,47
FOC,5.02,62
S55,5.03,53
PTS,5.04,61
GKM,5.05,62
BEL,5.06,7
MKV,5.09,9
PRE,5.09,62
CPI,5.13,12
SMB,5.14,62
CLH,5.15,62
PGD,5.15,55
CCI,5.18,61
VNS,5.19,59
DTT,5.21,17
HHS,5.21,62
KHP,5.22,62
NTH,5.23,35
TBC,5.24,61
PSL,5.26,62
FCM,5.28,62
THI,5.28,47
BTW,5.29,6
BCF,5.32,48
HD2,5.33,61
HJS,5.33,26
ISH,5.33,40
DSV,5.34,3
CLC,5.35,62
BBC,5.36,43
DP3,5.36,62
PJC,5.37,43
PTO,5.38,2
PDB,5.39,62
SD2,5.43,52
TRC,5.43,52
NSC,5.45,59
TCW,5.48,62
DTC,5.5,44
BMJ,5.51,24
BSP,5.52,29
HAD,5.52,49
HND,5.52,62
TDM,5.52,62
DTK,5.55,42
DTB,5.56,3
HTI,5.56,62
PGS,5.56,62
SVI,5.57,37
SFI,5.63,62
SKV,5.65,57
HD8,5.66,52
MKP,5.67,41
SAS,5.68,62
CSM,5.69,62
BPC,5.71,36
D2D,5.72,62
CAV,5.74,58
HTG,5.74,52
CSV,5.75,62
PDN,5.75,53
PPS,5.75,62
TA6,5.75,11
TTD,5.75,20
GND,5.8,52
SMN,5.8,60
DXL,5.81,2
VSH,5.81,62
PNT,5.83,30
VGG,5.89,62
LGL,5.91,62
BSL,5.92,40
SFN,5.92,27
VTV,5.92,62
NS2,5.96,35
NFC,5.97,6
TDW,5.98,35
TLG,5.98,62
GMA,6.0,58
ONW,6.0,2
TTC,6.0,59
ACC,6.01,62
CKV,6.01,36
VHM,6.04,62
DSN,6.06,62
NBP,6.07,61
ACV,6.12,62
SII,6.13,50
NHT,6.14,62
VNM,6.17,62
PSC,6.19,29
TCO,6.21,50
CDR,6.22,2
VHL,6.22,53
KST,6.23,18
CPC,6.24,36
CVT,6.25,60
VIC,6.26,62
KDC,6.29,62
FOX,6.3,62
SD9,6.3,62
BIC,6.31,62
NSL,6.33,3
TNA,6.33,62
EPH,6.34,55
AAV,6.35,62
MED,6.36,30
VCB,6.36,62
MPC,6.37,62
GTA,6.39,62
HII,6.4,62
VCT,6.41,2
VSN,6.41,53
BLI,6.42,60
CLX,6.42,62
BLF,6.43,12
DAG,6.44,62
MFS,6.44,62
OPC,6.44,57
VOC,6.44,62
BKH,6.45,5
CTT,6.45,10
NUE,6.46,44
NET,6.47,53
CT3,6.48,7
HPB,6.51,23
SNZ,6.51,62
ST8,6.52,57
TTT,6.54,20
BAX,6.56,62
QNC,6.56,62
VTO,6.58,62
PRT,6.59,52
PNC,6.6,35
KOS,6.61,62
SVT,6.64,56
TMT,6.64,62
YBM,6.65,62
AGP,6.66,62
DAE,6.67,45
NAV,6.69,48
HIG,6.7,62
SHE,6.7,54
UIC,6.7,62
VKC,6.7,62
VTA,6.71,24
APF,6.72,62
DDG,6.72,62
SLS,6.73,62
QTP,6.74,62
NAG,6.75,62
TLT,6.75,41
TDN,6.77,62
BHN,6.79,59
VTJ,6.79,62
VSI,6.8,57
SGH,6.81,19
TMB,6.81,54
ASP,6.84,62
TVN,6.85,62
VDP,6.86,54
HNG,6.87,62
HOM,6.87,62
HU3,6.88,32
EVE,6.89,62
IDV,6.89,62
MTA,6.89,62
TCT,6.89,62
SPM,6.9,57
BKG,6.91,62
SDK,6.91,49
CMD,6.93,19
PSB,6.93,60
VNR,6.95,62
TNH,6.96,62
TTL,6.96,57
NHH,6.97,62
PC1,6.97,62
HVH,6.99,62
CKD,7.0,26
KHA,7.02,36
ITA,7.03,62
PIA,7.03,33
QHW,7.04,45
CCL,7.07,62
BRC,7.08,62
HLS,7.08,2
AG1,7.09,62
GDT,7.09,62
SHA,7.13,62
AME,7.14,61
UDJ,7.14,62
PVI,7.16,62
RCL,7.17,62
VMG,7.18,49
VGS,7.19,62
VCM,7.21,40
PIV,7.22,12
SCD,7.22,53
STC,7.22,58
C4G,7.24,62
DRC,7.24,62
LM8,7.25,61
VNL,7.25,55
CNG,7.26,62
NAS,7.26,43
MGG,7.28,20
POW,7.28,62
HKT,7.29,54
REE,7.31,62
ASG,7.33,59
GAS,7.33,62
LHC,7.33,51
TEG,7.33,62
APC,7.35,62
MCG,7.35,62
SEP,7.35,2
DNM,7.36,62
HAP,7.36,59
DPM,7.37,62
PGC,7.37,62
STG,7.37,62
BWE,7.38,62
SIP,7.38,62
MML,7.39,62
VEC,7.39,60
DXG,7.4,62
NAP,7.44,41
RAT,7.45,3
STK,7.45,62
PCC,7.46,32
SVC,7.46,33
PXL,7.5,62
SPD,7.5,19
ANT,7.52,47
NBB,7.54,47
BAB,7.57,62
PPH,7.57,62
DC2,7.58,62
IBC,7.58,62
PAS,7.59,62
SJE,7.59,56
AVC,7.61,24
TC6,7.61,62
VAF,7.61,56
VNG,7.61,62
DHD,7.67,51
LTC,7.69,12
PWA,7.69,62
MCM,7.7,62
VRE,7.71,62
D11,7.75,54
PTL,7.75,62
BCE,7.76,62
TMC,7.76,52
SAB,7.77,62
TMP,7.77,61
VCS,7.77,62
CVN,7.78,62
SD5,7.78,62
BED,7.79,5
NNG,7.8,51
PSD,7.81,62
UNI,7.81,52
VBC,7.81,44
BVH,7.84,62
PCT,7.84,53
BCM,7.87,62
ILB,7.87,62
TPC,7.89,55
TVH,7.89,3
BKC,7.91,48
PTB,7.92,62
TIP,7.92,62
ITC,7.95,62
NT2,7.95,62
PTC,7.95,49
SCI,7.95,62
ICG,7.96,61
TTN,7.98,62
VE8,7.98,39
BID,7.99,62
NST,7.99,62
TTB,8.0,62
VAV,8.0,36
HMH,8.01,62
HPX,8.01,62
TLD,8.06,62
HEV,8.07,51
VEA,8.1,62
VLW,8.1,3
CDC,8.11,62
VRG,8.13,62
SSC,8.14,29
PHR,8.15,62
ACE,8.16,56
HTL,8.16,52
L14,8.16,62
CMS,8.17,61
TCD,8.18,62
THT,8.18,62
CMX,8.19,62
SWC,8.19,62
VSE,8.19,62
PIT,8.2,62
BMG,8.22,5
COM,8.22,28
WCS,8.23,59
PFL,8.24,62
PXI,8.24,62
GIC,8.25,62
POM,8.25,62
VSM,8.28,23
TNC,8.29,39
SBT,8.3,62
VGL,8.32,5
DXV,8.37,62
INN,8.37,62
QCG,8.37,62
TJC,8.37,26
MH3,8.39,47
TL4,8.39,45
DPP,8.41,9
LGM,8.42,5
PPC,8.42,62
KSB,8.43,62
PAN,8.43,59
PV2,8.43,62
SAF,8.43,24
NVT,8.45,61
ONE,8.45,62
SAC,8.45,61
PIC,8.46,46
HPT,8.48,61
HUG,8.48,25
SEB,8.49,22
TCL,8.49,62
AMS,8.5,62
SRA,8.5,62
VPH,8.5,62
PMS,8.51,44
TNI,8.51,62
NTL,8.52,62
MCC,8.53,3
ICT,8.54,62
HVN,8.56,62
DC4,8.57,62
HT1,8.57,62
JVC,8.59,62
MQN,8.59,56
CE1,8.61,4
HSP,8.61,21
TV2,8.61,62
SRC,8.62,62
BOT,8.65,55
HTC,8.65,17
DPR,8.66,62
PTI,8.66,55
TIX,8.66,29
FDC,8.67,47
L62,8.67,33
GTS,8.69,53
CKG,8.7,62
PVG,8.7,62
TH1,8.7,9
RCD,8.73,11
ILA,8.75,62
V12,8.75,50
ACL,8.76,62
BTP,8.76,60
NLG,8.77,62
DHN,8.78,6
DNL,8.78,7
SGD,8.82,51
HAG,8.83,62
NED,8.83,59
DBM,8.85,16
DDN,8.86,60
PHP,8.87,62
UDC,8.87,62
AAM,8.88,60
ABI,8.89,62
TMX,8.89,58
LLM,8.92,20
MIG,8.92,62
OGC,8.92,62
ABT,8.94,46
PRC,8.94,3
VC1,8.95,62
VSC,8.95,62
VHC,8.96,62
BHC,9.0,7
MCO,9.0,62
MTV,9.0,12
MCH,9.04,62
DVN,9.05,62
FT1,9.07,12
DLR,9.09,3
VMC,9.09,62
AAA,9.11,62
GEX,9.12,62
PET,9.13,62
PSN,9.13,21
PGN,9.14,62
VPS,9.14,62
TVT,9.18,57
HLT,9.19,5
MIM,9.21,21
FRM,9.22,4
BTT,9.23,26
HUB,9.24,62
NDN,9.25,62
IST,9.26,48
HSL,9.29,62
IVS,9.29,62
YEG,9.3,62
LAF,9.31,39
LGC,9.31,28
SKG,9.32,62
ADC,9.33,29
PBC,9.35,48
VES,9.35,11
QSP,9.36,45
GLT,9.39,56
DIG,9.4,62
DRH,9.4,62
TUG,9.4,18
DMC,9.43,62
A32,9.44,32
HNF,9.44,47
HGM,9.45,9
CC1,9.47,62
BMC,9.48,62
TDT,9.51,62
C21,9.53,53
L35,9.53,16
SVD,9.53,62
CRC,9.55,62
PLP,9.55,62
SFC,9.55,24
EVF,9.56,62
NTW,9.57,25
VGC,9.58,62
EMS,9.59,48
SFG,9.6,62
HNI,9.61,45
SHC,9.61,46
VCC,9.61,60
VNE,9.62,62
BBS,9.65,43
IFS,9.65,57
C47,9.66,62
DAT,9.66,51
PLC,9.66,62
RDP,9.66,62
BDT,9.67,62
TCM,9.67,62
VQC,9.68,17
BSH,9.69,7
BST,9.74,23
HLC,9.74,52
LIC,9.75,55
SBH,9.75,31
SID,9.75,52
VSF,9.75,17
GEG,9.76,62
TV3,9.76,51
IDC,9.77,62
XMC,9.77,62
SHP,9.78,60
VXB,9.78,12
LEC,9.79,58
SDC,9.79,45
FID,9.81,62
THP,9.81,55
FPT,9.84,62
DGT,9.85,62
DBT,9.86,62
MSN,9.86,62
PPP,9.86,61
DRI,9.89,62
TCR,9.9,61
FMC,9.91,62
MSR,9.91,62
BTS,9.92,62
TTP,9.92,25
CNC,9.93,58
DXP,9.94,62
POS,9.98,62
L44,10.0,12
SDX,10.0,11
SRT,10.0,39
TRS,10.0,26
DBC,10.02,62
KMT,10.02,24
PAC,10.04,62
FRT,10.05,62
HDP,10.07,50
LBE,10.07,30
HID,10.08,62
TNB,10.1,44
H11,10.14,32
PLX,10.14,62
PNJ,10.14,62
OCH,10.18,62
AGG,10.19,62
VLG,10.19,58
APG,10.21,62
TOT,10.21,51
SBV,10.22,62
VIP,10.22,62
VNC,10.24,42
DS3,10.27,62
VE4,10.28,47
CLM,10.29,14
NCS,10.29,62
LMC,10.33,21
PVT,10.34,62
IDI,10.37,62
PXA,10.37,12
TVD,10.37,62
VTC,10.38,59
PVR,10.4,12
TSG,10.41,6
VJC,10.41,62
BCG,10.42,62
VTP,10.42,62
FIC,10.43,62
HAR,10.43,62
IDJ,10.46,62
LDG,10.46,62
SBR,10.47,31
VIT,10.49,62
TEL,10.5,12
CII,10.54,62
VVN,10.56,11
ADG,10.58,62
KHD,10.58,46
USC,10.58,3
TTZ,10.65,51
TIE,10.68,45
HSM,10.69,44
SD6,10.69,62
VNB,10.69,62
TST,10.7,34
LKW,10.71,47
MCF,10.71,62
SIV,10.71,41
ABR,10.72,41
PVE,10.74,12
GSM,10.75,28
IJC,10.75,62
INC,10.75,35
PSW,10.76,48
RAL,10.78,62
AST,10.79,62
HLD,10.79,62
KTC,10.79,9
NSH,10.8,62
SPC,10.8,29
DQC,10.81,62
LAS,10.81,62
HCT,10.84,9
TTE,10.85,38
HDG,10.86,62
ICI,10.86,53
TTH,10.87,62
VWS,10.87,15
VC6,10.88,35
BHT,10.89,5
DST,10.89,62
SJ1,10.89,31
DCM,10.91,62
FCN,10.92,62
TVS,10.92,62
BCC,10.93,62
THB,10.93,46
SDP,10.95,62
TAR,10.95,62
HCB,10.98,21
CEN,11.0,62
EMC,11.01,19
KGM,11.01,31
KSQ,11.02,62
CTI,11.03,62
HDA,11.05,59
KPF,11.05,62
ARM,11.09,12
MAS,11.09,53
PMP,11.09,14
L12,11.1,20
X26,11.1,6
CEO,11.11,62
HBC,11.12,62
NNC,11.12,62
HBD,11.14,34
BBM,11.15,5
BLT,11.15,23
SNC,11.15,17
TPP,11.15,35
VTX,11.17,25
SVN,11.19,62
VDN,11.19,13
SMA,11.2,54
BRS,11.21,15
CX8,11.22,27
DSG,11.22,61
HU4,11.22,62
GGG,11.25,12
MAC,11.25,62
SDN,11.25,37
PCE,11.27,54
HTN,11.28,62
VIW,11.28,48
SP2,11.3,6
BSC,11.31,16
ND2,11.31,31
VOS,11.32,62
SD3,11.36,62
VE3,11.37,57
C12,11.4,11
KVC,11.4,62
HPI,11.41,26
PSP,11.41,61
PVC,11.41,62
TDH,11.41,62
CAT,11.43,60
HEJ,11.43,21
VLF,11.43,9
EVG,11.44,62
CFM,11.45,59
CAG,11.47,60
HAN,11.47,62
HNM,11.48,12
MRF,11.49,34
DTI,11.5,11
DVW,11.51,3
DPG,11.52,62
GTD,11.52,6
MDC,11.52,51
ITQ,11.54,62
LHG,11.55,62
L10,11.58,23
MNB,11.59,25
L40,11.63,23
HVT,11.64,12
PHN,11.65,43
VIN,11.65,48
HFB,11.66,21
DTD,11.69,62
TN1,11.7,62
SC5,11.71,39
TOW,11.71,6
VNY,11.73,6
LIG,11.74,62
NRC,11.75,62
S99,11.76,62
PVP,11.79,62
VET,11.79,49
VLC,11.8,62
VGI,11.85,62
MST,11.87,62
SSM,11.88,45
VGV,11.88,35
IDP,11.9,3
VC9,11.91,50
VCR,11.91,62
NDP,11.92,15
CTP,11.94,62
DGC,11.94,62
KDM,11.94,62
RIC,11.94,62
MIC,11.96,44
DGW,11.98,62
MTP,12.0,50
MSH,12.01,62
VE2,12.03,14
NBC,12.06,62
PTE,12.07,8
BBT,12.08,57
SZC,12.1,62
TXM,12.11,62
TNG,12.12,62
AGR,12.13,62
PEN,12.13,36
AIC,12.15,61
TDG,12.18,62
CST,12.21,46
MSB,12.23,62
BTN,12.24,62
PVM,12.25,62
TKG,12.26,56
SGT,12.27,62
VFG,12.27,48
APH,12.28,62
BAL,12.3,22
VSA,12.31,38
AMV,12.32,62
PVD,12.32,62
NSG,12.33,7
PNP,12.35,6
POV,12.36,55
CCR,12.39,34
VGT,12.4,62
TMS,12.41,62
TNM,12.41,11
NNT,12.43,23
TDF,12.43,20
TKU,12.44,40
DC1,12.45,59
LCS,12.45,62
SDT,12.45,62
STH,12.46,62
TTF,12.47,62
RTB,12.48,30
IPA,12.49,58
HBS,12.5,62
DNP,12.52,61
DTE,12.52,18
MLS,12.52,62
VCW,12.55,26
TR1,12.58,49
DPC,12.59,35
HHC,12.59,28
PMB,12.59,62
XLV,12.59,30
HRT,12.6,58
IHK,12.6,14
DNE,12.61,19
ABC,12.62,62
ALV,12.62,12
QHD,12.62,50
VLA,12.64,17
PLO,12.65,3
DSP,12.71,28
DTG,12.71,7
HHP,12.71,62
HVX,12.72,62
E29,12.74,29
HU6,12.76,46
HGW,12.77,4
LBM,12.78,53
M10,12.8,59
V21,12.8,57
VIX,12.82,62
SD7,12.83,61
TFC,12.83,45
VEF,12.84,62
HQC,12.85,62
B82,12.86,11
DP2,12.87,9
VIM,12.87,29
CID,12.88,22
PXS,12.89,62
TVC,12.93,62
GMD,12.95,62
VMD,12.95,58
VE1,12.96,62
BHK,12.98,12
ACB,13.0,62
NBW,13.0,33
VTH,13.01,10
DVC,13.02,30
TDC,13.02,62
DID,13.04,62
USD,13.05,26
MVB,13.06,56
HAC,13.08,62
HPD,13.08,36
VTR,13.08,62
VIG,13.09,51
GE2,13.1,36
HDB,13.11,62
KIP,13.11,44
SGB,13.12,62
HVG,13.14,12
CIA,13.15,62
PVB,13.15,62
SDD,13.15,62
DTA,13.16,62
SBD,13.16,19
SGR,13.17,62
LPT,13.18,57
OIL,13.18,62
BRR,13.22,54
NVB,13.22,62
HAH,13.23,62
MHL,13.23,56
HUT,13.26,62
ITS,13.32,53
BDW,13.33,10
PPI,13.33,12
PTT,13.33,29
SDB,13.33,11
ELC,13.34,62
TNW,13.34,23
GTH,13.35,47
BVG,13.42,62
VTD,13.42,62
UPH,13.43,21
CET,13.48,61
SDY,13.48,11
CMV,13.5,45
TNT,13.53,62
BWS,13.54,58
GVR,13.57,62
HTP,13.57,62
MBG,13.58,62
PVO,13.62,62
VNP,13.62,62
CCM,13.64,45
BFC,13.65,62
DNH,13.68,13
SHG,13.7,12
HAV,13.72,29
MBB,13.72,62
KSD,13.73,48
TVA,13.75,4
GCB,13.77,21
PRO,13.79,55
NAW,13.8,13
VNA,13.8,62
ILS,13.81,52
GMX,13.83,50
DHC,13.84,62
VTE,13.85,49
PNG,13.86,8
PPY,13.87,36
LO5,13.89,11
S74,13.9,45
VC2,13.9,62
VID,13.9,62
LCG,13.92,62
PDC,13.92,50
PHC,13.92,62
SDA,13.92,62
VSG,13.93,12
HMS,13.95,23
XPH,13.95,61
DWS,13.96,31
FLC,13.99,62
PDV,13.99,59
SCR,13.99,62
CLG,14.0,8
DOP,14.01,19
TPB,14.02,62
C92,14.03,55
MDF,14.09,57
YBC,14.09,17
SCJ,14.12,61
HCD,14.13,62
TLI,14.13,17
BTV,14.14,18
VNX,14.14,8
EMG,14.16,2
LUT,14.2,62
KBC,14.21,62
NJC,14.21,5
TDS,14.22,62
DDV,14.24,62
OCB,14.24,62
VGR,14.26,26
VMS,14.26,30
MVN,14.27,23
CMF,14.28,2
CMC,14.29,55
G36,14.29,62
HTM,14.3,62
PGB,14.3,62
CTD,14.32,62
SGP,14.39,62
CC4,14.41,17
CLW,14.42,29
EIC,14.42,48
NQN,14.43,27
DND,14.44,14
NDT,14.45,61
SHB,14.45,62
PSI,14.47,62
PSE,14.48,60
HAI,14.5,62
LSS,14.55,62
PSG,14.55,12
DPH,14.56,49
HCM,14.56,62
KDH,14.56,62
CH5,14.59,5
CTR,14.62,62
SD1,14.62,8
NTP,14.65,62
PGT,14.67,57
VNH,14.67,62
QBS,14.68,59
NTC,14.69,62
HEM,14.73,43
ALT,14.74,32
MA1,14.77,39
QPH,14.77,18
TGP,14.77,50
CTG,14.78,62
C22,14.8,14
TCB,14.8,62
TIS,14.82,62
EFI,14.83,12
AAS,14.85,62
VRC,14.91,62
GVT,14.92,55
CMT,14.98,62
PVA,15.0,12
SJM,15.0,62
VE9,15.0,62
ANV,15.01,62
SCL,15.01,62
LWS,15.1,6
MBS,15.1,62
VCP,15.12,61
DZM,15.14,59
FIR,15.15,62
SPV,15.16,47
L61,15.17,36
SMC,15.19,62
BMI,15.24,62
NHA,15.26,62
NHC,15.26,13
VW3,15.28,34
PMG,15.31,61
SJF,15.31,62
WSS,15.33,62
DSC,15.36,62
CGV,15.38,57
SPI,15.4,62
GDW,15.41,40
VFC,15.41,35
STS,15.42,5
HC3,15.43,58
HTE,15.44,61
SGS,15.44,52
VC7,15.44,62
CIP,15.45,62
VBH,15.49,15
ART,15.51,62
FTM,15.51,62
KHS,15.52,50
TMG,15.52,25
HNB,15.54,12
BDB,15.55,13
CIG,15.59,62
L63,15.61,35
DUS,15.63,7
BQB,15.64,28
L18,15.7,62
SHN,15.71,62
TVB,15.71,59
QST,15.76,10
SDG,15.81,27
X20,15.82,39
BVS,15.84,62
LTG,15.87,62
PTV,15.87,48
CCP,15.9,14
HMG,15.9,28
PEQ,15.91,27
SSN,15.94,62
CMN,15.95,19
APS,15.97,62
CI5,15.97,54
HDC,15.98,62
SD4,16.03,62
SJS,16.03,62
SDJ,16.04,35
ASM,16.07,62
KTT,16.12,56
BSR,16.13,62
DTP,16.13,58
SSI,16.13,62
BII,16.16,62
HES,16.16,16
HSA,16.18,10
TKC,16.2,61
QCC,16.22,21
VCX,16.22,25
VIB,16.22,62
PEG,16.24,34
TNS,16.25,62
SJG,16.27,57
KKC,16.28,62
CMI,16.3,11
PID,16.32,11
BNA,16.34,62
SMT,16.36,48
MTL,16.37,30
TSJ,16.37,16
PVL,16.38,62
VFR,16.38,57
VNF,16.39,42
CTS,16.44,62
PBP,16.44,35
CAN,16.45,47
CEG,16.45,4
CSC,16.48,62
NAB,16.48,62
MTG,16.49,51
TVP,16.51,54
DIC,16.52,12
C69,16.53,62
SHS,16.53,62
TVM,16.55,18
PPE,16.56,50
SAV,16.57,62
SSB,16.59,62
FIT,16.73,62
HHV,16.76,50
THW,16.77,7
HPP,16.83,62
NKG,16.85,62
VC3,16.88,62
WTC,16.88,51
HHG,16.96,62
BT1,16.97,30
VHG,16.98,62
ACS,16.99,10
STT,17.0,12
BSI,17.05,59
PVS,17.05,62
VIH,17.07,12
VCI,17.09,62
SBS,17.15,62
BMF,17.16,18
HPH,17.16,37
L45,17.17,54
GER,17.18,5
HAS,17.29,55
SDU,17.33,25
VBB,17.33,62
DNC,17.34,32
PCF,17.39,9
GIL,17.41,62
THU,17.41,23
KSH,17.44,62
VTS,17.45,52
NGC,17.47,35
PXM,17.5,12
STB,17.51,62
PSH,17.56,62
AGF,17.66,12
PXT,17.66,54
BHP,17.67,57
PVX,17.67,12
APP,17.69,62
VDT,17.73,25
HDW,17.74,13
VHD,17.74,54
VTL,17.74,13
DCL,17.77,62
DCT,17.78,12
S12,17.78,12
VDS,17.79,62
NAF,17.84,62
KTS,17.9,57
DTV,17.95,10
LM7,17.95,42
PBT,17.98,25
S96,18.0,12
DAS,18.01,20
SB1,18.08,45
HLG,18.1,10
HJC,18.12,29
CTA,18.18,12
GMC,18.2,59
PHS,18.26,35
ADP,18.27,49
CTC,18.27,47
UPC,18.27,6
VDL,18.28,24
AMC,18.33,34
LDP,18.35,62
VPA,18.36,52
ICF,18.52,62
ISG,18.52,5
CKA,18.55,16
BVB,18.58,62
API,18.6,62
HRC,18.61,30
BMS,18.73,62
HFC,18.73,32
HPW,18.73,29
TS4,18.79,55
GTT,18.89,12
CSI,18.9,17
TV6,18.97,26
MCP,18.99,30
HAX,19.0,62
SGC,19.02,16
