symbol,percentage,number_of_dates
C12,5.32,4
DHG,5.36,64
HU3,5.37,61
NET,5.38,57
DHM,5.39,64
CFM,5.41,64
NAP,5.41,9
PSB,5.43,60
PPT,5.44,64
SB1,5.44,21
LCS,5.45,6
DHA,5.54,64
HTI,5.54,63
GLT,5.58,15
NST,5.58,58
SVD,5.58,64
TRC,5.58,52
LMI,5.65,12
PSL,5.65,38
PDR,5.67,64
CMC,5.68,56
TCT,5.68,64
S4A,5.69,41
KAC,5.71,3
UCT,5.71,2
FOX,5.73,64
FRM,5.76,4
PNJ,5.78,64
HTV,5.8,53
BMG,5.81,6
HND,5.81,64
SKH,5.83,54
DMC,5.86,63
WCS,5.86,37
CTW,5.9,10
VAB,5.9,64
NUE,5.91,41
VMD,5.92,64
PPP,5.95,60
FIR,5.96,64
SVG,5.96,55
MDC,5.97,61
VGV,5.97,59
C69,6.0,64
COM,6.0,54
PJT,6.03,61
PPE,6.04,4
DNA,6.05,13
NNT,6.05,15
VSC,6.07,64
QTC,6.12,18
DP2,6.15,2
HPB,6.15,5
NDX,6.15,63
PVI,6.15,64
HDP,6.16,41
SBL,6.16,49
QPH,6.17,18
SSC,6.17,31
POS,6.18,62
SDC,6.19,8
CKD,6.2,17
GMA,6.22,3
ISG,6.25,4
TTC,6.27,49
OPC,6.28,64
DHC,6.3,64
HLS,6.3,4
NHT,6.31,59
BVH,6.34,64
RCC,6.36,4
TCM,6.36,64
TKG,6.36,56
ATA,6.4,13
DUS,6.4,2
HFX,6.4,2
VPS,6.42,51
TSG,6.44,6
MTH,6.45,4
CGV,6.5,64
VRE,6.5,64
CNC,6.52,56
HGT,6.52,2
GSP,6.55,64
TDS,6.58,41
KLB,6.61,64
QHD,6.64,18
PSE,6.67,63
VHL,6.67,45
BCF,6.68,48
VLB,6.68,63
GEE,6.69,63
NSC,6.69,63
NAW,6.7,7
AAM,6.72,64
PRT,6.73,25
PNT,6.74,31
NRC,6.75,64
NTH,6.77,19
TMC,6.77,21
TV4,6.77,62
PGC,6.78,64
BCE,6.8,64
CEG,6.81,2
OCH,6.82,13
L12,6.83,62
PNC,6.83,21
SFG,6.85,64
DCR,6.86,23
SBV,6.86,64
STK,6.86,64
LKW,6.88,33
BTW,6.91,8
MGC,6.91,63
HPG,6.92,64
PGD,6.92,63
THI,6.92,37
THT,6.94,64
VSA,6.94,35
CTB,6.95,48
DNW,6.95,63
HNF,6.95,25
LBM,6.95,64
DTL,6.96,64
QTP,6.96,64
VLG,6.98,62
HSP,7.01,13
HPI,7.02,5
APF,7.03,64
PEC,7.06,7
CLL,7.07,64
HMS,7.09,51
CLH,7.11,64
BPC,7.12,32
HJC,7.14,25
TSD,7.14,2
VDP,7.14,56
ECI,7.19,4
PPH,7.19,64
BMI,7.2,64
VCF,7.23,44
TUG,7.24,15
CDC,7.25,64
X20,7.27,23
BIC,7.29,64
SD4,7.29,55
GDT,7.3,64
S55,7.3,44
USC,7.3,6
BSG,7.31,61
LM8,7.31,59
SJS,7.31,64
KHP,7.32,64
SMB,7.34,64
DVM,7.35,52
HDB,7.37,64
ISH,7.37,59
VCB,7.38,64
CHS,7.39,55
NS2,7.4,30
SD5,7.4,64
NVL,7.41,64
TMP,7.41,60
CBI,7.42,49
FHN,7.42,2
NTW,7.47,54
SVC,7.49,36
KSH,7.5,13
PRC,7.5,11
SRF,7.51,52
VAV,7.51,29
VE4,7.54,7
AGP,7.55,60
BCA,7.56,64
KSD,7.57,63
GMD,7.59,64
CCP,7.6,5
CMT,7.6,50
BDG,7.61,47
BLT,7.61,40
DVW,7.61,4
VPB,7.61,64
DOC,7.63,12
ONE,7.63,64
SGN,7.65,63
TL4,7.66,63
VDL,7.67,16
DC2,7.68,61
TDH,7.69,64
FT1,7.73,52
EBS,7.74,39
GLW,7.75,15
BAB,7.76,64
EID,7.76,62
V21,7.76,64
VNR,7.78,64
VTC,7.8,36
PGV,7.81,63
SD7,7.82,56
DHN,7.83,4
HPM,7.84,5
BXH,7.86,13
PBC,7.86,64
AFX,7.87,64
NTC,7.87,64
PTV,7.87,64
SD6,7.87,64
BRC,7.88,63
LSG,7.88,63
SDX,7.88,5
CAD,7.89,13
VSE,7.89,63
VSM,7.89,18
TVT,7.9,54
VTK,7.92,52
VTO,7.93,64
RCD,7.94,13
WTC,7.96,57
TBC,7.97,63
SGB,7.99,63
FPT,8.0,64
FTM,8.0,64
L63,8.0,5
DAE,8.01,13
NTF,8.02,4
TNI,8.03,64
TLP,8.05,51
TPP,8.06,37
VNP,8.06,64
VPR,8.07,5
XDH,8.07,7
SFN,8.08,20
TTA,8.08,64
SSM,8.1,20
IFS,8.12,31
SWC,8.12,64
MSN,8.13,64
HJS,8.14,28
TIX,8.16,48
DP1,8.17,42
DPR,8.18,64
TCO,8.19,64
VFR,8.21,29
HAN,8.22,44
TTD,8.22,29
VIP,8.22,64
A32,8.23,33
TNH,8.25,64
ANT,8.27,57
MPC,8.27,64
NAV,8.27,55
POV,8.29,63
SZG,8.3,51
VGL,8.3,23
EVE,8.31,64
SC5,8.31,54
CJC,8.33,6
TNA,8.33,64
TS4,8.33,13
FRC,8.34,31
ACB,8.35,64
CC4,8.35,13
ILS,8.35,37
POW,8.37,64
GND,8.38,33
QNC,8.38,63
PPY,8.39,44
SPC,8.4,30
POT,8.41,61
MSB,8.42,64
TTE,8.43,30
SJ1,8.46,42
TDN,8.48,64
TV3,8.48,44
DXP,8.49,64
HTC,8.49,21
VNY,8.49,45
BCP,8.53,28
BSL,8.54,41
SD9,8.54,64
CMW,8.55,4
PHS,8.55,15
SAV,8.56,64
CMG,8.57,64
KTS,8.57,44
VCR,8.58,64
EMC,8.6,46
VIT,8.6,30
CCI,8.61,51
KMT,8.64,27
VC1,8.66,53
DNH,8.69,9
BLI,8.71,53
MCO,8.72,59
MVC,8.72,64
HAC,8.74,61
SGT,8.74,64
ADP,8.75,34
MBB,8.76,64
MWG,8.76,64
ABT,8.78,50
HHC,8.78,23
DRC,8.79,64
PVP,8.79,64
UDJ,8.79,64
VET,8.79,60
HOT,8.8,55
APT,8.82,3
PMB,8.82,63
ABB,8.83,64
BMP,8.84,64
CCA,8.84,54
CDO,8.84,64
HMC,8.84,64
BID,8.85,64
HSM,8.85,55
MML,8.85,57
TEG,8.87,64
SBT,8.88,64
ONW,8.89,4
GE2,8.9,40
LLM,8.91,41
RAL,8.91,64
VE1,8.91,56
VSH,8.91,64
MCM,8.92,64
TPB,8.95,64
HC3,8.97,30
SAS,8.97,63
WSS,8.97,64
NAG,8.98,64
CHP,8.99,64
CVT,8.99,42
MHL,8.99,45
VEF,9.01,64
TCL,9.02,64
TVN,9.02,64
MEC,9.03,10
SDV,9.08,35
PMS,9.09,22
ILA,9.1,64
THB,9.1,12
HT1,9.11,64
PDB,9.11,64
BDT,9.15,32
HAP,9.15,64
PSD,9.15,64
BT1,9.16,14
LSS,9.19,64
HMR,9.21,62
TR1,9.22,15
HPW,9.23,20
LGC,9.23,18
PVT,9.23,64
VTB,9.23,56
VJC,9.24,64
VTP,9.24,64
VRG,9.26,53
VTA,9.28,55
PMG,9.29,48
TED,9.3,34
MTP,9.31,40
SHG,9.31,12
YBM,9.34,64
HSV,9.36,64
PVM,9.36,64
CTT,9.37,15
SZB,9.37,63
FMC,9.39,64
TDF,9.39,15
SFI,9.41,64
GTA,9.43,60
LCM,9.44,57
HLC,9.45,62
MKP,9.45,55
PEG,9.47,44
FID,9.51,64
NAB,9.53,64
BFC,9.56,64
CAT,9.56,53
L43,9.57,25
QSP,9.57,22
PCC,9.58,32
HNM,9.59,13
TV1,9.59,57
DHP,9.61,16
TOS,9.62,36
EVG,9.63,64
SDY,9.66,10
ABC,9.68,13
CIA,9.7,62
IDP,9.7,33
TPC,9.73,50
KCE,9.74,24
HOM,9.75,64
PNG,9.75,17
VAF,9.75,57
ICI,9.76,15
DRL,9.79,52
VNB,9.79,64
ACE,9.8,33
VIB,9.83,64
PHP,9.84,56
SMC,9.85,64
MEL,9.86,55
BOT,9.87,64
HVA,9.87,53
PIA,9.87,30
SAF,9.87,10
ASP,9.89,64
MST,9.89,64
NAF,9.89,64
SBA,9.89,64
UIC,9.89,50
KDC,9.9,64
MTC,9.9,12
CDP,9.92,57
SEA,9.93,64
TLH,9.95,64
SBM,9.97,12
EFI,10.0,13
HAD,10.0,49
L62,10.0,56
MAS,10.0,35
SDB,10.0,10
TA9,10.0,57
VNC,10.0,19
XMC,10.0,64
TV2,10.01,64
THG,10.04,64
TIG,10.06,64
ABR,10.07,44
DDN,10.07,63
LAS,10.07,64
CMF,10.08,13
DRG,10.08,48
DTB,10.08,7
AMS,10.11,64
NED,10.11,64
VWS,10.11,30
PNP,10.12,10
EVF,10.14,64
TAR,10.14,64
IHK,10.15,7
DAH,10.19,64
NHH,10.19,64
KLM,10.2,5
L35,10.2,7
SCJ,10.2,64
PTS,10.24,45
VCC,10.27,58
HSL,10.29,64
DHB,10.32,13
GTH,10.33,64
VHD,10.34,37
SGH,10.39,16
SJM,10.45,32
ND2,10.47,27
MED,10.48,43
SVI,10.48,25
VCS,10.48,64
BVB,10.49,64
HU6,10.49,52
VHC,10.5,64
KSV,10.52,46
BRS,10.53,43
BHT,10.54,9
HPT,10.54,39
REE,10.54,64
TIN,10.54,64
MVB,10.56,51
MSR,10.57,64
TIP,10.57,64
PEN,10.59,32
VMS,10.59,40
BTS,10.6,64
NTL,10.6,64
SCS,10.6,64
CC1,10.62,64
GMX,10.63,63
ACV,10.65,64
HU1,10.69,61
MNB,10.69,39
VNG,10.69,64
PGN,10.7,64
PHH,10.71,5
BBT,10.72,30
BVS,10.72,64
AGX,10.73,15
GDW,10.73,21
SNZ,10.74,63
BBS,10.75,22
NBP,10.75,36
OGC,10.75,64
NTT,10.76,7
BBC,10.77,59
TLD,10.77,64
MCH,10.81,64
PVB,10.81,64
CPI,10.82,13
CSM,10.82,63
INN,10.82,63
OCB,10.82,64
LIC,10.83,64
PVS,10.83,64
NDC,10.84,29
CSV,10.85,64
INC,10.85,17
SDD,10.85,64
DNC,10.87,25
MGG,10.87,44
QHW,10.87,25
UPH,10.91,5
NDT,10.92,64
APC,10.94,62
BSP,10.94,10
PWA,10.96,63
HTL,10.97,51
NAS,10.98,22
FDC,10.99,60
VCP,11.0,46
VIH,11.01,7
BKG,11.03,64
CRC,11.03,64
PTT,11.03,43
SII,11.04,57
TNM,11.04,11
HHS,11.06,64
TVP,11.06,28
DWS,11.07,31
HTR,11.07,14
TOT,11.09,35
TXM,11.09,49
ICC,11.1,29
IVS,11.1,64
SSF,11.1,7
CAP,11.11,64
L40,11.11,23
TDB,11.11,24
TIE,11.14,51
DSN,11.15,63
DTT,11.15,30
SBD,11.15,26
CTI,11.17,64
HTE,11.17,63
KKC,11.17,14
ATB,11.18,13
VHE,11.21,64
AMC,11.22,14
TC6,11.22,64
PIV,11.25,13
HCD,11.27,64
LPB,11.27,64
PVO,11.27,64
CTF,11.29,64
HU4,11.29,64
PHN,11.29,9
VCX,11.29,35
ICG,11.3,61
VNH,11.32,64
L45,11.33,42
CI5,11.35,19
BCC,11.37,64
MIC,11.37,45
VND,11.42,64
DID,11.43,64
LGL,11.43,64
SDK,11.44,15
SEB,11.45,30
VCM,11.45,17
VTJ,11.46,54
AG1,11.47,48
NCS,11.48,56
PVR,11.48,13
SIV,11.48,23
NBW,11.51,29
OIL,11.51,64
EMG,11.52,3
SCO,11.52,7
VC2,11.53,64
FCS,11.54,3
ST8,11.55,64
APP,11.57,45
MDG,11.59,42
CLX,11.6,64
RIC,11.6,59
VFG,11.6,56
GSM,11.64,32
ITQ,11.64,64
VSN,11.65,38
GVR,11.67,64
JOS,11.67,13
L44,11.67,13
API,11.68,64
AGE,11.71,4
CAN,11.71,29
PDN,11.72,33
SGR,11.75,64
TS3,11.75,49
TTH,11.75,64
TCB,11.76,64
HTP,11.77,64
TIS,11.77,64
RDP,11.78,63
KTC,11.81,42
HBS,11.83,64
HII,11.83,64
D11,11.84,64
SHE,11.84,58
TTL,11.89,50
GKM,11.93,64
PMT,11.96,34
VNT,11.98,40
SSG,12.0,22
V12,12.0,37
SDG,12.06,25
SGS,12.06,43
C47,12.07,64
PTO,12.1,10
VVN,12.1,6
BVG,12.11,64
CAG,12.11,63
HNB,12.13,8
VLA,12.13,36
FRT,12.14,64
HVX,12.16,64
HAF,12.17,36
HAV,12.18,32
SPM,12.19,55
XPH,12.19,10
CQT,12.2,53
SDN,12.21,14
MPT,12.22,13
PHC,12.25,64
SLS,12.25,62
HTM,12.26,47
AMP,12.27,9
HGM,12.33,5
NQN,12.33,9
SRT,12.34,63
SVN,12.34,63
VNF,12.35,57
PSP,12.36,49
TCH,12.38,64
CKV,12.39,22
SSI,12.39,64
KTT,12.47,38
TBD,12.47,11
TNT,12.47,64
TBR,12.49,50
UDC,12.49,64
DC4,12.5,64
DTK,12.5,53
NTB,12.5,13
SPH,12.5,2
GAS,12.51,64
MCP,12.51,43
HAT,12.55,44
BTG,12.56,33
VSI,12.56,36
VNE,12.6,64
TFC,12.62,23
TLI,12.63,23
VIW,12.64,12
AGF,12.65,13
HBC,12.67,64
PSW,12.68,64
VXT,12.71,3
PVG,12.72,64
SD8,12.73,13
FCM,12.74,64
IDV,12.74,64
CMI,12.76,12
DBT,12.79,64
SHB,12.79,64
TCR,12.79,64
HAS,12.8,43
SHC,12.82,32
HBH,12.84,29
TTN,12.85,64
RTB,12.86,48
SAM,12.86,64
LUT,12.88,63
VC9,12.9,64
HSA,12.93,5
KSQ,12.93,64
S72,12.96,37
HRT,12.97,63
BQB,12.98,54
TDP,12.99,61
PV2,13.0,64
VTH,13.0,31
PCF,13.02,61
AGR,13.04,64
TMX,13.08,21
DNE,13.1,39
LAF,13.1,30
CID,13.11,20
PPI,13.12,13
HLG,13.14,11
DTG,13.19,31
HEJ,13.19,63
KPF,13.19,64
HSI,13.2,12
GEG,13.21,64
STT,13.21,13
ADG,13.22,64
PDV,13.23,59
KVC,13.25,64
PC1,13.25,64
ELC,13.26,64
HSG,13.27,64
KSB,13.27,64
TCI,13.28,64
SD2,13.29,56
MVN,13.31,50
DSD,13.33,15
MRF,13.33,15
APH,13.36,64
KHS,13.38,37
PGS,13.38,62
VBB,13.39,64
APG,13.4,64
ABS,13.42,64
IST,13.42,16
TMS,13.43,64
GVT,13.49,37
TKU,13.49,58
CTA,13.5,12
TSJ,13.5,9
ICF,13.51,64
NSH,13.52,64
MGR,13.53,45
NHP,13.53,13
NKG,13.53,64
NTP,13.56,64
VGT,13.56,64
VTE,13.57,29
ADC,13.59,31
DDV,13.59,64
PCE,13.61,53
SJE,13.64,42
DTD,13.65,64
CMV,13.68,62
CCL,13.69,64
TVC,13.7,64
KTL,13.71,7
VNL,13.71,64
PSC,13.72,24
CNG,13.73,64
THP,13.73,36
DAD,13.74,30
CET,13.75,62
LBE,13.75,5
STW,13.75,2
TTT,13.75,32
SMT,13.77,64
EMS,13.78,26
DIC,13.79,13
FIC,13.82,43
B82,13.85,13
C92,13.85,52
PIS,13.85,16
SBS,13.85,64
PVX,13.88,13
BMS,13.9,64
HD8,13.9,44
KCB,13.91,63
LIG,13.92,64
STH,13.92,64
HCC,13.94,48
MBG,13.94,64
MCG,13.95,64
SAB,13.95,64
MIG,13.97,64
NT2,13.97,64
PLA,13.97,47
CTP,14.0,62
DXV,14.04,64
HNI,14.04,41
KHA,14.06,29
VHM,14.08,64
IPA,14.09,64
HAR,14.1,64
CST,14.11,64
FHS,14.11,62
VTZ,14.11,62
HUG,14.12,13
TVW,14.16,19
BWA,14.17,15
MHC,14.17,64
PSG,14.17,13
V15,14.17,13
DCS,14.21,13
VBH,14.22,16
BSH,14.24,21
TNB,14.26,42
BVN,14.27,30
NOS,14.29,13
ALT,14.31,39
DAS,14.32,18
VDS,14.33,64
VSF,14.33,13
AIC,14.34,58
PMP,14.34,45
LEC,14.36,51
PAN,14.36,64
LO5,14.37,12
AAA,14.38,64
TLG,14.38,64
HGW,14.39,39
HPD,14.39,40
NVT,14.39,64
TPH,14.4,17
VLF,14.4,13
SRB,14.42,64
CTD,14.44,64
PTB,14.44,64
DAT,14.46,62
HEM,14.47,15
TDG,14.48,64
TVD,14.48,64
DAG,14.5,64
DL1,14.51,64
VPG,14.51,64
YEG,14.52,64
CTR,14.53,64
VIG,14.53,64
VRC,14.54,64
HVG,14.55,13
TJC,14.55,23
HPH,14.57,20
SP2,14.57,11
PCN,14.58,11
CCR,14.59,55
DRH,14.62,64
JVC,14.62,64
VE8,14.62,58
LM7,14.63,57
PMW,14.65,20
GMH,14.66,64
BHC,14.67,13
DIH,14.67,62
MTA,14.67,47
VHG,14.67,64
BSR,14.69,64
PXM,14.71,13
SDT,14.71,64
VE9,14.72,64
ASM,14.74,64
H11,14.74,23
VMG,14.74,59
PLO,14.75,10
DFF,14.76,63
VTR,14.78,53
PAP,14.79,12
DPM,14.8,64
VC7,14.84,64
PXL,14.88,64
APS,14.89,64
HCM,14.91,64
PHR,14.91,64
SMA,14.91,56
TMG,14.97,18
DTA,14.98,64
PSI,15.0,64
PVY,15.0,13
STL,15.0,13
VEC,15.03,56
HES,15.05,18
STB,15.05,64
VIC,15.05,64
VNA,15.05,63
KMR,15.06,64
VPD,15.06,64
VTD,15.06,64
NDN,15.08,64
BCG,15.17,64
ODE,15.21,64
ITD,15.22,64
TNW,15.23,38
CTG,15.25,64
HCB,15.25,11
TNS,15.25,64
PDC,15.28,58
GMC,15.29,60
VOS,15.32,64
ADS,15.36,64
MKV,15.36,28
FIT,15.4,64
BNA,15.43,64
NBB,15.44,64
BTV,15.45,27
HEV,15.45,5
ACC,15.47,64
PLP,15.48,64
XHC,15.51,18
QCG,15.55,64
SCR,15.56,64
DST,15.58,64
HIG,15.59,45
DC1,15.6,49
VST,15.6,13
VLC,15.61,64
PET,15.62,64
VOC,15.64,64
DSG,15.65,55
ITS,15.69,64
PVE,15.71,13
SDU,15.72,35
NJC,15.74,13
TVA,15.74,16
UPC,15.76,8
BSD,15.77,9
NNG,15.77,14
SHS,15.77,64
G36,15.8,64
LG9,15.8,31
NHC,15.81,26
TVB,15.83,64
HDM,15.84,56
CTC,15.85,64
IDC,15.85,64
SCC,15.86,50
HLY,15.87,8
VC6,15.87,36
L10,15.89,9
HUB,15.9,64
SRA,15.9,64
HVN,15.91,64
VTV,15.92,64
BST,15.93,43
BVL,15.95,35
POM,15.95,64
GTS,15.96,20
VCI,15.97,64
SKG,15.99,64
CIP,16.0,49
LPT,16.0,64
VNI,16.0,11
HTN,16.01,64
BHP,16.02,46
TNP,16.02,5
BSI,16.04,64
DPG,16.04,64
SHN,16.04,63
DTP,16.05,49
L61,16.06,43
TSC,16.06,64
VCW,16.07,21
QCC,16.11,16
CMD,16.12,18
HFC,16.12,11
DOP,16.13,24
GER,16.13,22
SPP,16.15,13
MTG,16.17,63
PXT,16.17,64
S99,16.18,64
VGS,16.18,64
HNA,16.19,60
E12,16.22,62
AVC,16.25,40
NBC,16.28,64
HDG,16.29,64
ALV,16.3,64
VE2,16.31,9
GEX,16.32,64
ACS,16.33,14
HAM,16.37,25
PLC,16.4,64
SIG,16.41,29
D2D,16.43,64
HDO,16.43,13
PJS,16.44,15
CLG,16.47,13
PAS,16.48,64
SZC,16.48,64
IDJ,16.49,64
DCM,16.53,64
TTZ,16.59,64
PFL,16.61,64
QLT,16.69,34
THD,16.72,64
CQN,16.73,41
SGP,16.74,64
PTI,16.75,51
PVC,16.75,64
FTS,16.76,64
SJF,16.76,64
DCG,16.78,15
SIP,16.78,64
UNI,16.82,63
DTI,16.84,35
E29,16.84,37
HLD,16.84,64
ORS,16.84,64
PXA,16.84,13
MQN,16.86,40
VC3,16.88,64
DGW,16.89,64
V11,16.92,13
VPC,16.97,13
VIN,16.98,24
PIC,17.0,51
KHG,17.01,64
MTB,17.03,5
VIM,17.08,11
DPH,17.12,14
DQC,17.13,64
DSP,17.13,38
ANV,17.14,64
EIN,17.14,63
KBC,17.14,64
LTC,17.14,13
SGI,17.17,54
CVN,17.22,64
SD1,17.22,13
IJC,17.24,64
PLX,17.27,64
DXG,17.28,64
BDW,17.29,9
MSH,17.29,64
PSH,17.36,64
DCT,17.37,13
CLW,17.38,21
BT6,17.42,13
PTC,17.42,64
AMV,17.44,64
TSB,17.48,25
KHL,17.5,13
S96,17.5,13
VFS,17.52,64
DDH,17.55,6
PCM,17.59,52
SCI,17.6,64
NDF,17.62,13
PGB,17.62,64
BRR,17.65,48
DIG,17.65,64
PBT,17.67,21
NDP,17.76,9
VAT,17.78,13
VC5,17.78,13
DXS,17.8,64
GTD,17.8,24
SID,17.82,60
G20,17.86,13
HTG,17.87,64
ACM,17.89,11
PVL,17.89,64
KGM,17.92,37
DS3,17.93,64
CNT,17.94,59
DGT,17.95,64
KHD,17.98,44
TTF,18.02,64
LDG,18.05,64
HFB,18.1,32
LCG,18.11,64
BHA,18.15,32
CDR,18.16,59
HNG,18.22,64
PRO,18.28,46
GTT,18.33,13
BBH,18.36,7
CCM,18.38,14
MTV,18.4,25
VPA,18.4,48
SDP,18.46,13
BBM,18.49,47
NFC,18.5,28
CKA,18.51,12
AAV,18.53,64
TRT,18.55,8
DNL,18.6,17
DND,18.62,20
PAT,18.67,64
BSQ,18.7,56
CRE,18.71,64
NHA,18.77,64
SNC,18.78,9
VGC,18.78,64
S27,18.87,5
PTH,18.88,4
PJC,18.96,27
VE3,19.02,41
FCN,19.03,64
VKC,19.06,64
NXT,19.08,64
L18,19.09,64
VW3,19.12,22
DTC,19.17,60
SIC,19.2,23
HHG,19.21,64
BIG,19.22,64
DPS,19.23,13
DWC,19.23,11
SPI,19.24,64
DBC,19.27,64
ACL,19.3,64
CMX,19.3,64
CAB,19.31,48
PXI,19.32,64
STC,19.38,23
HEP,19.39,10
HKB,19.41,13
PCT,19.43,63
TCD,19.44,64
CIG,19.45,64
CII,19.45,64
DMN,19.46,40
CT6,19.47,43
TTG,19.5,56
TMT,19.51,64
PIT,19.54,64
