symbol,date,close,percentage,lowest,highest
PVI,2022-11-23,40.0,64.26,5.25,54.08
APF,2022-11-23,58.6,65.12,10.87,73.3
QHD,2022-11-14,36.5,65.19,1.3,54.0
TMW,2022-06-01,12.7,65.21,1.32,17.45
GSM,2022-11-04,15.7,65.33,5.09,16.24
VRG,2022-11-23,28.9,65.55,1.37,42.0
GMD,2022-11-23,43.8,65.79,3.88,60.68
HEV,2022-11-09,35.9,65.8,2.34,51.0
BSH,2022-11-02,42.8,65.82,11.7,47.25
DNC,2022-11-07,48.0,65.93,0.39,72.21
EID,2022-11-22,19.8,66.49,1.92,26.89
SLS,2022-11-23,113.0,66.7,5.76,160.79
TA6,2022-09-16,13.9,66.83,2.94,16.4
GAS,2022-11-23,108.2,67.12,20.64,130.45
CLH,2022-11-22,30.5,67.25,4.61,38.5
KTL,2022-10-10,31.9,67.26,4.66,40.5
UPC,2022-11-21,24.0,67.31,6.17,26.49
TUG,2022-10-21,19.5,67.39,2.99,24.5
FBC,2022-05-20,3.7,67.57,1.2,3.7
TVH,2022-10-19,34.0,67.6,5.17,42.65
ACE,2022-11-09,37.0,67.83,3.49,49.4
VDN,2022-11-01,18.9,68.18,1.65,25.3
VTG,2022-07-15,21.5,68.26,5.8,23.0
VCB,2022-11-23,73.5,68.42,7.82,96.0
VCF,2022-11-18,216.1,69.05,22.77,280.0
HTP,2022-11-23,41.5,69.12,2.1,57.0
BMD,2022-11-23,10.0,69.14,2.74,10.5
SGC,2022-08-26,91.0,69.33,5.28,123.64
DHP,2022-11-17,11.5,69.34,2.5,12.98
OPC,2022-11-23,22.95,69.38,1.65,30.7
REE,2022-11-23,70.2,69.47,0.73,100.0
CLW,2022-11-22,30.4,69.72,2.79,39.6
TBD,2022-11-21,112.0,69.72,3.91,155.03
FPT,2022-11-23,70.5,69.74,2.81,97.06
BTP,2022-11-23,13.2,69.88,1.11,17.3
CJC,2022-08-23,30.0,69.89,6.07,34.24
BDG,2022-11-23,23.6,69.97,3.19,29.17
PCE,2022-11-17,26.7,70.36,4.12,32.09
GMX,2022-11-23,18.4,70.52,1.94,23.34
HPT,2022-11-03,15.9,70.58,2.56,18.9
ADC,2022-11-21,19.8,70.64,0.26,27.66
NAG,2022-11-23,11.0,70.74,0.87,14.32
HLR,2022-11-23,13.8,70.87,4.02,13.8
PEQ,2022-11-21,37.1,70.93,2.36,48.98
GCB,2022-10-31,17.5,71.21,2.19,21.5
S55,2022-11-22,50.3,71.46,2.42,67.0
CTF,2022-11-23,26.5,71.52,5.76,29.0
XHC,2022-11-17,31.1,71.62,4.96,36.5
PTP,2022-11-01,14.0,71.94,1.41,17.5
NHC,2022-11-18,29.0,72.18,3.16,35.8
PMC,2022-11-17,66.0,72.63,5.76,82.94
DDH,2022-09-22,16.3,72.7,4.45,16.3
TET,2022-11-03,30.9,72.74,5.68,34.67
DNW,2022-11-23,26.2,72.84,5.15,28.9
PCM,2022-11-15,14.8,73.03,1.8,17.8
CHP,2022-11-23,22.35,73.09,2.25,27.5
DSN,2022-11-23,47.15,73.09,4.39,58.5
SPD,2022-10-07,11.5,73.31,1.31,13.9
SVC,2022-10-10,112.2,73.46,3.95,147.36
CKV,2022-11-21,21.5,73.94,1.98,26.4
HJS,2022-11-21,33.6,74.08,1.5,43.33
NSL,2022-11-23,18.5,74.16,3.32,20.47
NGC,2022-10-21,16.6,74.26,1.6,20.2
DTB,2022-11-10,16.0,74.36,2.98,17.51
CAP,2022-11-23,68.8,74.42,0.33,92.0
S4A,2022-11-23,35.4,74.47,7.86,36.98
TMG,2022-11-23,61.5,74.48,6.01,74.5
IN4,2021-10-19,98.5,74.57,2.18,129.17
TBC,2022-11-23,29.0,74.61,3.58,34.07
TIX,2022-11-23,32.0,74.66,4.54,36.78
TMP,2022-11-23,50.0,74.76,2.5,63.54
CHC,2022-08-10,2.9,74.83,0.73,2.9
STG,2022-11-22,38.1,74.87,1.94,48.3
INC,2022-11-08,15.5,74.89,1.27,19.0
TVG,2022-06-28,12.7,74.97,0.03,16.9
TRA,2022-11-23,92.0,74.98,4.8,116.29
NT2,2022-11-23,25.0,75.09,1.12,31.8
BED,2022-11-18,39.9,75.24,3.55,48.31
BAX,2022-11-18,79.9,75.25,9.95,92.96
PMS,2022-11-23,22.1,75.61,1.64,27.06
PGS,2022-11-23,27.0,75.85,1.66,33.41
CCV,2022-11-23,37.4,75.87,5.08,42.6
LBM,2022-11-22,42.1,76.24,1.18,53.67
HTI,2022-11-23,16.1,76.37,1.62,18.96
ND2,2022-11-17,32.0,76.49,1.25,40.2
ARM,2022-10-25,50.0,76.75,3.31,60.83
CLC,2022-11-23,33.0,76.8,2.31,39.96
L10,2022-10-18,25.0,77.6,2.2,29.38
TNC,2022-11-23,60.5,77.69,2.23,75.0
PNJ,2022-11-23,105.7,77.87,4.14,130.42
THW,2022-10-21,29.4,77.91,5.87,30.2
NNT,2022-11-22,34.9,78.09,3.33,40.43
SBA,2022-11-23,23.1,78.29,1.57,27.5
LCD,2022-05-17,26.7,78.3,2.27,31.2
XDH,2022-11-18,31.6,78.44,1.95,37.8
LBE,2022-11-04,36.8,78.59,2.34,43.85
DM7,2022-11-22,22.9,78.6,4.9,22.9
PTD,2022-11-11,16.0,78.9,1.72,18.1
DDG,2022-11-23,40.7,79.2,7.83,41.5
TJC,2022-10-28,20.3,79.56,1.11,24.12
SGD,2022-09-28,27.0,79.88,1.35,32.11
VNT,2022-11-23,75.9,79.94,3.31,90.8
CVT,2022-10-21,45.85,79.99,0.89,56.21
HUG,2022-11-01,40.0,80.22,5.52,42.98
HPM,2022-11-18,37.2,80.38,7.3,37.2
VLA,2022-11-15,63.3,80.61,1.23,77.0
NWT,2022-08-03,10.0,81.02,1.25,10.8
SHP,2022-11-23,25.65,81.24,1.4,29.85
WSB,2022-11-23,51.7,81.25,6.33,55.84
PSN,2022-11-03,16.4,81.95,2.96,16.4
DNH,2022-11-22,45.0,82.34,6.71,46.5
ICN,2022-11-23,97.0,82.6,3.68,112.98
CC4,2022-11-01,21.2,82.69,3.67,21.2
KDC,2022-11-23,61.3,82.83,2.43,71.07
SAF,2022-11-23,50.0,82.88,2.13,57.76
QST,2022-09-21,16.0,82.91,1.74,17.2
TDW,2022-10-28,43.25,83.47,3.6,47.5
DRL,2022-11-23,66.8,83.54,6.07,72.7
HFX,2022-08-19,8.6,83.72,1.4,8.6
BDW,2022-11-11,22.0,84.36,3.44,22.0
FIR,2022-11-23,46.0,85.23,4.75,48.4
LAI,2022-11-23,60.0,85.42,3.54,66.1
PPE,2022-09-30,16.9,85.56,1.5,18.0
UEM,2022-08-09,32.0,86.14,4.35,32.1
PRC,2022-11-22,28.0,86.8,1.96,30.0
MTH,2022-09-27,29.8,86.99,3.52,30.21
SMB,2022-11-23,41.3,87.06,3.08,43.9
SEB,2022-11-18,52.0,87.3,1.4,57.96
PDN,2022-11-22,129.1,87.42,4.97,142.0
DCF,2022-11-02,57.0,88.1,4.14,60.0
EPC,2022-10-05,54.9,88.71,6.2,54.9
HEP,2022-10-20,47.6,90.97,4.3,47.6
HKP,2022-06-07,31.2,91.03,2.8,31.2
DTV,2022-10-05,42.6,91.85,0.35,46.0
MEF,2019-05-02,1.6,91.88,0.13,1.6
VE4,2022-11-15,87.0,94.32,4.0,88.0
DNT,2022-10-21,60.0,95.52,2.69,60.0
GAB,2022-03-25,196.4,95.85,7.68,196.9
NDC,2022-11-23,135.0,96.38,1.52,138.5
PTG,2022-11-04,0.3,96.67,0.01,0.3
IME,2022-08-05,141.0,98.28,2.42,141.0
