name,dateOfBirth,gender,province,percentage,district,cityOfBirth,degree,active
Nguyễn Văn Thạnh,1940-07-20,nam,Đồng Nai,0,,,,TRUE
Nguyễn Văn Thạnh,1932-12-08,nam,Long An,0,,,,TRUE
Phạm Phương Thảo,1952-09-15,Nữ,Minh Hải,0,,,,TRUE
Đinh Văn Thế,1942-10-21,nam,Vĩnh Phú,0,,,,TRUE
Đoàn Thị Thêu,1957-08-19,Nữ,Hải Hưng,0,,,,TRUE
Phạm Huy Thọ,1957-04-17,nam,Hải Hưng,0,,,,TRUE
Hữu Thọ,1932-01-08,nam,Vĩnh Phú,0,,,,TRUE
Lê Phước Thọ (Sáu Hậu),1927-12-25,nam,Sóc Trăng,0,,,,TRUE
Trần Thị Lệ Thu,1940-08-15,Nữ,Bình Định,0,,,,TRUE
Nguyễn Thị Thu,1951-07-06,Nữ,Hà Tĩnh,0,,,,TRUE
Nguyễn Thị Hoài Thu (Nguyễn Thị Yến),1943-11-26,Nữ,Tiền Giang,0,,,,TRUE
Phan Thu,1931-06-16,nam,Hà Tây,0,,,,TRUE
Phùng Văn Thư,1939-08-19,nam,Hà Tây,0,,,,TRUE
Lương Quang Thư,1953-01-06,nam,Hải Hưng,0,,,,TRUE
Hoàng Thừa,1937-12-31,nam,Hà Giang,0,,,,TRUE
Ca Lê Thuần,1938-04-01,nam,Bến Tre,0,,,,TRUE
Nguyễn Văn Thuần,1936-04-20,nam,Bình Thuận,0,,,,TRUE
Nguyễn Quốc Thước,1926-02-03,nam,Nghệ An,0,,,,TRUE
Lê Thị Thuỷ,1964-01-07,Nữ,Nghệ An,0,,,,TRUE
Đặng Quân Thụy,1928-02-24,nam,Vĩnh Phú,0,,,,TRUE
Nguyễn Xuân Thuyết,1955-03-01,nam,Vĩnh Phú,0,,,,TRUE
Phan Thị Tiến,1950-08-21,Nữ,Đồng Tháp,0,,,,TRUE
Bùi Văn Tiến,1947-07-22,nam,Nam Hà,0,,,,TRUE
Đặng Quốc Tiến,1947-04-14,nam,Bắc Thái,0,,,,TRUE
Dương Trung Tiến,1950-07-12,nam,Bắc Thái,0,,,,TRUE
Phan Tân Tiến,1938-12-12,nam,Cần Thơ,0,,,,TRUE
Trần Hữu Tín,1943-11-23,nam,Vĩnh Long,0,,,,TRUE
Nguyễn Thị Tỏ,1956-10-05,Nữ,Hoà Bình,0,,,,TRUE
Tô Xuân Toàn,1937-10-01,nam,Ninh Bình,0,,,,TRUE
Phùng Văn Toàn,1951-10-10,nam,Vĩnh Phú,0,,,,TRUE
Bùi Thị Phương Toàn,1946-06-15,Nữ,Hà Tây,0,,,,TRUE
Trần Chu Toàn,1948-08-19,nam,Gia Lai,0,,,,TRUE
Lương Ngọc Toản,1937-09-25,nam,Thanh Hoá,0,,,,TRUE
Bùi Quang Tôn (Trần Đông Phong),1943-05-08,nam,Bến Tre,0,,,,TRUE
Lê Thị Tốt (Lê Thị Hạnh),1947-12-10,Nữ,Trà Vinh,0,,,,TRUE
Phạm Văn Trà,1935-08-12,nam,TP Hải Phòng,0,,,,TRUE
Hà Học Trạc,1930-10-12,nam,Hà Tĩnh,0,,,,TRUE
Trịnh Trân,1928-11-25,nam,Hà Giang,0,,,,TRUE
Nguyễn Ngọc Trân,1940-01-06,nam,An Giang,0,,,,TRUE
Hà Xuân Trí,1943-08-15,nam,Hải Hưng,0,,,,TRUE
Nguyễn Văn Trí,1942-02-22,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
Hà Mạnh Trí,1942-10-01,nam,Thái Bình,0,,,,TRUE
Nguyễn Minh Triết (Sáu Phong),1942-10-08,nam,Sông Bé,0,,,,TRUE
Lê Xuân Trinh,1933-05-01,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
Đinh Trung,1942-02-27,nam,Bình Thuận,0,,,,TRUE
Dương Việt Trung,1933-08-15,nam,Cần Thơ,0,,,,TRUE
Lê Văn Truyền,1941-12-01,nam,Lai Châu,0,,,,TRUE
Lê Văn Tu,1936-09-18,nam,Thanh Hoá,0,,,,TRUE
Phùng Anh Tú,1945-10-02,Nữ,Nam Hà,0,,,,TRUE
Nguyễn Văn Tư,1936-03-14,nam,Đồng Nai,0,,,,TRUE
Linh mục Phan Khắc Từ,1941-12-28,nam,TP Hồ Chí Minh,0,,,,TRUE
Hòa thượng Kim Cương Tử,1914-10-16,nam,TP Hà Nội,0,,,,TRUE
K' Tuất (K'Tuất),1937-12-15,nam,Lâm Đồng,0,,,,TRUE
Nguyễn Thanh Tùng,1933-12-19,nam,Đồng Nai,0,,,,TRUE
Lê Xuân Tùng,1936-02-26,nam,TP Hà Nội,0,,,,TRUE
Lê Minh Tùng,1952-06-23,nam,An Giang,0,,,,TRUE
Phùng Văn Tửu,1923-07-22,nam,Vĩnh Phú,0,,,,TRUE
Trần Thị Bạch Tuyết,1947-06-17,Nữ,Đồng Nai,0,,,,TRUE
Nguyễn Thị Tuyết,1943-10-13,Nữ,Hà Tây,0,,,,TRUE
Đinh Uông,1944-09-15,nam,Quảng Ngãi,0,,,,TRUE
Danh Út,1956-03-19,nam,Kiên Giang,0,,,,TRUE
Trần Thị Kim Vân,1959-12-29,Nữ,Sông Bé,0,,,,TRUE
Cư Hòa Vần,1935-05-15,nam,Lào Cai,0,,,,TRUE
Dương Viên,1931-02-22,nam,Nghệ An,0,,,,TRUE
Hồ Đức Việt,1947-08-13,nam,Sông Bé,0,,,,TRUE
Vũ Tuất Việt,1934-04-17,nam,TP Hồ Chí Minh,0,,,,TRUE
Nguyễn Văn Vọng,1947-10-23,nam,Hà Bắc,0,,,,TRUE
Nguyễn Như Vỹ,1944-10-21,nam,Nghệ An,0,,,,TRUE
Lữ Văn Xiệt,1946-07-13,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Xuân Xinh,1947-04-30,nam,Cần Thơ,0,,,,TRUE
Hà Đình Xô,1953-12-28,nam,Thanh Hoá,0,,,,TRUE
Võ Tòng Xuân,1940-09-06,nam,Cần Thơ,0,,,,TRUE
Y Xuôi,1949-05-12,Nữ,Kon Tum,0,,,,TRUE
Nguyễn Trọng Xuyên,1926-10-10,nam,Ninh Bình,0,,,,TRUE
Nguyễn Thị Bạch Yến,1957-09-18,Nữ,Thanh Hoá,0,,,,TRUE
Nguyễn Văn Yểu,1942-09-22,nam,Hải Hưng,0,,,,TRUE
