"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"H001061","John Hoeven","ND","R","H001061","Committee on Appropriations","member","majority",""
"K000360","Mark Steven Kirk","IL","R","K000360","Committee on Appropriations","member","majority",""
"L000575","James Lankford","OK","R","L000575","Committee on Appropriations","member","majority",""
"L000174","Patrick J. Leahy","VT","D","L000174","Committee on Appropriations","member","minority",""
"A000360","Lamar Alexander","TN","R","A000360","Committee on Appropriations","member","majority",""
"M000355","Mitch McConnell","KY","R","M000355","Committee on Appropriations","member","majority",""
"B001230","Tammy Baldwin","WI","D","B001230","Committee on Appropriations","member","minority",""
"M001176","Jeff Merkley","OR","D","M001176","Committee on Appropriations","member","minority",""
"M000934","Jerry Moran","KS","R","M000934","Committee on Appropriations","member","majority",""
"M001153","Lisa Murkowski","AK","R","M001153","Committee on Appropriations","member","majority",""
"B000575","Roy Blunt","MO","R","B000575","Committee on Appropriations","member","majority",""
"M001169","Christopher S. Murphy","CT","D","M001169","Committee on Appropriations","member","minority",""
"M001111","Patty Murray","WA","D","M001111","Committee on Appropriations","member","minority",""
"B001236","John Boozman","AR","R","B001236","Committee on Appropriations","member","majority",""
"R000122","Jack Reed","RI","D","R000122","Committee on Appropriations","member","minority",""
"C001047","Shelley Moore Capito","WV","R","C001047","Committee on Appropriations","member","majority",""
"C001075","Bill Cassidy","LA","R","C001075","Committee on Appropriations","member","majority",""
"M000702","Barbara A. Mikulski","MD","D","M000702","Committee on Appropriations","member","minority","1"
"C000567","Thad Cochran","MS","R","C000567","Committee on Appropriations","member","majority","1"
"C001095","Tom Cotton","AR","R","C001095","Committee on Armed Services","member","majority",""
"S001141","Jeff Sessions","AL","R","S001141","Committee on Armed Services","member","majority",""
"S001181","Jeanne Shaheen","NH","D","S001181","Committee on Armed Services","member","minority",""
"C001098","Ted Cruz","TX","R","C001098","Committee on Armed Services","member","majority",""
"D000607","Joe Donnelly","IN","D","D000607","Committee on Armed Services","member","minority",""
"S001198","Dan Sullivan","AK","R","S001198","Committee on Armed Services","member","majority",""
"E000295","Joni Ernst","IA","R","E000295","Committee on Armed Services","member","majority",""
"T000476","Thom Tillis","NC","R","T000476","Committee on Armed Services","member","majority",""
"F000463","Deb Fischer","NE","R","F000463","Committee on Armed Services","member","majority",""
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Committee on Armed Services","member","minority",""
"G000359","Lindsey Graham","SC","R","G000359","Committee on Armed Services","member","majority",""
"W000437","Roger Wicker","MS","R","W000437","Committee on Armed Services","member","majority",""
"H001046","Martin Heinrich","NM","D","H001046","Committee on Armed Services","member","minority",""
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Armed Services","member","minority",""
"I000024","James M. Inhofe","OK","R","I000024","Committee on Armed Services","member","majority",""
"K000384","Tim Kaine","VA","D","K000384","Committee on Armed Services","member","minority",""
"K000383","Angus King","ME","ID","K000383","Committee on Armed Services","member","minority",""
"L000577","Mike Lee","UT","R","L000577","Committee on Armed Services","member","majority",""
"M001183","Joe Manchin III","WV","D","M001183","Committee on Armed Services","member","minority",""
"M001170","Claire McCaskill","MO","D","M001170","Committee on Armed Services","member","minority",""
"A000368","Kelly Ayotte","NH","R","A000368","Committee on Armed Services","member","majority",""
"B001277","Richard Blumenthal","CT","D","B001277","Committee on Armed Services","member","minority",""
"N000032","Bill Nelson","FL","D","N000032","Committee on Armed Services","member","minority",""
"R000605","Mike Rounds","SD","R","R000605","Committee on Armed Services","member","majority",""
"M000303","John McCain","AZ","R","M000303","Committee on Armed Services","member","majority","1"
"R000122","Jack Reed","RI","D","R000122","Committee on Armed Services","member","minority","1"
"S001197","Ben Sasse","NE","R","S001197","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"C001071","Bob Corker","TN","R","C001071","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"S000148","Charles E. Schumer","NY","D","S000148","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"S001184","Tim Scott","SC","R","S001184","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"C001095","Tom Cotton","AR","R","C001095","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"C000880","Michael D. Crapo","ID","R","C000880","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"D000607","Joe Donnelly","IN","D","D000607","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"T000464","Jon Tester","MT","D","T000464","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"T000461","Patrick J. Toomey","PA","R","T000461","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"V000127","David Vitter","LA","R","V000127","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"W000805","Mark Warner","VA","D","W000805","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"W000817","Elizabeth Warren","MA","D","W000817","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"H001041","Dean Heller","NV","R","H001041","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"K000360","Mark Steven Kirk","IL","R","K000360","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"M000639","Robert Menendez","NJ","D","M000639","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"M001176","Jeff Merkley","OR","D","M001176","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"M000934","Jerry Moran","KS","R","M000934","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"R000122","Jack Reed","RI","D","R000122","Committee on Banking, Housing, and Urban Affairs","member","minority",""
"R000605","Mike Rounds","SD","R","R000605","Committee on Banking, Housing, and Urban Affairs","member","majority",""
"S000320","Richard C. Shelby","AL","R","S000320","Committee on Banking, Housing, and Urban Affairs","member","majority","1"
"B000944","Sherrod Brown","OH","D","B000944","Committee on Banking, Housing, and Urban Affairs","member","minority","1"
"S001194","Brian Schatz","HI","D","S001194","Committee on Commerce, Science, and Transportation","member","minority",""
"C001098","Ted Cruz","TX","R","C001098","Committee on Commerce, Science, and Transportation","member","majority",""
"D000618","Steve Daines","MT","R","D000618","Committee on Commerce, Science, and Transportation","member","majority",""
"S001198","Dan Sullivan","AK","R","S001198","Committee on Commerce, Science, and Transportation","member","majority",""
"F000463","Deb Fischer","NE","R","F000463","Committee on Commerce, Science, and Transportation","member","majority",""
"U000039","Tom Udall","NM","D","U000039","Committee on Commerce, Science, and Transportation","member","minority",""
"G000562","Cory Gardner","CO","R","G000562","Committee on Commerce, Science, and Transportation","member","majority",""
"W000437","Roger Wicker","MS","R","W000437","Committee on Commerce, Science, and Transportation","member","majority",""
"H001041","Dean Heller","NV","R","H001041","Committee on Commerce, Science, and Transportation","member","majority",""
"J000293","Ron Johnson","WI","R","J000293","Committee on Commerce, Science, and Transportation","member","majority",""
"K000367","Amy Klobuchar","MN","D","K000367","Committee on Commerce, Science, and Transportation","member","minority",""
"M001183","Joe Manchin III","WV","D","M001183","Committee on Commerce, Science, and Transportation","member","minority",""
"M000133","Edward J. Markey","MA","D","M000133","Committee on Commerce, Science, and Transportation","member","minority",""
"M001170","Claire McCaskill","MO","D","M001170","Committee on Commerce, Science, and Transportation","member","minority",""
"A000368","Kelly Ayotte","NH","R","A000368","Committee on Commerce, Science, and Transportation","member","majority",""
"B001277","Richard Blumenthal","CT","D","B001277","Committee on Commerce, Science, and Transportation","member","minority",""
"M000934","Jerry Moran","KS","R","M000934","Committee on Commerce, Science, and Transportation","member","majority",""
"B000575","Roy Blunt","MO","R","B000575","Committee on Commerce, Science, and Transportation","member","majority",""
"B001288","Cory Booker","NJ","D","B001288","Committee on Commerce, Science, and Transportation","member","minority",""
"P000595","Gary Peters","MI","D","P000595","Committee on Commerce, Science, and Transportation","member","minority",""
"C000127","Maria Cantwell","WA","D","C000127","Committee on Commerce, Science, and Transportation","member","minority",""
"R000595","Marco Rubio","FL","R","R000595","Committee on Commerce, Science, and Transportation","member","majority",""
"T000250","John Thune","SD","R","T000250","Committee on Commerce, Science, and Transportation","member","majority","1"
"N000032","Bill Nelson","FL","D","N000032","Committee on Commerce, Science, and Transportation","member","minority","1"
"S000770","Debbie Stabenow","MI","D","S000770","Committee on Energy and Natural Resources","member","minority",""
"D000618","Steve Daines","MT","R","D000618","Committee on Energy and Natural Resources","member","majority",""
"F000444","Jeff Flake","AZ","R","F000444","Committee on Energy and Natural Resources","member","majority",""
"F000457","Al Franken","MN","D","F000457","Committee on Energy and Natural Resources","member","minority",""
"G000562","Cory Gardner","CO","R","G000562","Committee on Energy and Natural Resources","member","majority",""
"W000817","Elizabeth Warren","MA","D","W000817","Committee on Energy and Natural Resources","member","minority",""
"W000779","Ron Wyden","OR","D","W000779","Committee on Energy and Natural Resources","member","minority",""
"H001046","Martin Heinrich","NM","D","H001046","Committee on Energy and Natural Resources","member","minority",""
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Energy and Natural Resources","member","minority",""
"H001061","John Hoeven","ND","R","H001061","Committee on Energy and Natural Resources","member","majority",""
"K000383","Angus King","ME","ID","K000383","Committee on Energy and Natural Resources","member","minority",""
"L000577","Mike Lee","UT","R","L000577","Committee on Energy and Natural Resources","member","majority",""
"M001183","Joe Manchin III","WV","D","M001183","Committee on Energy and Natural Resources","member","minority",""
"A000360","Lamar Alexander","TN","R","A000360","Committee on Energy and Natural Resources","member","majority",""
"B001261","John Barrasso","WY","R","B001261","Committee on Energy and Natural Resources","member","majority",""
"P000449","Rob Portman","OH","R","P000449","Committee on Energy and Natural Resources","member","majority",""
"C001047","Shelley Moore Capito","WV","R","C001047","Committee on Energy and Natural Resources","member","majority",""
"R000584","Jim Risch","ID","R","R000584","Committee on Energy and Natural Resources","member","majority",""
"C001075","Bill Cassidy","LA","R","C001075","Committee on Energy and Natural Resources","member","majority",""
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Energy and Natural Resources","member","minority",""
"M001153","Lisa Murkowski","AK","R","M001153","Committee on Energy and Natural Resources","member","majority","1"
"C000127","Maria Cantwell","WA","D","C000127","Committee on Energy and Natural Resources","member","minority","1"
"S001141","Jeff Sessions","AL","R","S001141","Committee on Environment and Public Works","member","majority",""
"C000880","Michael D. Crapo","ID","R","C000880","Committee on Environment and Public Works","member","majority",""
"S001198","Dan Sullivan","AK","R","S001198","Committee on Environment and Public Works","member","majority",""
"F000463","Deb Fischer","NE","R","F000463","Committee on Environment and Public Works","member","majority",""
"V000127","David Vitter","LA","R","V000127","Committee on Environment and Public Works","member","majority",""
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Committee on Environment and Public Works","member","minority",""
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on Environment and Public Works","member","minority",""
"W000437","Roger Wicker","MS","R","W000437","Committee on Environment and Public Works","member","majority",""
"M000133","Edward J. Markey","MA","D","M000133","Committee on Environment and Public Works","member","minority",""
"M001176","Jeff Merkley","OR","D","M001176","Committee on Environment and Public Works","member","minority",""
"B001261","John Barrasso","WY","R","B001261","Committee on Environment and Public Works","member","majority",""
"B001288","Cory Booker","NJ","D","B001288","Committee on Environment and Public Works","member","minority",""
"B001236","John Boozman","AR","R","B001236","Committee on Environment and Public Works","member","majority",""
"C001047","Shelley Moore Capito","WV","R","C001047","Committee on Environment and Public Works","member","majority",""
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Environment and Public Works","member","minority",""
"C000174","Thomas R. Carper","DE","D","C000174","Committee on Environment and Public Works","member","minority",""
"R000605","Mike Rounds","SD","R","R000605","Committee on Environment and Public Works","member","majority",""
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Environment and Public Works","member","minority",""
"I000024","James M. Inhofe","OK","R","I000024","Committee on Environment and Public Works","member","majority","1"
"B000711","Barbara Boxer","CA","D","B000711","Committee on Environment and Public Works","member","minority","1"
"S000148","Charles E. Schumer","NY","D","S000148","Committee on Finance","member","minority",""
"C001056","John Cornyn","TX","R","C001056","Committee on Finance","member","majority",""
"S001184","Tim Scott","SC","R","S001184","Committee on Finance","member","majority",""
"C000880","Michael D. Crapo","ID","R","C000880","Committee on Finance","member","majority",""
"S000770","Debbie Stabenow","MI","D","S000770","Committee on Finance","member","minority",""
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Finance","member","majority",""
"T000250","John Thune","SD","R","T000250","Committee on Finance","member","majority",""
"T000461","Patrick J. Toomey","PA","R","T000461","Committee on Finance","member","majority",""
"W000805","Mark Warner","VA","D","W000805","Committee on Finance","member","minority",""
"G000386","Charles E. Grassley","IA","R","G000386","Committee on Finance","member","majority",""
"H001041","Dean Heller","NV","R","H001041","Committee on Finance","member","majority",""
"I000055","Johnny Isakson","GA","R","I000055","Committee on Finance","member","majority",""
"M000639","Robert Menendez","NJ","D","M000639","Committee on Finance","member","minority",""
"B001267","Michael Bennet","CO","D","B001267","Committee on Finance","member","minority",""
"N000032","Bill Nelson","FL","D","N000032","Committee on Finance","member","minority",""
"B000944","Sherrod Brown","OH","D","B000944","Committee on Finance","member","minority",""
"B001135","Richard M. Burr","NC","R","B001135","Committee on Finance","member","majority",""
"P000449","Rob Portman","OH","R","P000449","Committee on Finance","member","majority",""
"C000127","Maria Cantwell","WA","D","C000127","Committee on Finance","member","minority",""
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Finance","member","minority",""
"C000174","Thomas R. Carper","DE","D","C000174","Committee on Finance","member","minority",""
"R000307","Pat Roberts","KS","R","R000307","Committee on Finance","member","majority",""
"C001070","Bob Casey","PA","D","C001070","Committee on Finance","member","minority",""
"C000542","Daniel Coats","IN","R","C000542","Committee on Finance","member","majority",""
"H000338","Orrin G. Hatch","UT","R","H000338","Committee on Finance","member","majority","1"
"W000779","Ron Wyden","OR","D","W000779","Committee on Finance","member","minority","1"
"C001088","Christopher A. Coons","DE","D","C001088","Committee on Foreign Relations","member","minority",""
"S001181","Jeanne Shaheen","NH","D","S001181","Committee on Foreign Relations","member","minority",""
"F000444","Jeff Flake","AZ","R","F000444","Committee on Foreign Relations","member","majority",""
"U000039","Tom Udall","NM","D","U000039","Committee on Foreign Relations","member","minority",""
"G000562","Cory Gardner","CO","R","G000562","Committee on Foreign Relations","member","majority",""
"I000055","Johnny Isakson","GA","R","I000055","Committee on Foreign Relations","member","majority",""
"J000293","Ron Johnson","WI","R","J000293","Committee on Foreign Relations","member","majority",""
"K000384","Tim Kaine","VA","D","K000384","Committee on Foreign Relations","member","minority",""
"M000133","Edward J. Markey","MA","D","M000133","Committee on Foreign Relations","member","minority",""
"M000639","Robert Menendez","NJ","D","M000639","Committee on Foreign Relations","member","minority",""
"B001261","John Barrasso","WY","R","B001261","Committee on Foreign Relations","member","majority",""
"M001169","Christopher S. Murphy","CT","D","M001169","Committee on Foreign Relations","member","minority",""
"P000603","Rand Paul","KY","R","P000603","Committee on Foreign Relations","member","majority",""
"B000711","Barbara Boxer","CA","D","B000711","Committee on Foreign Relations","member","minority",""
"P000612","David Perdue","GA","R","P000612","Committee on Foreign Relations","member","majority",""
"R000584","Jim Risch","ID","R","R000584","Committee on Foreign Relations","member","majority",""
"R000595","Marco Rubio","FL","R","R000595","Committee on Foreign Relations","member","majority",""
"C001071","Bob Corker","TN","R","C001071","Committee on Foreign Relations","member","majority","1"
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Foreign Relations","member","minority","1"
"C001035","Susan Collins","ME","R","C001035","Committee on Health, Education, Labor, and Pensions","member","majority",""
"S001184","Tim Scott","SC","R","S001184","Committee on Health, Education, Labor, and Pensions","member","majority",""
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Health, Education, Labor, and Pensions","member","majority",""
"F000457","Al Franken","MN","D","F000457","Committee on Health, Education, Labor, and Pensions","member","minority",""
"W000817","Elizabeth Warren","MA","D","W000817","Committee on Health, Education, Labor, and Pensions","member","minority",""
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on Health, Education, Labor, and Pensions","member","minority",""
"H000338","Orrin G. Hatch","UT","R","H000338","Committee on Health, Education, Labor, and Pensions","member","majority",""
"I000055","Johnny Isakson","GA","R","I000055","Committee on Health, Education, Labor, and Pensions","member","majority",""
"K000360","Mark Steven Kirk","IL","R","K000360","Committee on Health, Education, Labor, and Pensions","member","majority",""
"B001230","Tammy Baldwin","WI","D","B001230","Committee on Health, Education, Labor, and Pensions","member","minority",""
"M000702","Barbara A. Mikulski","MD","D","M000702","Committee on Health, Education, Labor, and Pensions","member","minority",""
"B001267","Michael Bennet","CO","D","B001267","Committee on Health, Education, Labor, and Pensions","member","minority",""
"M001153","Lisa Murkowski","AK","R","M001153","Committee on Health, Education, Labor, and Pensions","member","majority",""
"M001169","Christopher S. Murphy","CT","D","M001169","Committee on Health, Education, Labor, and Pensions","member","minority",""
"P000603","Rand Paul","KY","R","P000603","Committee on Health, Education, Labor, and Pensions","member","majority",""
"B001135","Richard M. Burr","NC","R","B001135","Committee on Health, Education, Labor, and Pensions","member","majority",""
"R000307","Pat Roberts","KS","R","R000307","Committee on Health, Education, Labor, and Pensions","member","majority",""
"C001070","Bob Casey","PA","D","C001070","Committee on Health, Education, Labor, and Pensions","member","minority",""
"C001075","Bill Cassidy","LA","R","C001075","Committee on Health, Education, Labor, and Pensions","member","majority",""
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Health, Education, Labor, and Pensions","member","minority",""
"A000360","Lamar Alexander","TN","R","A000360","Committee on Health, Education, Labor, and Pensions","member","majority","1"
"M001111","Patty Murray","WA","D","M001111","Committee on Health, Education, Labor, and Pensions","member","minority","1"
"S001197","Ben Sasse","NE","R","S001197","Committee on Homeland Security and Governmental Affairs","member","majority",""
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Homeland Security and Governmental Affairs","member","majority",""
"T000464","Jon Tester","MT","D","T000464","Committee on Homeland Security and Governmental Affairs","member","minority",""
"E000295","Joni Ernst","IA","R","E000295","Committee on Homeland Security and Governmental Affairs","member","majority",""
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Homeland Security and Governmental Affairs","member","minority",""
"L000575","James Lankford","OK","R","L000575","Committee on Homeland Security and Governmental Affairs","member","majority",""
"M000303","John McCain","AZ","R","M000303","Committee on Homeland Security and Governmental Affairs","member","majority",""
"M001170","Claire McCaskill","MO","D","M001170","Committee on Homeland Security and Governmental Affairs","member","minority",""
"A000368","Kelly Ayotte","NH","R","A000368","Committee on Homeland Security and Governmental Affairs","member","majority",""
"B001230","Tammy Baldwin","WI","D","B001230","Committee on Homeland Security and Governmental Affairs","member","minority",""
"B001288","Cory Booker","NJ","D","B001288","Committee on Homeland Security and Governmental Affairs","member","minority",""
"P000603","Rand Paul","KY","R","P000603","Committee on Homeland Security and Governmental Affairs","member","majority",""
"P000595","Gary Peters","MI","D","P000595","Committee on Homeland Security and Governmental Affairs","member","minority",""
"P000449","Rob Portman","OH","R","P000449","Committee on Homeland Security and Governmental Affairs","member","majority",""
"J000293","Ron Johnson","WI","R","J000293","Committee on Homeland Security and Governmental Affairs","member","majority","1"
"C000174","Thomas R. Carper","DE","D","C000174","Committee on Homeland Security and Governmental Affairs","member","minority","1"
"S001194","Brian Schatz","HI","D","S001194","Committee on Indian Affairs","member","minority",""
"C000880","Michael D. Crapo","ID","R","C000880","Committee on Indian Affairs","member","majority",""
"D000618","Steve Daines","MT","R","D000618","Committee on Indian Affairs","member","majority",""
"T000464","Jon Tester","MT","D","T000464","Committee on Indian Affairs","member","minority",""
"U000039","Tom Udall","NM","D","U000039","Committee on Indian Affairs","member","minority",""
"F000457","Al Franken","MN","D","F000457","Committee on Indian Affairs","member","minority",""
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Indian Affairs","member","minority",""
"H001061","John Hoeven","ND","R","H001061","Committee on Indian Affairs","member","majority",""
"L000575","James Lankford","OK","R","L000575","Committee on Indian Affairs","member","majority",""
"M000303","John McCain","AZ","R","M000303","Committee on Indian Affairs","member","majority",""
"M000934","Jerry Moran","KS","R","M000934","Committee on Indian Affairs","member","majority",""
"M001153","Lisa Murkowski","AK","R","M001153","Committee on Indian Affairs","member","majority",""
"C000127","Maria Cantwell","WA","D","C000127","Committee on Indian Affairs","member","minority",""
"B001261","John Barrasso","WY","R","B001261","Committee on Indian Affairs","member","majority","1"
"C001098","Ted Cruz","TX","R","C001098","Committee on Rules and Administration","member","majority",""
"S000320","Richard C. Shelby","AL","R","S000320","Committee on Rules and Administration","member","majority",""
"D000563","Richard J. Durbin","IL","D","D000563","Committee on Rules and Administration","member","minority",""
"F000062","Dianne Feinstein","CA","D","F000062","Committee on Rules and Administration","member","minority",""
"U000039","Tom Udall","NM","D","U000039","Committee on Rules and Administration","member","minority",""
"W000805","Mark Warner","VA","D","W000805","Committee on Rules and Administration","member","minority",""
"W000437","Roger Wicker","MS","R","W000437","Committee on Rules and Administration","member","majority",""
"K000383","Angus King","ME","ID","K000383","Committee on Rules and Administration","member","minority",""
"K000367","Amy Klobuchar","MN","D","K000367","Committee on Rules and Administration","member","minority",""
"L000174","Patrick J. Leahy","VT","D","L000174","Committee on Rules and Administration","member","minority",""
"A000360","Lamar Alexander","TN","R","A000360","Committee on Rules and Administration","member","majority",""
"M000355","Mitch McConnell","KY","R","M000355","Committee on Rules and Administration","member","majority",""
"B001236","John Boozman","AR","R","B001236","Committee on Rules and Administration","member","majority",""
"C001047","Shelley Moore Capito","WV","R","C001047","Committee on Rules and Administration","member","majority",""
"R000307","Pat Roberts","KS","R","R000307","Committee on Rules and Administration","member","majority",""
"C000567","Thad Cochran","MS","R","C000567","Committee on Rules and Administration","member","majority",""
"S000148","Charles E. Schumer","NY","D","S000148","Committee on Rules and Administration","member","minority","1"
"B000575","Roy Blunt","MO","R","B000575","Committee on Rules and Administration","member","majority","1"
"C001088","Christopher A. Coons","DE","D","C001088","Committee on Small Business and Entrepreneurship","member","minority",""
"S001184","Tim Scott","SC","R","S001184","Committee on Small Business and Entrepreneurship","member","majority",""
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Small Business and Entrepreneurship","member","majority",""
"E000295","Joni Ernst","IA","R","E000295","Committee on Small Business and Entrepreneurship","member","majority",""
"F000463","Deb Fischer","NE","R","F000463","Committee on Small Business and Entrepreneurship","member","majority",""
"G000562","Cory Gardner","CO","R","G000562","Committee on Small Business and Entrepreneurship","member","majority",""
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Small Business and Entrepreneurship","member","minority",""
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Small Business and Entrepreneurship","member","minority",""
"M000133","Edward J. Markey","MA","D","M000133","Committee on Small Business and Entrepreneurship","member","minority",""
"A000368","Kelly Ayotte","NH","R","A000368","Committee on Small Business and Entrepreneurship","member","majority",""
"B001288","Cory Booker","NJ","D","B001288","Committee on Small Business and Entrepreneurship","member","minority",""
"P000603","Rand Paul","KY","R","P000603","Committee on Small Business and Entrepreneurship","member","majority",""
"P000595","Gary Peters","MI","D","P000595","Committee on Small Business and Entrepreneurship","member","minority",""
"C000127","Maria Cantwell","WA","D","C000127","Committee on Small Business and Entrepreneurship","member","minority",""
"R000584","Jim Risch","ID","R","R000584","Committee on Small Business and Entrepreneurship","member","majority",""
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Small Business and Entrepreneurship","member","minority",""
"R000595","Marco Rubio","FL","R","R000595","Committee on Small Business and Entrepreneurship","member","majority",""
"S001181","Jeanne Shaheen","NH","D","S001181","Committee on Small Business and Entrepreneurship","member","minority","1"
"V000127","David Vitter","LA","R","V000127","Committee on Small Business and Entrepreneurship","member","majority","1"
"C001071","Bob Corker","TN","R","C001071","Committee on the Budget","member","majority",""
"S001141","Jeff Sessions","AL","R","S001141","Committee on the Budget","member","majority",""
"C000880","Michael D. Crapo","ID","R","C000880","Committee on the Budget","member","majority",""
"S000770","Debbie Stabenow","MI","D","S000770","Committee on the Budget","member","minority",""
"T000461","Patrick J. Toomey","PA","R","T000461","Committee on the Budget","member","majority",""
"W000805","Mark Warner","VA","D","W000805","Committee on the Budget","member","minority",""
"G000359","Lindsey Graham","SC","R","G000359","Committee on the Budget","member","majority",""
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on the Budget","member","minority",""
"G000386","Charles E. Grassley","IA","R","G000386","Committee on the Budget","member","majority",""
"W000437","Roger Wicker","MS","R","W000437","Committee on the Budget","member","majority",""
"W000779","Ron Wyden","OR","D","W000779","Committee on the Budget","member","minority",""
"J000293","Ron Johnson","WI","R","J000293","Committee on the Budget","member","majority",""
"K000384","Tim Kaine","VA","D","K000384","Committee on the Budget","member","minority",""
"K000383","Angus King","ME","ID","K000383","Committee on the Budget","member","minority",""
"A000368","Kelly Ayotte","NH","R","A000368","Committee on the Budget","member","majority",""
"B001230","Tammy Baldwin","WI","D","B001230","Committee on the Budget","member","minority",""
