"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"T000476","Thom Tillis","R","NC","T000476","Committee on Armed Services","member","majority",7
"K000383","Angus King","ID","ME","K000383","Committee on Armed Services","member","minority",7
"S001198","Dan Sullivan","R","AK","S001198","Committee on Armed Services","member","majority",8
"H001046","Martin Heinrich","D","NM","H001046","Committee on Armed Services","member","minority",8
"P000612","David Perdue","R","GA","P000612","Committee on Armed Services","member","majority",9
"W000817","Elizabeth Warren","D","MA","W000817","Committee on Armed Services","member","minority",9
"C001096","Kevin Cramer","R","ND","C001096","Committee on Armed Services","member","majority",10
"P000595","Gary Peters","D","MI","P000595","Committee on Armed Services","member","minority",10
"M001183","Joe Manchin III","D","WV","M001183","Committee on Armed Services","member","minority",11
"S001217","Rick Scott","R","FL","S001217","Committee on Armed Services","member","majority",12
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Armed Services","member","minority",12
"B001243","Marsha Blackburn","R","TN","B001243","Committee on Armed Services","member","majority",13
"J000300","Doug Jones","D","AL","J000300","Committee on Armed Services","member","minority",13
"H001089","Joshua Hawley","R","MO","H001089","Committee on Armed Services","member","majority",14
"C000880","Michael D. Crapo","R","ID","C000880","Committee on Banking, Housing, and Urban Affairs","Chairman","majority",1
"B000944","Sherrod Brown","D","OH","B000944","Committee on Banking, Housing, and Urban Affairs","Ranking Member","minority",1
"S000320","Richard C. Shelby","R","AL","S000320","Committee on Banking, Housing, and Urban Affairs","member","majority",2
"R000122","Jack Reed","D","RI","R000122","Committee on Banking, Housing, and Urban Affairs","member","minority",2
"T000461","Patrick J. Toomey","R","PA","T000461","Committee on Banking, Housing, and Urban Affairs","member","majority",3
"M000639","Robert Menendez","D","NJ","M000639","Committee on Banking, Housing, and Urban Affairs","member","minority",3
"S001184","Tim Scott","R","SC","S001184","Committee on Banking, Housing, and Urban Affairs","member","majority",4
"T000464","Jon Tester","D","MT","T000464","Committee on Banking, Housing, and Urban Affairs","member","minority",4
"S001197","Ben Sasse","R","NE","S001197","Committee on Banking, Housing, and Urban Affairs","member","majority",5
"W000805","Mark Warner","D","VA","W000805","Committee on Banking, Housing, and Urban Affairs","member","minority",5
"C001095","Tom Cotton","R","AR","C001095","Committee on Banking, Housing, and Urban Affairs","member","majority",6
"W000817","Elizabeth Warren","D","MA","W000817","Committee on Banking, Housing, and Urban Affairs","member","minority",6
"R000605","Mike Rounds","R","SD","R000605","Committee on Banking, Housing, and Urban Affairs","member","majority",7
"S001194","Brian Schatz","D","HI","S001194","Committee on Banking, Housing, and Urban Affairs","member","minority",7
"P000612","David Perdue","R","GA","P000612","Committee on Banking, Housing, and Urban Affairs","member","majority",8
"V000128","Chris Van Hollen","D","MD","V000128","Committee on Banking, Housing, and Urban Affairs","member","minority",8
"T000476","Thom Tillis","R","NC","T000476","Committee on Banking, Housing, and Urban Affairs","member","majority",9
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Banking, Housing, and Urban Affairs","member","minority",9
"K000393","John Kennedy","R","LA","K000393","Committee on Banking, Housing, and Urban Affairs","member","majority",10
"J000300","Doug Jones","D","AL","J000300","Committee on Banking, Housing, and Urban Affairs","member","minority",10
"S001203","Tina Smith","D","MN","S001203","Committee on Banking, Housing, and Urban Affairs","member","minority",11
"M000934","Jerry Moran","R","KS","M000934","Committee on Banking, Housing, and Urban Affairs","member","majority",12
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Banking, Housing, and Urban Affairs","member","minority",12
"C001096","Kevin Cramer","R","ND","C001096","Committee on Banking, Housing, and Urban Affairs","member","majority",13
"W000437","Roger Wicker","R","MS","W000437","Committee on Commerce, Science, and Transportation","Chairman","majority",1
"C000127","Maria Cantwell","D","WA","C000127","Committee on Commerce, Science, and Transportation","Ranking Member","minority",1
"T000250","John Thune","R","SD","T000250","Committee on Commerce, Science, and Transportation","member","majority",2
"K000367","Amy Klobuchar","D","MN","K000367","Committee on Commerce, Science, and Transportation","member","minority",2
"B000575","Roy Blunt","R","MO","B000575","Committee on Commerce, Science, and Transportation","member","majority",3
"B001277","Richard Blumenthal","D","CT","B001277","Committee on Commerce, Science, and Transportation","member","minority",3
"C001098","Ted Cruz","R","TX","C001098","Committee on Commerce, Science, and Transportation","member","majority",4
"S001194","Brian Schatz","D","HI","S001194","Committee on Commerce, Science, and Transportation","member","minority",4
"F000463","Deb Fischer","R","NE","F000463","Committee on Commerce, Science, and Transportation","member","majority",5
"M000133","Edward J. Markey","D","MA","M000133","Committee on Commerce, Science, and Transportation","member","minority",5
"M000934","Jerry Moran","R","KS","M000934","Committee on Commerce, Science, and Transportation","member","majority",6
"U000039","Tom Udall","D","NM","U000039","Committee on Commerce, Science, and Transportation","member","minority",6
"S001198","Dan Sullivan","R","AK","S001198","Committee on Commerce, Science, and Transportation","member","majority",7
"P000595","Gary Peters","D","MI","P000595","Committee on Commerce, Science, and Transportation","member","minority",7
"G000562","Cory Gardner","R","CO","G000562","Committee on Commerce, Science, and Transportation","member","majority",8
"B001230","Tammy Baldwin","D","WI","B001230","Committee on Commerce, Science, and Transportation","member","minority",8
"B001243","Marsha Blackburn","R","TN","B001243","Committee on Commerce, Science, and Transportation","member","majority",9
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Commerce, Science, and Transportation","member","minority",9
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Commerce, Science, and Transportation","member","majority",10
"T000464","Jon Tester","D","MT","T000464","Committee on Commerce, Science, and Transportation","member","minority",10
"L000577","Mike Lee","R","UT","L000577","Committee on Commerce, Science, and Transportation","member","majority",11
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Commerce, Science, and Transportation","member","minority",11
"J000293","Ron Johnson","R","WI","J000293","Committee on Commerce, Science, and Transportation","member","majority",12
"R000608","Jacky Rosen","D","NV","R000608","Committee on Commerce, Science, and Transportation","member","minority",12
"Y000064","Todd Young","R","IN","Y000064","Committee on Commerce, Science, and Transportation","member","majority",13
"S001217","Rick Scott","R","FL","S001217","Committee on Commerce, Science, and Transportation","member","majority",14
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Energy and Natural Resources","Chairman","majority",1
"M001183","Joe Manchin III","D","WV","M001183","Committee on Energy and Natural Resources","Ranking Member","minority",1
"B001261","John Barrasso","R","WY","B001261","Committee on Energy and Natural Resources","member","majority",2
"W000779","Ron Wyden","D","OR","W000779","Committee on Energy and Natural Resources","member","minority",2
"R000584","Jim Risch","R","ID","R000584","Committee on Energy and Natural Resources","member","majority",3
"C000127","Maria Cantwell","D","WA","C000127","Committee on Energy and Natural Resources","member","minority",3
"L000577","Mike Lee","R","UT","L000577","Committee on Energy and Natural Resources","member","majority",4
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Energy and Natural Resources","member","minority",4
"D000618","Steve Daines","R","MT","D000618","Committee on Energy and Natural Resources","member","majority",5
"S000770","Debbie Stabenow","D","MI","S000770","Committee on Energy and Natural Resources","member","minority",5
"C001075","Bill Cassidy","R","LA","C001075","Committee on Energy and Natural Resources","member","majority",6
"H001046","Martin Heinrich","D","NM","H001046","Committee on Energy and Natural Resources","member","minority",6
"G000562","Cory Gardner","R","CO","G000562","Committee on Energy and Natural Resources","member","majority",7
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Energy and Natural Resources","member","minority",7
"H001079","Cindy Hyde-Smith","R","MS","H001079","Committee on Energy and Natural Resources","member","majority",8
"K000383","Angus King","ID","ME","K000383","Committee on Energy and Natural Resources","member","minority",8
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Energy and Natural Resources","member","minority",9
"A000360","Lamar Alexander","R","TN","A000360","Committee on Energy and Natural Resources","member","majority",10
"H001061","John Hoeven","R","ND","H001061","Committee on Energy and Natural Resources","member","majority",11
"B001261","John Barrasso","R","WY","B001261","Committee on Environment and Public Works","Chairman","majority",1
"C000174","Thomas R. Carper","D","DE","C000174","Committee on Environment and Public Works","Ranking Member","minority",1
"I000024","James M. Inhofe","R","OK","I000024","Committee on Environment and Public Works","member","majority",2
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Environment and Public Works","member","minority",2
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Environment and Public Works","member","majority",3
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Environment and Public Works","member","minority",3
"C001096","Kevin Cramer","R","ND","C001096","Committee on Environment and Public Works","member","majority",4
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on Environment and Public Works","member","minority",4
"B001310","Mike Braun","R","IN","B001310","Committee on Environment and Public Works","member","majority",5
"M001176","Jeff Merkley","D","OR","M001176","Committee on Environment and Public Works","member","minority",5
"R000605","Mike Rounds","R","SD","R000605","Committee on Environment and Public Works","member","majority",6
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Committee on Environment and Public Works","member","minority",6
"S001198","Dan Sullivan","R","AK","S001198","Committee on Environment and Public Works","member","majority",7
"B001288","Cory Booker","D","NJ","B001288","Committee on Environment and Public Works","member","minority",7
"B001236","John Boozman","R","AR","B001236","Committee on Environment and Public Works","member","majority",8
"M000133","Edward J. Markey","D","MA","M000133","Committee on Environment and Public Works","member","minority",8
"W000437","Roger Wicker","R","MS","W000437","Committee on Environment and Public Works","member","majority",9
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Environment and Public Works","member","minority",9
"S000320","Richard C. Shelby","R","AL","S000320","Committee on Environment and Public Works","member","majority",10
"V000128","Chris Van Hollen","D","MD","V000128","Committee on Environment and Public Works","member","minority",10
"E000295","Joni Ernst","R","IA","E000295","Committee on Environment and Public Works","member","majority",11
"G000386","Charles E. Grassley","R","IA","G000386","Committee on Finance","Chairman","majority",1
"W000779","Ron Wyden","D","OR","W000779","Committee on Finance","Ranking Member","minority",1
"C000880","Michael D. Crapo","R","ID","C000880","Committee on Finance","member","majority",2
"S000770","Debbie Stabenow","D","MI","S000770","Committee on Finance","member","minority",2
"R000307","Pat Roberts","R","KS","R000307","Committee on Finance","member","majority",3
"C000127","Maria Cantwell","D","WA","C000127","Committee on Finance","member","minority",3
"E000285","Michael B. Enzi","R","WY","E000285","Committee on Finance","member","majority",4
"M000639","Robert Menendez","D","NJ","M000639","Committee on Finance","member","minority",4
"C001056","John Cornyn","R","TX","C001056","Committee on Finance","member","majority",5
"C000174","Thomas R. Carper","D","DE","C000174","Committee on Finance","member","minority",5
"T000250","John Thune","R","SD","T000250","Committee on Finance","member","majority",6
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Finance","member","minority",6
"B001135","Richard M. Burr","R","NC","B001135","Committee on Finance","member","majority",7
"B000944","Sherrod Brown","D","OH","B000944","Committee on Finance","member","minority",7
"B001267","Michael Bennet","D","CO","B001267","Committee on Finance","member","minority",8
"P000449","Rob Portman","R","OH","P000449","Committee on Finance","member","majority",9
"C001070","Bob Casey","D","PA","C001070","Committee on Finance","member","minority",9
"T000461","Patrick J. Toomey","R","PA","T000461","Committee on Finance","member","majority",10
"W000805","Mark Warner","D","VA","W000805","Committee on Finance","member","minority",10
"S001184","Tim Scott","R","SC","S001184","Committee on Finance","member","majority",11
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on Finance","member","minority",11
"C001075","Bill Cassidy","R","LA","C001075","Committee on Finance","member","majority",12
"H001076","Margaret Hassan","D","NH","H001076","Committee on Finance","member","minority",12
"L000575","James Lankford","R","OK","L000575","Committee on Finance","member","majority",13
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Finance","member","minority",13
"D000618","Steve Daines","R","MT","D000618","Committee on Finance","member","majority",14
"Y000064","Todd Young","R","IN","Y000064","Committee on Finance","member","majority",15
"R000584","Jim Risch","R","ID","R000584","Committee on Foreign Relations","Chairman","majority",1
"M000639","Robert Menendez","D","NJ","M000639","Committee on Foreign Relations","Ranking Member","minority",1
"R000595","Marco Rubio","R","FL","R000595","Committee on Foreign Relations","member","majority",2
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Foreign Relations","member","minority",2
"J000293","Ron Johnson","R","WI","J000293","Committee on Foreign Relations","member","majority",3
"S001181","Jeanne Shaheen","D","NH","S001181","Committee on Foreign Relations","member","minority",3
"G000562","Cory Gardner","R","CO","G000562","Committee on Foreign Relations","member","majority",4
"C001088","Christopher A. Coons","D","DE","C001088","Committee on Foreign Relations","member","minority",4
"R000615","Mitt Romney","R","UT","R000615","Committee on Foreign Relations","member","majority",5
"U000039","Tom Udall","D","NM","U000039","Committee on Foreign Relations","member","minority",5
"G000359","Lindsey Graham","R","SC","G000359","Committee on Foreign Relations","member","majority",6
"M001169","Christopher S. Murphy","D","CT","M001169","Committee on Foreign Relations","member","minority",6
"K000384","Tim Kaine","D","VA","K000384","Committee on Foreign Relations","member","minority",7
"B001261","John Barrasso","R","WY","B001261","Committee on Foreign Relations","member","majority",8
"M000133","Edward J. Markey","D","MA","M000133","Committee on Foreign Relations","member","minority",8
"P000449","Rob Portman","R","OH","P000449","Committee on Foreign Relations","member","majority",9
"M001176","Jeff Merkley","D","OR","M001176","Committee on Foreign Relations","member","minority",9
"P000603","Rand Paul","R","KY","P000603","Committee on Foreign Relations","member","majority",10
"B001288","Cory Booker","D","NJ","B001288","Committee on Foreign Relations","member","minority",10
"Y000064","Todd Young","R","IN","Y000064","Committee on Foreign Relations","member","majority",11
"C001098","Ted Cruz","R","TX","C001098","Committee on Foreign Relations","member","majority",12
"A000360","Lamar Alexander","R","TN","A000360","Committee on Health, Education, Labor, and Pensions","Chairman","majority",1
"M001111","Patty Murray","D","WA","M001111","Committee on Health, Education, Labor, and Pensions","Ranking Member","minority",1
"E000285","Michael B. Enzi","R","WY","E000285","Committee on Health, Education, Labor, and Pensions","member","majority",2
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Health, Education, Labor, and Pensions","member","minority",2
"B001135","Richard M. Burr","R","NC","B001135","Committee on Health, Education, Labor, and Pensions","member","majority",3
"C001070","Bob Casey","D","PA","C001070","Committee on Health, Education, Labor, and Pensions","member","minority",3
"B001230","Tammy Baldwin","D","WI","B001230","Committee on Health, Education, Labor, and Pensions","member","minority",4
"P000603","Rand Paul","R","KY","P000603","Committee on Health, Education, Labor, and Pensions","member","majority",5
"M001169","Christopher S. Murphy","D","CT","M001169","Committee on Health, Education, Labor, and Pensions","member","minority",5
"C001035","Susan Collins","R","ME","C001035","Committee on Health, Education, Labor, and Pensions","member","majority",6
"W000817","Elizabeth Warren","D","MA","W000817","Committee on Health, Education, Labor, and Pensions","member","minority",6
"C001075","Bill Cassidy","R","LA","C001075","Committee on Health, Education, Labor, and Pensions","member","majority",7
"K000384","Tim Kaine","D","VA","K000384","Committee on Health, Education, Labor, and Pensions","member","minority",7
"R000307","Pat Roberts","R","KS","R000307","Committee on Health, Education, Labor, and Pensions","member","majority",8
"H001076","Margaret Hassan","D","NH","H001076","Committee on Health, Education, Labor, and Pensions","member","minority",8
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Health, Education, Labor, and Pensions","member","majority",9
"S001203","Tina Smith","D","MN","S001203","Committee on Health, Education, Labor, and Pensions","member","minority",9
"S001184","Tim Scott","R","SC","S001184","Committee on Health, Education, Labor, and Pensions","member","majority",10
"J000300","Doug Jones","D","AL","J000300","Committee on Health, Education, Labor, and Pensions","member","minority",10
"R000615","Mitt Romney","R","UT","R000615","Committee on Health, Education, Labor, and Pensions","member","majority",11
"R000608","Jacky Rosen","D","NV","R000608","Committee on Health, Education, Labor, and Pensions","member","minority",11
"B001310","Mike Braun","R","IN","B001310","Committee on Health, Education, Labor, and Pensions","member","majority",12
"J000293","Ron Johnson","R","WI","J000293","Committee on Homeland Security and Governmental Affairs","Chairman","majority",1
"P000595","Gary Peters","D","MI","P000595","Committee on Homeland Security and Governmental Affairs","Ranking Member","minority",1
"P000449","Rob Portman","R","OH","P000449","Committee on Homeland Security and Governmental Affairs","member","majority",2
"C000174","Thomas R. Carper","D","DE","C000174","Committee on Homeland Security and Governmental Affairs","member","minority",2
"P000603","Rand Paul","R","KY","P000603","Committee on Homeland Security and Governmental Affairs","member","majority",3
"H001076","Margaret Hassan","D","NH","H001076","Committee on Homeland Security and Governmental Affairs","member","minority",3
"L000575","James Lankford","R","OK","L000575","Committee on Homeland Security and Governmental Affairs","member","majority",4
"H001075","Kamala Harris","D","CA","H001075","Committee on Homeland Security and Governmental Affairs","member","minority",4
"R000615","Mitt Romney","R","UT","R000615","Committee on Homeland Security and Governmental Affairs","member","majority",5
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Homeland Security and Governmental Affairs","member","minority",5
"S001217","Rick Scott","R","FL","S001217","Committee on Homeland Security and Governmental Affairs","member","majority",6
"R000608","Jacky Rosen","D","NV","R000608","Committee on Homeland Security and Governmental Affairs","member","minority",6
"E000285","Michael B. Enzi","R","WY","E000285","Committee on Homeland Security and Governmental Affairs","member","majority",7
"H001089","Joshua Hawley","R","MO","H001089","Committee on Homeland Security and Governmental Affairs","member","majority",8
"H001061","John Hoeven","R","ND","H001061","Committee on Indian Affairs","Chairman","majority",1
"U000039","Tom Udall","D","NM","U000039","Committee on Indian Affairs","Vice Chairman","minority",1
"B001261","John Barrasso","R","WY","B001261","Committee on Indian Affairs","member","majority",2
"C000127","Maria Cantwell","D","WA","C000127","Committee on Indian Affairs","member","minority",2
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Indian Affairs","member","majority",3
"T000464","Jon Tester","D","MT","T000464","Committee on Indian Affairs","member","minority",3
"L000575","James Lankford","R","OK","L000575","Committee on Indian Affairs","member","majority",4
"S001194","Brian Schatz","D","HI","S001194","Committee on Indian Affairs","member","minority",4
"D000618","Steve Daines","R","MT","D000618","Committee on Indian Affairs","member","majority",5
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Indian Affairs","member","minority",5
"S001203","Tina Smith","D","MN","S001203","Committee on Indian Affairs","member","minority",6
"M000934","Jerry Moran","R","KS","M000934","Committee on Indian Affairs","member","majority",7
"B000575","Roy Blunt","R","MO","B000575","Committee on Rules and Administration","Chairman","majority",1
"K000367","Amy Klobuchar","D","MN","K000367","Committee on Rules and Administration","Ranking Member","minority",1
"M000355","Mitch McConnell","R","KY","M000355","Committee on Rules and Administration","member","majority",2
"F000062","Dianne Feinstein","D","CA","F000062","Committee on Rules and Administration","member","minority",2
"A000360","Lamar Alexander","R","TN","A000360","Committee on Rules and Administration","member","majority",3
"S000148","Charles E. Schumer","D","NY","S000148","Committee on Rules and Administration","member","minority",3
"R000307","Pat Roberts","R","KS","R000307","Committee on Rules and Administration","member","majority",4
"D000563","Richard J. Durbin","D","IL","D000563","Committee on Rules and Administration","member","minority",4
"S000320","Richard C. Shelby","R","AL","S000320","Committee on Rules and Administration","member","majority",5
"U000039","Tom Udall","D","NM","U000039","Committee on Rules and Administration","member","minority",5
"C001098","Ted Cruz","R","TX","C001098","Committee on Rules and Administration","member","majority",6
"W000805","Mark Warner","D","VA","W000805","Committee on Rules and Administration","member","minority",6
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Rules and Administration","member","majority",7
"L000174","Patrick J. Leahy","D","VT","L000174","Committee on Rules and Administration","member","minority",7
"W000437","Roger Wicker","R","MS","W000437","Committee on Rules and Administration","member","majority",8
"K000383","Angus King","ID","ME","K000383","Committee on Rules and Administration","member","minority",8
"F000463","Deb Fischer","R","NE","F000463","Committee on Rules and Administration","member","majority",9
"C001113","Catherine Cortez Masto","D","NV","C001113","Committee on Rules and Administration","member","minority",9
"H001079","Cindy Hyde-Smith","R","MS","H001079","Committee on Rules and Administration","member","majority",10
"R000595","Marco Rubio","R","FL","R000595","Committee on Small Business and Entrepreneurship","Chairman","majority",1
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Small Business and Entrepreneurship","Ranking Member","minority",1
"R000584","Jim Risch","R","ID","R000584","Committee on Small Business and Entrepreneurship","member","majority",2
"C000127","Maria Cantwell","D","WA","C000127","Committee on Small Business and Entrepreneurship","member","minority",2
"P000603","Rand Paul","R","KY","P000603","Committee on Small Business and Entrepreneurship","member","majority",3
"S001181","Jeanne Shaheen","D","NH","S001181","Committee on Small Business and Entrepreneurship","member","minority",3
"S001184","Tim Scott","R","SC","S001184","Committee on Small Business and Entrepreneurship","member","majority",4
"M000133","Edward J. Markey","D","MA","M000133","Committee on Small Business and Entrepreneurship","member","minority",4
"E000295","Joni Ernst","R","IA","E000295","Committee on Small Business and Entrepreneurship","member","majority",5
"B001288","Cory Booker","D","NJ","B001288","Committee on Small Business and Entrepreneurship","member","minority",5
"I000024","James M. Inhofe","R","OK","I000024","Committee on Small Business and Entrepreneurship","member","majority",6
"C001088","Christopher A. Coons","D","DE","C001088","Committee on Small Business and Entrepreneurship","member","minority",6
"Y000064","Todd Young","R","IN","Y000064","Committee on Small Business and Entrepreneurship","member","majority",7
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Small Business and Entrepreneurship","member","minority",7
"K000393","John Kennedy","R","LA","K000393","Committee on Small Business and Entrepreneurship","member","majority",8
"D000622","Tammy Duckworth","D","IL","D000622","Committee on Small Business and Entrepreneurship","member","minority",8
"R000615","Mitt Romney","R","UT","R000615","Committee on Small Business and Entrepreneurship","member","majority",9
"R000608","Jacky Rosen","D","NV","R000608","Committee on Small Business and Entrepreneurship","member","minority",9
"H001089","Joshua Hawley","R","MO","H001089","Committee on Small Business and Entrepreneurship","member","majority",10
"E000285","Michael B. Enzi","R","WY","E000285","Committee on the Budget","Chairman","majority",1
"S000033","Bernard Sanders","ID","VT","S000033","Committee on the Budget","Ranking Member","minority",1
"G000386","Charles E. Grassley","R","IA","G000386","Committee on the Budget","member","majority",2
"M001111","Patty Murray","D","WA","M001111","Committee on the Budget","member","minority",2
"C000880","Michael D. Crapo","R","ID","C000880","Committee on the Budget","member","majority",3
"W000779","Ron Wyden","D","OR","W000779","Committee on the Budget","member","minority",3
"G000359","Lindsey Graham","R","SC","G000359","Committee on the Budget","member","majority",4
"S000770","Debbie Stabenow","D","MI","S000770","Committee on the Budget","member","minority",4
"T000461","Patrick J. Toomey","R","PA","T000461","Committee on the Budget","member","majority",5
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on the Budget","member","minority",5
