"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"H001068","Jared Huffman","D","CA","H001068","Committee on Transportation and Infrastructure","member","majority",15
"W000814","Randy Weber","R","TX","W000814","Committee on Transportation and Infrastructure","member","minority",16
"B001285","Julia Brownley","D","CA","B001285","Committee on Transportation and Infrastructure","member","majority",16
"L000578","Doug LaMalfa","R","CA","L000578","Committee on Transportation and Infrastructure","member","minority",17
"W000808","Frederica Wilson","D","FL","W000808","Committee on Transportation and Infrastructure","member","majority",17
"W000821","Bruce Westerman","R","AR","W000821","Committee on Transportation and Infrastructure","member","minority",18
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Committee on Transportation and Infrastructure","member","majority",18
"S001199","Lloyd Smucker","R","PA","S001199","Committee on Transportation and Infrastructure","member","minority",19
"L000579","Alan Lowenthal","D","CA","L000579","Committee on Transportation and Infrastructure","member","majority",19
"D000623","Mark DeSaulnier","D","CA","D000623","Committee on Transportation and Infrastructure","member","majority",20
"M001199","Brian Mast","R","FL","M001199","Committee on Transportation and Infrastructure","member","minority",21
"P000610","Stacey Plaskett","D","VI","P000610","Committee on Transportation and Infrastructure","member","majority",21
"G000579","Mike Gallagher","R","WI","G000579","Committee on Transportation and Infrastructure","member","minority",22
"L000562","Stephen F. Lynch","D","MA","L000562","Committee on Transportation and Infrastructure","member","majority",22
"P000609","Gary Palmer","R","AL","P000609","Committee on Transportation and Infrastructure","member","minority",23
"C001112","Salud Carbajal","D","CA","C001112","Committee on Transportation and Infrastructure","Vice Chair","majority",23
"F000466","Brian Fitzpatrick","R","PA","F000466","Committee on Transportation and Infrastructure","member","minority",24
"B001304","Anthony Brown","D","MD","B001304","Committee on Transportation and Infrastructure","member","majority",24
"G000582","Jenniffer González-Colón","R","PR","G000582","Committee on Transportation and Infrastructure","member","minority",25
"E000297","Adriano Espaillat","D","NY","E000297","Committee on Transportation and Infrastructure","member","majority",25
"B001306","Troy Balderson","R","OH","B001306","Committee on Transportation and Infrastructure","member","minority",26
"M001203","Tom Malinowski","D","NJ","M001203","Committee on Transportation and Infrastructure","member","majority",26
"S001210","Ross Spano","R","FL","S001210","Committee on Transportation and Infrastructure","member","minority",27
"S001211","Greg Stanton","D","AZ","S001211","Committee on Transportation and Infrastructure","member","majority",27
"S001212","Pete Stauber","R","MN","S001212","Committee on Transportation and Infrastructure","member","minority",28
"M001207","Debbie Mucarsel-Powell","D","FL","M001207","Committee on Transportation and Infrastructure","member","majority",28
"M001205","Carol Miller","R","WV","M001205","Committee on Transportation and Infrastructure","member","minority",29
"F000468","Lizzie Fletcher","D","TX","F000468","Committee on Transportation and Infrastructure","member","majority",29
"P000615","Greg Pence","R","IN","P000615","Committee on Transportation and Infrastructure","member","minority",30
"A000376","Colin Allred","D","TX","A000376","Committee on Transportation and Infrastructure","member","majority",30
"D000629","Sharice Davids","D","KS","D000629","Committee on Transportation and Infrastructure","member","majority",31
"F000467","Abby Finkenauer","D","IA","F000467","Committee on Transportation and Infrastructure","member","majority",32
"G000586","Jesús García","D","IL","G000586","Committee on Transportation and Infrastructure","member","majority",33
"D000630","Antonio Delgado","D","NY","D000630","Committee on Transportation and Infrastructure","member","majority",34
"P000614","Chris Pappas","D","NH","P000614","Committee on Transportation and Infrastructure","member","majority",35
"C001119","Angie Craig","D","MN","C001119","Committee on Transportation and Infrastructure","member","majority",36
"R000616","Harley Rouda","D","CA","R000616","Committee on Transportation and Infrastructure","member","majority",37
"L000588","Conor Lamb","D","PA","L000588","Committee on Transportation and Infrastructure","member","majority",38
"R000582","Phil Roe","R","TN","R000582","Committee on Veterans&#39; Affairs","Ranking Member","minority",1
"T000472","Mark Takano","D","CA","T000472","Committee on Veterans&#39; Affairs","Chair","majority",1
"B001257","Gus Bilirakis","R","FL","B001257","Committee on Veterans&#39; Affairs","member","minority",2
"B001285","Julia Brownley","D","CA","B001285","Committee on Veterans&#39; Affairs","member","majority",2
"R000600","Amata Coleman Radewagen","R","AS","R000600","Committee on Veterans&#39; Affairs","member","minority",3
"R000602","Kathleen Rice","D","NY","R000602","Committee on Veterans&#39; Affairs","member","majority",3
"B001295","Mike Bost","R","IL","B001295","Committee on Veterans&#39; Affairs","member","minority",4
"L000588","Conor Lamb","D","PA","L000588","Committee on Veterans&#39; Affairs","Vice Chair","majority",4
"D000628","Neal Dunn","R","FL","D000628","Committee on Veterans&#39; Affairs","member","minority",5
"L000593","Mike Levin","D","CA","L000593","Committee on Veterans&#39; Affairs","member","majority",5
"B001301","Jack Bergman","R","MI","B001301","Committee on Veterans&#39; Affairs","member","minority",6
"R000613","Max Rose","D","NY","R000613","Committee on Veterans&#39; Affairs","member","majority",6
"B001299","Jim Banks","R","IN","B001299","Committee on Veterans&#39; Affairs","member","minority",7
"P000614","Chris Pappas","D","NH","P000614","Committee on Veterans&#39; Affairs","member","majority",7
"B001282","Andy Barr","R","KY","B001282","Committee on Veterans&#39; Affairs","member","minority",8
"L000591","Elaine Luria","D","VA","L000591","Committee on Veterans&#39; Affairs","member","majority",8
"M001204","Daniel Meuser","R","PA","M001204","Committee on Veterans&#39; Affairs","member","minority",9
"L000590","Susie Lee","D","NV","L000590","Committee on Veterans&#39; Affairs","member","majority",9
"W000824","Steven Watkins","R","KS","W000824","Committee on Veterans&#39; Affairs","member","minority",10
"C001122","Joe Cunningham","D","SC","C001122","Committee on Veterans&#39; Affairs","member","majority",10
"R000614","Chip Roy","R","TX","R000614","Committee on Veterans&#39; Affairs","member","minority",11
"C001123","Gilbert Cisneros","D","CA","C001123","Committee on Veterans&#39; Affairs","member","majority",11
"S001214","Greg Steube","R","FL","S001214","Committee on Veterans&#39; Affairs","member","minority",12
"P000258","Collin C. Peterson","D","MN","P000258","Committee on Veterans&#39; Affairs","member","majority",12
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Committee on Veterans&#39; Affairs","member","majority",13
"A000376","Colin Allred","D","TX","A000376","Committee on Veterans&#39; Affairs","member","majority",14
"U000040","Lauren Underwood","D","IL","U000040","Committee on Veterans&#39; Affairs","member","majority",15
"B001308","Anthony Brindisi","D","NY","B001308","Committee on Veterans&#39; Affairs","member","majority",16
"B000755","Kevin Brady","R","TX","B000755","Committee on Ways and Means","Ranking Member","minority",1
"N000015","Richard E. Neal","D","MA","N000015","Committee on Ways and Means","Chair","majority",1
"N000181","Devin Nunes","R","CA","N000181","Committee on Ways and Means","member","minority",2
"B001260","Vern Buchanan","R","FL","B001260","Committee on Ways and Means","member","minority",3
"D000399","Lloyd Doggett","D","TX","D000399","Committee on Ways and Means","member","majority",3
"S001172","Adrian Smith","R","NE","S001172","Committee on Ways and Means","member","minority",4
"T000460","Mike Thompson","D","CA","T000460","Committee on Ways and Means","member","majority",4
"M001158","Kenny Marchant","R","TX","M001158","Committee on Ways and Means","member","minority",5
"L000557","John B. Larson","D","CT","L000557","Committee on Ways and Means","member","majority",5
"R000585","Tom Reed","R","NY","R000585","Committee on Ways and Means","member","minority",6
"B000574","Earl Blumenauer","D","OR","B000574","Committee on Ways and Means","member","majority",6
"K000376","Mike Kelly","R","PA","K000376","Committee on Ways and Means","member","minority",7
"K000188","Ron Kind","D","WI","K000188","Committee on Ways and Means","member","majority",7
"H001065","George Holding","R","NC","H001065","Committee on Ways and Means","member","minority",8
"P000096","Bill Pascrell Jr.","D","NJ","P000096","Committee on Ways and Means","member","majority",8
"S001195","Jason Smith","R","MO","S001195","Committee on Ways and Means","member","minority",9
"D000096","Danny K. Davis","D","IL","D000096","Committee on Ways and Means","member","majority",9
"R000597","Tom Rice","R","SC","R000597","Committee on Ways and Means","member","minority",10
"S001156","Linda T. Sánchez","D","CA","S001156","Committee on Ways and Means","member","majority",10
"S001183","David Schweikert","R","AZ","S001183","Committee on Ways and Means","member","minority",11
"H001038","Brian Higgins","D","NY","H001038","Committee on Ways and Means","member","majority",11
"W000813","Jackie Walorski","R","IN","W000813","Committee on Ways and Means","member","minority",12
"S001185","Terri Sewell","D","AL","S001185","Committee on Ways and Means","member","majority",12
"L000585","Darin M. LaHood","R","IL","L000585","Committee on Ways and Means","member","minority",13
"D000617","Suzan K. DelBene","D","WA","D000617","Committee on Ways and Means","member","majority",13
"W000815","Brad Wenstrup","R","OH","W000815","Committee on Ways and Means","member","minority",14
"C001080","Judy Chu","D","CA","C001080","Committee on Ways and Means","member","majority",14
"A000375","Jodey Arrington","R","TX","A000375","Committee on Ways and Means","member","minority",15
"M001160","Gwen Moore","D","WI","M001160","Committee on Ways and Means","member","majority",15
"F000465","A. Drew Ferguson","R","GA","F000465","Committee on Ways and Means","member","minority",16
"K000380","Dan Kildee","D","MI","K000380","Committee on Ways and Means","member","majority",16
"E000298","Ron Estes","R","KS","E000298","Committee on Ways and Means","member","minority",17
"B001296","Brendan Boyle","D","PA","B001296","Committee on Ways and Means","member","majority",17
"B001292","Donald Beyer","D","VA","B001292","Committee on Ways and Means","member","majority",18
"E000296","Dwight Evans","D","PA","E000296","Committee on Ways and Means","member","majority",19
"S001190","Brad Schneider","D","IL","S001190","Committee on Ways and Means","member","majority",20
"S001201","Thomas Suozzi","D","NY","S001201","Committee on Ways and Means","member","majority",21
"P000613","Jimmy Panetta","D","CA","P000613","Committee on Ways and Means","member","majority",22
"M001202","Stephanie Murphy","D","FL","M001202","Committee on Ways and Means","member","majority",23
"G000585","Jimmy Gomez","D","CA","G000585","Committee on Ways and Means","member","majority",24
"H001066","Steven Horsford","D","NV","H001066","Committee on Ways and Means","member","majority",25
"S001150","Adam B. Schiff","D","CA","S001150","Permanent Select Committee on Intelligence","Chair","majority",1
"N000181","Devin Nunes","R","CA","N000181","Permanent Select Committee on Intelligence","Ranking Member","minority",1
"H001047","Jim Himes","D","CT","H001047","Permanent Select Committee on Intelligence","member","majority",2
"C001062","K. Michael Conaway","R","TX","C001062","Permanent Select Committee on Intelligence","member","minority",2
"S001185","Terri Sewell","D","AL","S001185","Permanent Select Committee on Intelligence","member","majority",3
"T000463","Michael R. Turner","R","OH","T000463","Permanent Select Committee on Intelligence","member","minority",3
"C001072","André Carson","D","IN","C001072","Permanent Select Committee on Intelligence","member","majority",4
"W000815","Brad Wenstrup","R","OH","W000815","Permanent Select Committee on Intelligence","member","minority",4
"S001175","Jackie Speier","D","CA","S001175","Permanent Select Committee on Intelligence","member","majority",5
"S001192","Chris Stewart","R","UT","S001192","Permanent Select Committee on Intelligence","member","minority",5
"Q000023","Mike Quigley","D","IL","Q000023","Permanent Select Committee on Intelligence","member","majority",6
"C001087","Rick Crawford","R","AR","C001087","Permanent Select Committee on Intelligence","member","minority",6
"S001193","Eric Swalwell","D","CA","S001193","Permanent Select Committee on Intelligence","member","majority",7
"S001196","Elise Stefanik","R","NY","S001196","Permanent Select Committee on Intelligence","member","minority",7
"C001091","Joaquín Castro","D","TX","C001091","Permanent Select Committee on Intelligence","member","majority",8
"H001073","Will Hurd","R","TX","H001073","Permanent Select Committee on Intelligence","member","minority",8
"H001064","Denny Heck","D","WA","H001064","Permanent Select Committee on Intelligence","member","majority",9
"W000800","Peter Welch","D","VT","W000800","Permanent Select Committee on Intelligence","member","majority",10
"M001185","Sean Patrick Maloney","D","NY","M001185","Permanent Select Committee on Intelligence","member","majority",11
"D000627","Val Demings","D","FL","D000627","Permanent Select Committee on Intelligence","member","majority",12
"K000391","Raja Krishnamoorthi","D","IL","K000391","Permanent Select Committee on Intelligence","member","majority",13
"C001066","Kathy Castor","D","FL","C001066","Select Committee on the Climate Crisis","Chair","majority",1
"G000577","Garret Graves","R","LA","G000577","Select Committee on the Climate Crisis","Ranking Member","minority",1
"L000570","Ben Ray Luján","D","NM","L000570","Select Committee on the Climate Crisis","member","majority",2
"G000568","Morgan Griffith","R","VA","G000568","Select Committee on the Climate Crisis","member","minority",2
"B001278","Suzanne Bonamici","D","OR","B001278","Select Committee on the Climate Crisis","member","majority",3
"P000609","Gary Palmer","R","AL","P000609","Select Committee on the Climate Crisis","member","minority",3
"B001285","Julia Brownley","D","CA","B001285","Select Committee on the Climate Crisis","member","majority",4
"C001103","Buddy Carter","R","GA","C001103","Select Committee on the Climate Crisis","member","minority",4
"H001068","Jared Huffman","D","CA","H001068","Select Committee on the Climate Crisis","member","majority",5
"M001205","Carol Miller","R","WV","M001205","Select Committee on the Climate Crisis","member","minority",5
"M001200","A. Donald McEachin","D","VA","M001200","Select Committee on the Climate Crisis","member","majority",6
"A000377","Kelly Armstrong","R","ND","A000377","Select Committee on the Climate Crisis","member","minority",6
"L000593","Mike Levin","D","CA","L000593","Select Committee on the Climate Crisis","member","majority",7
"C001117","Sean Casten","D","IL","C001117","Select Committee on the Climate Crisis","member","majority",8
"N000191","Joe Neguse","D","CO","N000191","Select Committee on the Climate Crisis","member","majority",9
"K000381","Derek Kilmer","D","WA","K000381","Select Committee on the Modernization of Congress","Chair","majority",1
"C001061","Emanuel Cleaver II","D","MO","C001061","Select Committee on the Modernization of Congress","member","majority",2
"W000810","Rob Woodall","R","GA","W000810","Select Committee on the Modernization of Congress","member","minority",2
"D000617","Suzan K. DelBene","D","WA","D000617","Select Committee on the Modernization of Congress","member","majority",3
"B001284","Susan Brooks","R","IN","B001284","Select Committee on the Modernization of Congress","member","minority",3
"L000397","Zoe Lofgren","D","CA","L000397","Select Committee on the Modernization of Congress","member","majority",4
"D000619","Rodney Davis","R","IL","D000619","Select Committee on the Modernization of Congress","member","minority",4
"P000607","Mark Pocan","D","WI","P000607","Select Committee on the Modernization of Congress","member","majority",5
"N000189","Dan Newhouse","R","WA","N000189","Select Committee on the Modernization of Congress","member","minority",5
"S001205","Mary Gay Scanlon","D","PA","S001205","Select Committee on the Modernization of Congress","member","majority",6
"T000480","William Timmons","R","SC","T000480","Select Committee on the Modernization of Congress","member","minority",6
