"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"D000191","Peter A. DeFazio","D","OR","D000191","Committee on Transportation and Infrastructure","Chairman","majority",1
"G000546","Sam Graves","R","MO","G000546","Committee on Transportation and Infrastructure","Ranking Member","minority",1
"N000147","Eleanor Holmes Norton","D","DC","N000147","Committee on Transportation and Infrastructure","member","majority",2
"J000126","Eddie Bernice Johnson","D","TX","J000126","Committee on Transportation and Infrastructure","member","majority",3
"C001087","Rick Crawford","R","AR","C001087","Committee on Transportation and Infrastructure","member","minority",3
"L000560","Rick Larsen","D","WA","L000560","Committee on Transportation and Infrastructure","member","majority",4
"G000563","Bob Gibbs","R","OH","G000563","Committee on Transportation and Infrastructure","member","minority",4
"N000179","Grace F. Napolitano","D","CA","N000179","Committee on Transportation and Infrastructure","member","majority",5
"W000806","Daniel Webster","R","FL","W000806","Committee on Transportation and Infrastructure","member","minority",5
"C001068","Steve Cohen","D","TN","C001068","Committee on Transportation and Infrastructure","member","majority",6
"M001184","Thomas Massie","R","KY","M001184","Committee on Transportation and Infrastructure","member","minority",6
"S001165","Albio Sires","D","NJ","S001165","Committee on Transportation and Infrastructure","member","majority",7
"P000605","Scott Perry","R","PA","P000605","Committee on Transportation and Infrastructure","member","minority",7
"G000559","John Garamendi","D","CA","G000559","Committee on Transportation and Infrastructure","member","majority",8
"D000619","Rodney Davis","R","IL","D000619","Committee on Transportation and Infrastructure","member","minority",8
"J000288","Hank Johnson","D","GA","J000288","Committee on Transportation and Infrastructure","member","majority",9
"K000386","John Katko","R","NY","K000386","Committee on Transportation and Infrastructure","member","minority",9
"C001072","André Carson","D","IN","C001072","Committee on Transportation and Infrastructure","member","majority",10
"B001291","Brian Babin","R","TX","B001291","Committee on Transportation and Infrastructure","member","minority",10
"T000468","Dina Titus","D","NV","T000468","Committee on Transportation and Infrastructure","member","majority",11
"G000577","Garret Graves","R","LA","G000577","Committee on Transportation and Infrastructure","member","minority",11
"M001185","Sean Patrick Maloney","D","NY","M001185","Committee on Transportation and Infrastructure","member","majority",12
"R000603","David Rouzer","R","NC","R000603","Committee on Transportation and Infrastructure","member","minority",12
"H001068","Jared Huffman","D","CA","H001068","Committee on Transportation and Infrastructure","member","majority",13
"B001295","Mike Bost","R","IL","B001295","Committee on Transportation and Infrastructure","member","minority",13
"B001285","Julia Brownley","D","CA","B001285","Committee on Transportation and Infrastructure","member","majority",14
"W000814","Randy Weber","R","TX","W000814","Committee on Transportation and Infrastructure","member","minority",14
"W000808","Frederica Wilson","D","FL","W000808","Committee on Transportation and Infrastructure","member","majority",15
"L000578","Doug LaMalfa","R","CA","L000578","Committee on Transportation and Infrastructure","member","minority",15
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Committee on Transportation and Infrastructure","member","majority",16
"W000821","Bruce Westerman","R","AR","W000821","Committee on Transportation and Infrastructure","member","minority",16
"L000579","Alan Lowenthal","D","CA","L000579","Committee on Transportation and Infrastructure","member","majority",17
"M001199","Brian Mast","R","FL","M001199","Committee on Transportation and Infrastructure","member","minority",17
"D000623","Mark DeSaulnier","D","CA","D000623","Committee on Transportation and Infrastructure","member","majority",18
"G000579","Mike Gallagher","R","WI","G000579","Committee on Transportation and Infrastructure","member","minority",18
"L000562","Stephen F. Lynch","D","MA","L000562","Committee on Transportation and Infrastructure","member","majority",19
"F000466","Brian Fitzpatrick","R","PA","F000466","Committee on Transportation and Infrastructure","member","minority",19
"C001112","Salud Carbajal","D","CA","C001112","Committee on Transportation and Infrastructure","member","majority",20
"G000582","Jenniffer González-Colón","R","PR","G000582","Committee on Transportation and Infrastructure","member","minority",20
"B001304","Anthony Brown","D","MD","B001304","Committee on Transportation and Infrastructure","member","majority",21
"B001306","Troy Balderson","R","OH","B001306","Committee on Transportation and Infrastructure","member","minority",21
"M001203","Tom Malinowski","D","NJ","M001203","Committee on Transportation and Infrastructure","member","majority",22
"S001212","Pete Stauber","R","MN","S001212","Committee on Transportation and Infrastructure","member","minority",22
"S001211","Greg Stanton","D","AZ","S001211","Committee on Transportation and Infrastructure","member","majority",23
"B001309","Tim Burchett","R","TN","B001309","Committee on Transportation and Infrastructure","member","minority",23
"A000376","Colin Allred","D","TX","A000376","Committee on Transportation and Infrastructure","member","majority",24
"J000301","Dusty Johnson","R","SD","J000301","Committee on Transportation and Infrastructure","member","minority",24
"D000629","Sharice Davids","D","KS","D000629","Committee on Transportation and Infrastructure","member","majority",25
"V000133","Jefferson Van Drew","R","NJ","V000133","Committee on Transportation and Infrastructure","member","minority",25
"G000586","Jesús García","D","IL","G000586","Committee on Transportation and Infrastructure","member","majority",26
"G000591","Michael Guest","R","MS","G000591","Committee on Transportation and Infrastructure","member","minority",26
"N000026","Troy Nehls","R","TX","N000026","Committee on Transportation and Infrastructure","member","minority",27
"P000614","Chris Pappas","D","NH","P000614","Committee on Transportation and Infrastructure","member","majority",28
"M000194","Nancy Mace","R","SC","M000194","Committee on Transportation and Infrastructure","member","minority",28
"L000588","Conor Lamb","D","PA","L000588","Committee on Transportation and Infrastructure","member","majority",29
"M000317","Nicole Malliotakis","R","NY","M000317","Committee on Transportation and Infrastructure","member","minority",29
"M001196","Seth Moulton","D","MA","M001196","Committee on Transportation and Infrastructure","member","majority",30
"V000134","Beth Van Duyne","R","TX","V000134","Committee on Transportation and Infrastructure","member","minority",30
"A000148","Jake Auchincloss","D","MA","A000148","Committee on Transportation and Infrastructure","member","majority",31
"G000593","Carlos Giménez","R","FL","G000593","Committee on Transportation and Infrastructure","member","minority",31
"S001135","Michelle Steel","R","CA","S001135","Committee on Transportation and Infrastructure","member","minority",32
"B001312","Carolyn Bourdeaux","D","GA","B001312","Committee on Transportation and Infrastructure","member","majority",32
"K000396","Kaialiʻi Kahele","D","HI","K000396","Committee on Transportation and Infrastructure","member","majority",33
"S001159","Marilyn Strickland","D","WA","S001159","Committee on Transportation and Infrastructure","member","majority",34
"W000788","Nikema Williams","D","GA","W000788","Committee on Transportation and Infrastructure","member","majority",35
"N000192","Marie Newman","D","IL","N000192","Committee on Transportation and Infrastructure","member","majority",36
"T000472","Mark Takano","D","CA","T000472","Committee on Veterans&#39; Affairs","Chairman","majority",1
"B001295","Mike Bost","R","IL","B001295","Committee on Veterans&#39; Affairs","Ranking Member","minority",1
"B001285","Julia Brownley","D","CA","B001285","Committee on Veterans&#39; Affairs","member","majority",2
"R000600","Amata Coleman Radewagen","R","AS","R000600","Committee on Veterans&#39; Affairs","member","minority",2
"L000588","Conor Lamb","D","PA","L000588","Committee on Veterans&#39; Affairs","member","majority",3
"B001301","Jack Bergman","R","MI","B001301","Committee on Veterans&#39; Affairs","member","minority",3
"L000593","Mike Levin","D","CA","L000593","Committee on Veterans&#39; Affairs","member","majority",4
"B001299","Jim Banks","R","IN","B001299","Committee on Veterans&#39; Affairs","member","minority",4
"P000614","Chris Pappas","D","NH","P000614","Committee on Veterans&#39; Affairs","member","majority",5
"R000614","Chip Roy","R","TX","R000614","Committee on Veterans&#39; Affairs","member","minority",5
"L000591","Elaine Luria","D","VA","L000591","Committee on Veterans&#39; Affairs","member","majority",6
"M001210","Greg Murphy","R","NC","M001210","Committee on Veterans&#39; Affairs","member","minority",6
"M001214","Frank Mrvan","D","IN","M001214","Committee on Veterans&#39; Affairs","member","majority",7
"M000871","Tracey Mann","R","KS","M000871","Committee on Veterans&#39; Affairs","member","minority",7
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Committee on Veterans&#39; Affairs","member","majority",8
"M001212","Barry Moore","R","AL","M001212","Committee on Veterans&#39; Affairs","member","minority",8
"U000040","Lauren Underwood","D","IL","U000040","Committee on Veterans&#39; Affairs","member","majority",9
"M000194","Nancy Mace","R","SC","M000194","Committee on Veterans&#39; Affairs","member","minority",9
"A000376","Colin Allred","D","TX","A000376","Committee on Veterans&#39; Affairs","member","majority",10
"C001104","Madison Cawthorn","R","NC","C001104","Committee on Veterans&#39; Affairs","member","minority",10
"F000462","Lois Frankel","D","FL","F000462","Committee on Veterans&#39; Affairs","member","majority",11
"N000026","Troy Nehls","R","TX","N000026","Committee on Veterans&#39; Affairs","member","minority",11
"B001304","Anthony Brown","D","MD","B001304","Committee on Veterans&#39; Affairs","member","majority",12
"R000103","Matt Rosendale","R","MT","R000103","Committee on Veterans&#39; Affairs","member","minority",12
"S001208","Elissa Slotkin","D","MI","S001208","Committee on Veterans&#39; Affairs","member","majority",13
"M001215","Mariannette Miller-Meeks","R","IA","M001215","Committee on Veterans&#39; Affairs","member","minority",13
"T000483","David Trone","D","MD","T000483","Committee on Veterans&#39; Affairs","member","majority",14
"K000009","Marcy Kaptur","D","OH","K000009","Committee on Veterans&#39; Affairs","member","majority",15
"R000599","Raul Ruiz","D","CA","R000599","Committee on Veterans&#39; Affairs","member","majority",16
"G000574","Ruben Gallego","D","AZ","G000574","Committee on Veterans&#39; Affairs","member","majority",17
"N000015","Richard E. Neal","D","MA","N000015","Committee on Ways and Means","Chairman","majority",1
"B000755","Kevin Brady","R","TX","B000755","Committee on Ways and Means","Ranking Member","minority",1
"D000399","Lloyd Doggett","D","TX","D000399","Committee on Ways and Means","member","majority",2
"T000460","Mike Thompson","D","CA","T000460","Committee on Ways and Means","member","majority",3
"B001260","Vern Buchanan","R","FL","B001260","Committee on Ways and Means","member","minority",3
"L000557","John B. Larson","D","CT","L000557","Committee on Ways and Means","member","majority",4
"S001172","Adrian Smith","R","NE","S001172","Committee on Ways and Means","member","minority",4
"B000574","Earl Blumenauer","D","OR","B000574","Committee on Ways and Means","member","majority",5
"K000188","Ron Kind","D","WI","K000188","Committee on Ways and Means","member","majority",6
"K000376","Mike Kelly","R","PA","K000376","Committee on Ways and Means","member","minority",6
"P000096","Bill Pascrell Jr.","D","NJ","P000096","Committee on Ways and Means","member","majority",7
"S001195","Jason Smith","R","MO","S001195","Committee on Ways and Means","member","minority",7
"D000096","Danny K. Davis","D","IL","D000096","Committee on Ways and Means","member","majority",8
"R000597","Tom Rice","R","SC","R000597","Committee on Ways and Means","member","minority",8
"S001156","Linda T. Sánchez","D","CA","S001156","Committee on Ways and Means","member","majority",9
"S001183","David Schweikert","R","AZ","S001183","Committee on Ways and Means","member","minority",9
"H001038","Brian Higgins","D","NY","H001038","Committee on Ways and Means","member","majority",10
"W000813","Jackie Walorski","R","IN","W000813","Committee on Ways and Means","member","minority",10
"S001185","Terri Sewell","D","AL","S001185","Committee on Ways and Means","member","majority",11
"L000585","Darin M. LaHood","R","IL","L000585","Committee on Ways and Means","member","minority",11
"D000617","Suzan K. DelBene","D","WA","D000617","Committee on Ways and Means","member","majority",12
"W000815","Brad Wenstrup","R","OH","W000815","Committee on Ways and Means","member","minority",12
"C001080","Judy Chu","D","CA","C001080","Committee on Ways and Means","member","majority",13
"A000375","Jodey Arrington","R","TX","A000375","Committee on Ways and Means","member","minority",13
"M001160","Gwen Moore","D","WI","M001160","Committee on Ways and Means","member","majority",14
"F000465","A. Drew Ferguson","R","GA","F000465","Committee on Ways and Means","member","minority",14
"K000380","Dan Kildee","D","MI","K000380","Committee on Ways and Means","member","majority",15
"E000298","Ron Estes","R","KS","E000298","Committee on Ways and Means","member","minority",15
"B001296","Brendan Boyle","D","PA","B001296","Committee on Ways and Means","member","majority",16
"S001199","Lloyd Smucker","R","PA","S001199","Committee on Ways and Means","member","minority",16
"B001292","Donald Beyer","D","VA","B001292","Committee on Ways and Means","member","majority",17
"H001082","Kevin Hern","R","OK","H001082","Committee on Ways and Means","member","minority",17
"E000296","Dwight Evans","D","PA","E000296","Committee on Ways and Means","member","majority",18
"M001205","Carol Miller","R","WV","M001205","Committee on Ways and Means","member","minority",18
"S001190","Brad Schneider","D","IL","S001190","Committee on Ways and Means","member","majority",19
"S001201","Thomas Suozzi","D","NY","S001201","Committee on Ways and Means","member","majority",20
"P000613","Jimmy Panetta","D","CA","P000613","Committee on Ways and Means","member","majority",21
"M001202","Stephanie Murphy","D","FL","M001202","Committee on Ways and Means","member","majority",22
"G000585","Jimmy Gomez","D","CA","G000585","Committee on Ways and Means","member","majority",23
"H001066","Steven Horsford","D","NV","H001066","Committee on Ways and Means","member","majority",24
"P000610","Stacey Plaskett","D","VI","P000610","Committee on Ways and Means","member","majority",25
"S001150","Adam B. Schiff","D","CA","S001150","Permanent Select Committee on Intelligence","Chair","majority",1
"C001066","Kathy Castor","D","FL","C001066","Select Committee on the Climate Crisis","Chair","majority",1
"G000577","Garret Graves","R","LA","G000577","Select Committee on the Climate Crisis","Ranking Member","minority",1
"B001278","Suzanne Bonamici","D","OR","B001278","Select Committee on the Climate Crisis","member","majority",2
"G000568","Morgan Griffith","R","VA","G000568","Select Committee on the Climate Crisis","member","minority",2
"B001285","Julia Brownley","D","CA","B001285","Select Committee on the Climate Crisis","member","majority",3
"P000609","Gary Palmer","R","AL","P000609","Select Committee on the Climate Crisis","member","minority",3
"C001117","Sean Casten","D","IL","C001117","Select Committee on the Climate Crisis","member","majority",4
"C001103","Buddy Carter","R","GA","C001103","Select Committee on the Climate Crisis","member","minority",4
"H001068","Jared Huffman","D","CA","H001068","Select Committee on the Climate Crisis","member","majority",5
"M001205","Carol Miller","R","WV","M001205","Select Committee on the Climate Crisis","member","minority",5
"L000593","Mike Levin","D","CA","L000593","Select Committee on the Climate Crisis","member","majority",6
"A000377","Kelly Armstrong","R","ND","A000377","Select Committee on the Climate Crisis","member","minority",6
"M001200","A. Donald McEachin","D","VA","M001200","Select Committee on the Climate Crisis","member","majority",7
"N000191","Joe Neguse","D","CO","N000191","Select Committee on the Climate Crisis","member","majority",8
"E000299","Veronica Escobar","D","TX","E000299","Select Committee on the Climate Crisis","member","majority",9
"K000381","Derek Kilmer","D","WA","K000381","Select Committee on the Modernization of Congress","Chair","majority",1
"T000480","William Timmons","R","SC","T000480","Select Committee on the Modernization of Congress","Vice Chair","minority",1
"C001061","Emanuel Cleaver II","D","MO","C001061","Select Committee on the Modernization of Congress","member","majority",2
"D000619","Rodney Davis","R","IL","D000619","Select Committee on the Modernization of Congress","member","minority",2
"L000397","Zoe Lofgren","D","CA","L000397","Select Committee on the Modernization of Congress","member","majority",3
"L000566","Robert E. Latta","R","OH","L000566","Select Committee on the Modernization of Congress","member","minority",3
"P000593","Ed Perlmutter","D","CO","P000593","Select Committee on the Modernization of Congress","member","majority",4
"R000610","Guy Reschenthaler","R","PA","R000610","Select Committee on the Modernization of Congress","member","minority",4
"P000616","Dean Phillips","D","MN","P000616","Select Committee on the Modernization of Congress","member","majority",5
"V000134","Beth Van Duyne","R","TX","V000134","Select Committee on the Modernization of Congress","member","minority",5
"W000788","Nikema Williams","D","GA","W000788","Select Committee on the Modernization of Congress","member","majority",6
