"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"A000372","Rick Allen","R","GA","A000372","Committee on Education and Labor","member","minority",7
"A000370","Alma Adams","D","NC","A000370","Committee on Education and Labor","member","majority",8
"B001299","Jim Banks","R","IN","B001299","Committee on Education and Labor","member","minority",8
"D000623","Mark DeSaulnier","D","CA","D000623","Committee on Education and Labor","member","majority",9
"C001108","James Comer","R","KY","C001108","Committee on Education and Labor","member","minority",9
"N000188","Donald W. Norcross","D","NJ","N000188","Committee on Education and Labor","member","majority",10
"F000469","Russ Fulcher","R","ID","F000469","Committee on Education and Labor","member","minority",10
"J000298","Pramila Jayapal","D","WA","J000298","Committee on Education and Labor","member","majority",11
"K000395","Fred Keller","R","PA","K000395","Committee on Education and Labor","member","minority",11
"M001206","Joe Morelle","D","NY","M001206","Committee on Education and Labor","member","majority",12
"M001210","Greg Murphy","R","NC","M001210","Committee on Education and Labor","member","minority",12
"W000826","Susan Wild","D","PA","W000826","Committee on Education and Labor","member","majority",13
"M001215","Mariannette Miller-Meeks","R","IA","M001215","Committee on Education and Labor","member","minority",13
"M001208","Lucy McBath","D","GA","M001208","Committee on Education and Labor","member","majority",14
"O000086","Burgess Owens","R","UT","O000086","Committee on Education and Labor","member","minority",14
"H001081","Jahana Hayes","D","CT","H001081","Committee on Education and Labor","member","majority",15
"G000595","Robert Good","R","VA","G000595","Committee on Education and Labor","member","minority",15
"L000592","Andy Levin","D","MI","L000592","Committee on Education and Labor","member","majority",16
"M001136","Lisa McClain","R","MI","M001136","Committee on Education and Labor","member","minority",16
"H001086","Diana Harshbarger","R","TN","H001086","Committee on Education and Labor","member","minority",17
"O000173","Ilhan Omar","D","MN","O000173","Committee on Education and Labor","member","majority",17
"M001211","Mary Miller","R","IL","M001211","Committee on Education and Labor","member","minority",18
"S001215","Haley Stevens","D","MI","S001215","Committee on Education and Labor","member","majority",18
"S000929","Victoria Spartz","R","IN","S000929","Committee on Education and Labor","member","minority",19
"L000273","Teresa Leger Fernandez","D","NM","L000273","Committee on Education and Labor","member","majority",19
"F000471","Scott Fitzgerald","R","WI","F000471","Committee on Education and Labor","member","minority",20
"J000306","Mondaire Jones","D","NY","J000306","Committee on Education and Labor","member","majority",20
"C001104","Madison Cawthorn","R","NC","C001104","Committee on Education and Labor","member","minority",21
"M001135","Kathy Manning","D","NC","M001135","Committee on Education and Labor","member","majority",21
"S001135","Michelle Steel","R","CA","S001135","Committee on Education and Labor","member","minority",22
"M001214","Frank Mrvan","D","IN","M001214","Committee on Education and Labor","member","majority",22
"B001223","Jamaal Bowman","D","NY","B001223","Committee on Education and Labor","member","majority",23
"P000607","Mark Pocan","D","WI","P000607","Committee on Education and Labor","member","majority",24
"C001091","Joaquín Castro","D","TX","C001091","Committee on Education and Labor","member","majority",25
"S001207","Mikie Sherrill","D","NJ","S001207","Committee on Education and Labor","member","majority",26
"Y000062","John Yarmuth","D","KY","Y000062","Committee on Education and Labor","member","majority",27
"E000297","Adriano Espaillat","D","NY","E000297","Committee on Education and Labor","member","majority",28
"M000687","Kweisi Mfume","D","MD","M000687","Committee on Education and Labor","member","majority",29
"P000034","Frank Pallone","D","NJ","P000034","Committee on Energy and Commerce","Chairman","majority",1
"M001159","Cathy McMorris Rodgers","R","WA","M001159","Committee on Energy and Commerce","Ranking Member","minority",1
"R000515","Bobby L. Rush","D","IL","R000515","Committee on Energy and Commerce","member","majority",2
"U000031","Fred Upton","R","MI","U000031","Committee on Energy and Commerce","member","minority",2
"E000215","Anna G. Eshoo","D","CA","E000215","Committee on Energy and Commerce","member","majority",3
"B001248","Michael C. Burgess","R","TX","B001248","Committee on Energy and Commerce","member","minority",3
"D000197","Diana DeGette","D","CO","D000197","Committee on Energy and Commerce","member","majority",4
"S001176","Steve Scalise","R","LA","S001176","Committee on Energy and Commerce","member","minority",4
"D000482","Mike Doyle","D","PA","D000482","Committee on Energy and Commerce","member","majority",5
"L000566","Robert E. Latta","R","OH","L000566","Committee on Energy and Commerce","member","minority",5
"S001145","Jan Schakowsky","D","IL","S001145","Committee on Energy and Commerce","member","majority",6
"G000558","Brett Guthrie","R","KY","G000558","Committee on Energy and Commerce","member","minority",6
"B001251","G. K. Butterfield","D","NC","B001251","Committee on Energy and Commerce","member","majority",7
"M001180","David McKinley","R","WV","M001180","Committee on Energy and Commerce","member","minority",7
"M001163","Doris Matsui","D","CA","M001163","Committee on Energy and Commerce","member","majority",8
"K000378","Adam Kinzinger","R","IL","K000378","Committee on Energy and Commerce","member","minority",8
"C001066","Kathy Castor","D","FL","C001066","Committee on Energy and Commerce","member","majority",9
"G000568","Morgan Griffith","R","VA","G000568","Committee on Energy and Commerce","member","minority",9
"S001168","John Sarbanes","D","MD","S001168","Committee on Energy and Commerce","member","majority",10
"B001257","Gus Bilirakis","R","FL","B001257","Committee on Energy and Commerce","member","minority",10
"M001166","Jerry McNerney","D","CA","M001166","Committee on Energy and Commerce","member","majority",11
"J000292","Bill Johnson","R","OH","J000292","Committee on Energy and Commerce","member","minority",11
"W000800","Peter Welch","D","VT","W000800","Committee on Energy and Commerce","member","majority",12
"L000576","Billy Long","R","MO","L000576","Committee on Energy and Commerce","member","minority",12
"T000469","Paul Tonko","D","NY","T000469","Committee on Energy and Commerce","member","majority",13
"B001275","Larry Bucshon","R","IN","B001275","Committee on Energy and Commerce","member","minority",13
"C001067","Yvette D. Clarke","D","NY","C001067","Committee on Energy and Commerce","member","majority",14
"M001190","Markwayne Mullin","R","OK","M001190","Committee on Energy and Commerce","member","minority",14
"S001180","Kurt Schrader","D","OR","S001180","Committee on Energy and Commerce","member","majority",15
"H001067","Richard Hudson","R","NC","H001067","Committee on Energy and Commerce","member","minority",15
"C001097","Tony Cárdenas","D","CA","C001097","Committee on Energy and Commerce","member","majority",16
"W000798","Tim Walberg","R","MI","W000798","Committee on Energy and Commerce","member","minority",16
"R000599","Raul Ruiz","D","CA","R000599","Committee on Energy and Commerce","member","majority",17
"C001103","Buddy Carter","R","GA","C001103","Committee on Energy and Commerce","member","minority",17
"P000608","Scott Peters","D","CA","P000608","Committee on Energy and Commerce","member","majority",18
"D000615","Jeffrey Duncan","R","SC","D000615","Committee on Energy and Commerce","member","minority",18
"D000624","Debbie Dingell","D","MI","D000624","Committee on Energy and Commerce","member","majority",19
"P000609","Gary Palmer","R","AL","P000609","Committee on Energy and Commerce","member","minority",19
"V000131","Marc Veasey","D","TX","V000131","Committee on Energy and Commerce","member","majority",20
"D000628","Neal Dunn","R","FL","D000628","Committee on Energy and Commerce","member","minority",20
"K000382","Ann McLane Kuster","D","NH","K000382","Committee on Energy and Commerce","member","majority",21
"C001114","John Curtis","R","UT","C001114","Committee on Energy and Commerce","member","minority",21
"K000385","Robin Kelly","D","IL","K000385","Committee on Energy and Commerce","member","majority",22
"L000589","Debbie Lesko","R","AZ","L000589","Committee on Energy and Commerce","member","minority",22
"B001300","Nanette Barragán","D","CA","B001300","Committee on Energy and Commerce","member","majority",23
"P000615","Greg Pence","R","IN","P000615","Committee on Energy and Commerce","member","minority",23
"M001200","A. Donald McEachin","D","VA","M001200","Committee on Energy and Commerce","member","majority",24
"C001120","Dan Crenshaw","R","TX","C001120","Committee on Energy and Commerce","member","minority",24
"B001303","Lisa Blunt Rochester","D","DE","B001303","Committee on Energy and Commerce","member","majority",25
"J000302","John Joyce","R","PA","J000302","Committee on Energy and Commerce","member","minority",25
"S001200","Darren Soto","D","FL","S001200","Committee on Energy and Commerce","member","majority",26
"A000377","Kelly Armstrong","R","ND","A000377","Committee on Energy and Commerce","member","minority",26
"O000171","Tom O'Halleran","D","AZ","O000171","Committee on Energy and Commerce","member","majority",27
"R000602","Kathleen Rice","D","NY","R000602","Committee on Energy and Commerce","member","majority",28
"C001119","Angie Craig","D","MN","C001119","Committee on Energy and Commerce","member","majority",29
"S001216","Kim Schrier","D","WA","S001216","Committee on Energy and Commerce","member","majority",30
"T000482","Lori Trahan","D","MA","T000482","Committee on Energy and Commerce","member","majority",31
"F000468","Lizzie Fletcher","D","TX","F000468","Committee on Energy and Commerce","member","majority",32
"D000610","Ted Deutch","D","FL","D000610","Committee on Ethics","Chairman","majority",1
"W000813","Jackie Walorski","R","IN","W000813","Committee on Ethics","Ranking Member","minority",1
"W000826","Susan Wild","D","PA","W000826","Committee on Ethics","member","majority",2
"G000591","Michael Guest","R","MS","G000591","Committee on Ethics","member","minority",2
"P000616","Dean Phillips","D","MN","P000616","Committee on Ethics","member","majority",3
"J000295","Dave Joyce","R","OH","J000295","Committee on Ethics","member","minority",3
"E000299","Veronica Escobar","D","TX","E000299","Committee on Ethics","member","majority",4
"R000609","John Rutherford","R","FL","R000609","Committee on Ethics","member","minority",4
"J000306","Mondaire Jones","D","NY","J000306","Committee on Ethics","member","majority",5
"A000377","Kelly Armstrong","R","ND","A000377","Committee on Ethics","member","minority",5
"W000187","Maxine Waters","D","CA","W000187","Committee on Financial Services","Chairman","majority",1
"M001156","Patrick T. McHenry","R","NC","M001156","Committee on Financial Services","Ranking Member","minority",1
"M000087","Carolyn B. Maloney","D","NY","M000087","Committee on Financial Services","member","majority",2
"L000491","Frank D. Lucas","R","OK","L000491","Committee on Financial Services","member","minority",2
"V000081","Nydia M. Velázquez","D","NY","V000081","Committee on Financial Services","member","majority",3
"P000599","Bill Posey","R","FL","P000599","Committee on Financial Services","member","minority",3
"S000344","Brad Sherman","D","CA","S000344","Committee on Financial Services","member","majority",4
"L000569","Blaine Luetkemeyer","R","MO","L000569","Committee on Financial Services","member","minority",4
"M001137","Gregory W. Meeks","D","NY","M001137","Committee on Financial Services","member","majority",5
"H001058","Bill Huizenga","R","MI","H001058","Committee on Financial Services","member","minority",5
"G000553","Al Green","D","TX","G000553","Committee on Financial Services","member","majority",6
"C001061","Emanuel Cleaver II","D","MO","C001061","Committee on Financial Services","member","majority",7
"W000812","Ann Wagner","R","MO","W000812","Committee on Financial Services","member","minority",7
"P000593","Ed Perlmutter","D","CO","P000593","Committee on Financial Services","member","majority",8
"B001282","Andy Barr","R","KY","B001282","Committee on Financial Services","member","minority",8
"H001047","Jim Himes","D","CT","H001047","Committee on Financial Services","member","majority",9
"W000816","Roger Williams","R","TX","W000816","Committee on Financial Services","member","minority",9
"F000454","Bill Foster","D","IL","F000454","Committee on Financial Services","member","majority",10
"H001072","French Hill","R","AR","H001072","Committee on Financial Services","member","minority",10
"B001281","Joyce Beatty","D","OH","B001281","Committee on Financial Services","member","majority",11
"E000294","Tom Emmer","R","MN","E000294","Committee on Financial Services","member","minority",11
"V000130","Juan Vargas","D","CA","V000130","Committee on Financial Services","member","majority",12
"Z000017","Lee Zeldin","R","NY","Z000017","Committee on Financial Services","member","minority",12
"G000583","Josh Gottheimer","D","NJ","G000583","Committee on Financial Services","member","majority",13
"L000583","Barry Loudermilk","R","GA","L000583","Committee on Financial Services","member","minority",13
"G000581","Vicente Gonzalez","D","TX","G000581","Committee on Financial Services","member","majority",14
"M001195","Alex Mooney","R","WV","M001195","Committee on Financial Services","member","minority",14
"L000586","Al Lawson","D","FL","L000586","Committee on Financial Services","member","majority",15
"D000626","Warren Davidson","R","OH","D000626","Committee on Financial Services","member","minority",15
"S001204","Michael San Nicolas","D","GU","S001204","Committee on Financial Services","member","majority",16
"B001305","Ted Budd","R","NC","B001305","Committee on Financial Services","member","minority",16
"A000378","Cynthia Axne","D","IA","A000378","Committee on Financial Services","member","majority",17
"K000392","David Kustoff","R","TN","K000392","Committee on Financial Services","member","minority",17
"C001117","Sean Casten","D","IL","C001117","Committee on Financial Services","member","majority",18
"H001074","Trey Hollingsworth","R","IN","H001074","Committee on Financial Services","member","minority",18
"P000617","Ayanna Pressley","D","MA","P000617","Committee on Financial Services","member","majority",19
"G000588","Anthony Gonzalez","R","OH","G000588","Committee on Financial Services","member","minority",19
"T000486","Ritchie Torres","D","NY","T000486","Committee on Financial Services","member","majority",20
"R000612","John Rose","R","TN","R000612","Committee on Financial Services","member","minority",20
"S001157","David Scott","D","GA","S001157","Committee on Financial Services","member","majority",21
"S001213","Bryan Steil","R","WI","S001213","Committee on Financial Services","member","minority",21
"L000562","Stephen F. Lynch","D","MA","L000562","Committee on Financial Services","member","majority",22
"G000589","Lance Gooden","R","TX","G000589","Committee on Financial Services","member","minority",22
"A000370","Alma Adams","D","NC","A000370","Committee on Financial Services","member","majority",23
"T000480","William Timmons","R","SC","T000480","Committee on Financial Services","member","minority",23
"T000481","Rashida Tlaib","D","MI","T000481","Committee on Financial Services","member","majority",24
"T000479","Van Taylor","R","TX","T000479","Committee on Financial Services","member","minority",24
"D000631","Madeleine Dean","D","PA","D000631","Committee on Financial Services","member","majority",25
"O000172","Alexandria Ocasio-Cortez","D","NY","O000172","Committee on Financial Services","member","majority",26
"G000586","Jesús García","D","IL","G000586","Committee on Financial Services","member","majority",27
"G000587","Sylvia Garcia","D","TX","G000587","Committee on Financial Services","member","majority",28
"W000788","Nikema Williams","D","GA","W000788","Committee on Financial Services","member","majority",29
"A000148","Jake Auchincloss","D","MA","A000148","Committee on Financial Services","member","majority",30
