"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"B001261","John Barrasso","WY","R","B001261","Committee on Energy and Natural Resources","member","majority","2"
"R000584","Jim Risch","ID","R","R000584","Committee on Energy and Natural Resources","member","majority","3"
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Energy and Natural Resources","member","minority","3"
"L000577","Mike Lee","UT","R","L000577","Committee on Energy and Natural Resources","member","majority","4"
"S000770","Debbie Stabenow","MI","D","S000770","Committee on Energy and Natural Resources","member","minority","4"
"F000444","Jeff Flake","AZ","R","F000444","Committee on Energy and Natural Resources","member","majority","5"
"M001183","Joe Manchin III","WV","D","M001183","Committee on Energy and Natural Resources","member","minority","6"
"D000618","Steve Daines","MT","R","D000618","Committee on Energy and Natural Resources","member","majority","6"
"H001046","Martin Heinrich","NM","D","H001046","Committee on Energy and Natural Resources","member","minority","7"
"G000562","Cory Gardner","CO","R","G000562","Committee on Energy and Natural Resources","member","majority","7"
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Energy and Natural Resources","member","minority","8"
"A000360","Lamar Alexander","TN","R","A000360","Committee on Energy and Natural Resources","member","majority","8"
"H001061","John Hoeven","ND","R","H001061","Committee on Energy and Natural Resources","member","majority","9"
"K000383","Angus King","ME","ID","K000383","Committee on Energy and Natural Resources","member","minority","9"
"C001075","Bill Cassidy","LA","R","C001075","Committee on Energy and Natural Resources","member","majority","10"
"D000622","Tammy Duckworth","IL","D","D000622","Committee on Energy and Natural Resources","member","minority","10"
"P000449","Rob Portman","OH","R","P000449","Committee on Energy and Natural Resources","member","majority","11"
"C001113","Catherine Cortez Masto","NV","D","C001113","Committee on Energy and Natural Resources","member","minority","11"
"V000128","Chris Van Hollen","MD","D","V000128","Committee on Environment and Public Works","member","minority",""
"B001261","John Barrasso","WY","R","B001261","Committee on Environment and Public Works","member","majority","1"
"C000174","Thomas R. Carper","DE","D","C000174","Committee on Environment and Public Works","member","minority","1"
"I000024","James M. Inhofe","OK","R","I000024","Committee on Environment and Public Works","member","majority","2"
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Environment and Public Works","member","minority","2"
"C001047","Shelley Moore Capito","WV","R","C001047","Committee on Environment and Public Works","member","majority","3"
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Environment and Public Works","member","minority","3"
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on Environment and Public Works","member","minority","4"
"B001236","John Boozman","AR","R","B001236","Committee on Environment and Public Works","member","majority","4"
"W000437","Roger Wicker","MS","R","W000437","Committee on Environment and Public Works","member","majority","5"
"M001176","Jeff Merkley","OR","D","M001176","Committee on Environment and Public Works","member","minority","5"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Committee on Environment and Public Works","member","minority","6"
"F000463","Deb Fischer","NE","R","F000463","Committee on Environment and Public Works","member","majority","6"
"B001288","Cory Booker","NJ","D","B001288","Committee on Environment and Public Works","member","minority","7"
"M000934","Jerry Moran","KS","R","M000934","Committee on Environment and Public Works","member","majority","7"
"M000133","Edward J. Markey","MA","D","M000133","Committee on Environment and Public Works","member","minority","8"
"R000605","Mike Rounds","SD","R","R000605","Committee on Environment and Public Works","member","majority","8"
"D000622","Tammy Duckworth","IL","D","D000622","Committee on Environment and Public Works","member","minority","9"
"E000295","Joni Ernst","IA","R","E000295","Committee on Environment and Public Works","member","majority","9"
"H001075","Kamala Harris","CA","D","H001075","Committee on Environment and Public Works","member","minority","10"
"S001198","Dan Sullivan","AK","R","S001198","Committee on Environment and Public Works","member","majority","10"
"S000320","Richard C. Shelby","AL","R","S000320","Committee on Environment and Public Works","member","majority","11"
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on Finance","member","minority",""
"H000338","Orrin G. Hatch","UT","R","H000338","Committee on Finance","member","majority","1"
"W000779","Ron Wyden","OR","D","W000779","Committee on Finance","member","minority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Committee on Finance","member","majority","2"
"S000770","Debbie Stabenow","MI","D","S000770","Committee on Finance","member","minority","2"
"C000127","Maria Cantwell","WA","D","C000127","Committee on Finance","member","minority","3"
"C000880","Michael D. Crapo","ID","R","C000880","Committee on Finance","member","majority","3"
"N000032","Bill Nelson","FL","D","N000032","Committee on Finance","member","minority","4"
"R000307","Pat Roberts","KS","R","R000307","Committee on Finance","member","majority","4"
"M000639","Robert Menendez","NJ","D","M000639","Committee on Finance","member","minority","5"
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Finance","member","majority","5"
"C000174","Thomas R. Carper","DE","D","C000174","Committee on Finance","member","minority","6"
"C001056","John Cornyn","TX","R","C001056","Committee on Finance","member","majority","6"
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Finance","member","minority","7"
"T000250","John Thune","SD","R","T000250","Committee on Finance","member","majority","7"
"B000944","Sherrod Brown","OH","D","B000944","Committee on Finance","member","minority","8"
"B001135","Richard M. Burr","NC","R","B001135","Committee on Finance","member","majority","8"
"I000055","Johnny Isakson","GA","R","I000055","Committee on Finance","member","majority","9"
"B001267","Michael Bennet","CO","D","B001267","Committee on Finance","member","minority","9"
"P000449","Rob Portman","OH","R","P000449","Committee on Finance","member","majority","10"
"C001070","Bob Casey","PA","D","C001070","Committee on Finance","member","minority","10"
"W000805","Mark Warner","VA","D","W000805","Committee on Finance","member","minority","11"
"T000461","Patrick J. Toomey","PA","R","T000461","Committee on Finance","member","majority","11"
"H001041","Dean Heller","NV","R","H001041","Committee on Finance","member","majority","12"
"M001170","Claire McCaskill","MO","D","M001170","Committee on Finance","member","minority","12"
"S001184","Tim Scott","SC","R","S001184","Committee on Finance","member","majority","13"
"C001075","Bill Cassidy","LA","R","C001075","Committee on Finance","member","majority","14"
"M000639","Robert Menendez","NJ","D","M000639","Committee on Foreign Relations","member","minority","1"
"C001071","Bob Corker","TN","R","C001071","Committee on Foreign Relations","member","majority","1"
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Foreign Relations","member","minority","2"
"R000584","Jim Risch","ID","R","R000584","Committee on Foreign Relations","member","majority","2"
"R000595","Marco Rubio","FL","R","R000595","Committee on Foreign Relations","member","majority","3"
"S001181","Jeanne Shaheen","NH","D","S001181","Committee on Foreign Relations","member","minority","3"
"J000293","Ron Johnson","WI","R","J000293","Committee on Foreign Relations","member","majority","4"
"C001088","Christopher A. Coons","DE","D","C001088","Committee on Foreign Relations","member","minority","4"
"F000444","Jeff Flake","AZ","R","F000444","Committee on Foreign Relations","member","majority","5"
"U000039","Tom Udall","NM","D","U000039","Committee on Foreign Relations","member","minority","5"
"G000562","Cory Gardner","CO","R","G000562","Committee on Foreign Relations","member","majority","6"
"M001169","Christopher S. Murphy","CT","D","M001169","Committee on Foreign Relations","member","minority","6"
"Y000064","Todd Young","IN","R","Y000064","Committee on Foreign Relations","member","majority","7"
"K000384","Tim Kaine","VA","D","K000384","Committee on Foreign Relations","member","minority","7"
"M000133","Edward J. Markey","MA","D","M000133","Committee on Foreign Relations","member","minority","8"
"B001261","John Barrasso","WY","R","B001261","Committee on Foreign Relations","member","majority","8"
"I000055","Johnny Isakson","GA","R","I000055","Committee on Foreign Relations","member","majority","9"
"M001176","Jeff Merkley","OR","D","M001176","Committee on Foreign Relations","member","minority","9"
"B001288","Cory Booker","NJ","D","B001288","Committee on Foreign Relations","member","minority","10"
"P000449","Rob Portman","OH","R","P000449","Committee on Foreign Relations","member","majority","10"
"P000603","Rand Paul","KY","R","P000603","Committee on Foreign Relations","member","majority","11"
"J000300","Doug Jones","AL","D","J000300","Committee on Health, Education, Labor, and Pensions","member","minority",""
"S001203","Tina Smith","MN","D","S001203","Committee on Health, Education, Labor, and Pensions","member","minority",""
"A000360","Lamar Alexander","TN","R","A000360","Committee on Health, Education, Labor, and Pensions","member","majority","1"
"M001111","Patty Murray","WA","D","M001111","Committee on Health, Education, Labor, and Pensions","member","minority","1"
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Health, Education, Labor, and Pensions","member","minority","2"
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Health, Education, Labor, and Pensions","member","majority","2"
"B001135","Richard M. Burr","NC","R","B001135","Committee on Health, Education, Labor, and Pensions","member","majority","3"
"C001070","Bob Casey","PA","D","C001070","Committee on Health, Education, Labor, and Pensions","member","minority","3"
"I000055","Johnny Isakson","GA","R","I000055","Committee on Health, Education, Labor, and Pensions","member","majority","4"
"B001267","Michael Bennet","CO","D","B001267","Committee on Health, Education, Labor, and Pensions","member","minority","5"
"P000603","Rand Paul","KY","R","P000603","Committee on Health, Education, Labor, and Pensions","member","majority","5"
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on Health, Education, Labor, and Pensions","member","minority","6"
"C001035","Susan Collins","ME","R","C001035","Committee on Health, Education, Labor, and Pensions","member","majority","6"
"B001230","Tammy Baldwin","WI","D","B001230","Committee on Health, Education, Labor, and Pensions","member","minority","7"
"C001075","Bill Cassidy","LA","R","C001075","Committee on Health, Education, Labor, and Pensions","member","majority","7"
"Y000064","Todd Young","IN","R","Y000064","Committee on Health, Education, Labor, and Pensions","member","majority","8"
"M001169","Christopher S. Murphy","CT","D","M001169","Committee on Health, Education, Labor, and Pensions","member","minority","8"
"W000817","Elizabeth Warren","MA","D","W000817","Committee on Health, Education, Labor, and Pensions","member","minority","9"
"H000338","Orrin G. Hatch","UT","R","H000338","Committee on Health, Education, Labor, and Pensions","member","majority","9"
"K000384","Tim Kaine","VA","D","K000384","Committee on Health, Education, Labor, and Pensions","member","minority","10"
"R000307","Pat Roberts","KS","R","R000307","Committee on Health, Education, Labor, and Pensions","member","majority","10"
"H001076","Margaret Hassan","NH","D","H001076","Committee on Health, Education, Labor, and Pensions","member","minority","11"
"M001153","Lisa Murkowski","AK","R","M001153","Committee on Health, Education, Labor, and Pensions","member","majority","11"
"S001184","Tim Scott","SC","R","S001184","Committee on Health, Education, Labor, and Pensions","member","majority","12"
"J000300","Doug Jones","AL","D","J000300","Committee on Homeland Security and Governmental Affairs","member","minority",""
"J000293","Ron Johnson","WI","R","J000293","Committee on Homeland Security and Governmental Affairs","member","majority","1"
"M001170","Claire McCaskill","MO","D","M001170","Committee on Homeland Security and Governmental Affairs","member","minority","1"
"C000174","Thomas R. Carper","DE","D","C000174","Committee on Homeland Security and Governmental Affairs","member","minority","2"
"P000449","Rob Portman","OH","R","P000449","Committee on Homeland Security and Governmental Affairs","member","majority","3"
"T000464","Jon Tester","MT","D","T000464","Committee on Homeland Security and Governmental Affairs","member","minority","3"
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Homeland Security and Governmental Affairs","member","minority","4"
"P000603","Rand Paul","KY","R","P000603","Committee on Homeland Security and Governmental Affairs","member","majority","4"
"L000575","James Lankford","OK","R","L000575","Committee on Homeland Security and Governmental Affairs","member","majority","5"
"P000595","Gary Peters","MI","D","P000595","Committee on Homeland Security and Governmental Affairs","member","minority","5"
"H001076","Margaret Hassan","NH","D","H001076","Committee on Homeland Security and Governmental Affairs","member","minority","6"
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Homeland Security and Governmental Affairs","member","majority","6"
"H001075","Kamala Harris","CA","D","H001075","Committee on Homeland Security and Governmental Affairs","member","minority","7"
"H001061","John Hoeven","ND","R","H001061","Committee on Homeland Security and Governmental Affairs","member","majority","7"
"D000618","Steve Daines","MT","R","D000618","Committee on Homeland Security and Governmental Affairs","member","majority","8"
"S001203","Tina Smith","MN","D","S001203","Committee on Indian Affairs","member","minority",""
"H001061","John Hoeven","ND","R","H001061","Committee on Indian Affairs","member","majority","1"
"U000039","Tom Udall","NM","D","U000039","Committee on Indian Affairs","member","minority","1"
"B001261","John Barrasso","WY","R","B001261","Committee on Indian Affairs","member","majority","2"
"C000127","Maria Cantwell","WA","D","C000127","Committee on Indian Affairs","member","minority","2"
"T000464","Jon Tester","MT","D","T000464","Committee on Indian Affairs","member","minority","3"
"M001153","Lisa Murkowski","AK","R","M001153","Committee on Indian Affairs","member","majority","4"
"L000575","James Lankford","OK","R","L000575","Committee on Indian Affairs","member","majority","5"
"S001194","Brian Schatz","HI","D","S001194","Committee on Indian Affairs","member","minority","5"
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Indian Affairs","member","minority","6"
"D000618","Steve Daines","MT","R","D000618","Committee on Indian Affairs","member","majority","6"
"C001113","Catherine Cortez Masto","NV","D","C001113","Committee on Indian Affairs","member","minority","7"
"C000880","Michael D. Crapo","ID","R","C000880","Committee on Indian Affairs","member","majority","7"
"M000934","Jerry Moran","KS","R","M000934","Committee on Indian Affairs","member","majority","8"
"K000367","Amy Klobuchar","MN","D","K000367","Committee on Rules and Administration","member","minority","1"
"S000320","Richard C. Shelby","AL","R","S000320","Committee on Rules and Administration","member","majority","1"
"M000355","Mitch McConnell","KY","R","M000355","Committee on Rules and Administration","member","majority","2"
"F000062","Dianne Feinstein","CA","D","F000062","Committee on Rules and Administration","member","minority","2"
"S000148","Charles E. Schumer","NY","D","S000148","Committee on Rules and Administration","member","minority","3"
"A000360","Lamar Alexander","TN","R","A000360","Committee on Rules and Administration","member","majority","4"
"D000563","Richard J. Durbin","IL","D","D000563","Committee on Rules and Administration","member","minority","4"
"U000039","Tom Udall","NM","D","U000039","Committee on Rules and Administration","member","minority","5"
"R000307","Pat Roberts","KS","R","R000307","Committee on Rules and Administration","member","majority","5"
"W000805","Mark Warner","VA","D","W000805","Committee on Rules and Administration","member","minority","6"
"B000575","Roy Blunt","MO","R","B000575","Committee on Rules and Administration","member","majority","6"
"L000174","Patrick J. Leahy","VT","D","L000174","Committee on Rules and Administration","member","minority","7"
"C001098","Ted Cruz","TX","R","C001098","Committee on Rules and Administration","member","majority","7"
"K000383","Angus King","ME","ID","K000383","Committee on Rules and Administration","member","minority","8"
"C001047","Shelley Moore Capito","WV","R","C001047","Committee on Rules and Administration","member","majority","8"
"W000437","Roger Wicker","MS","R","W000437","Committee on Rules and Administration","member","majority","9"
"C001113","Catherine Cortez Masto","NV","D","C001113","Committee on Rules and Administration","member","minority","9"
"F000463","Deb Fischer","NE","R","F000463","Committee on Rules and Administration","member","majority","10"
"C000141","Benjamin L. Cardin","MD","D","C000141","Committee on Small Business and Entrepreneurship","member","minority","1"
"R000584","Jim Risch","ID","R","R000584","Committee on Small Business and Entrepreneurship","member","majority","1"
"C000127","Maria Cantwell","WA","D","C000127","Committee on Small Business and Entrepreneurship","member","minority","2"
"R000595","Marco Rubio","FL","R","R000595","Committee on Small Business and Entrepreneurship","member","majority","2"
"P000603","Rand Paul","KY","R","P000603","Committee on Small Business and Entrepreneurship","member","majority","3"
"S001181","Jeanne Shaheen","NH","D","S001181","Committee on Small Business and Entrepreneurship","member","minority","3"
"H001069","Heidi Heitkamp","ND","D","H001069","Committee on Small Business and Entrepreneurship","member","minority","4"
"S001184","Tim Scott","SC","R","S001184","Committee on Small Business and Entrepreneurship","member","majority","4"
"M000133","Edward J. Markey","MA","D","M000133","Committee on Small Business and Entrepreneurship","member","minority","5"
"E000295","Joni Ernst","IA","R","E000295","Committee on Small Business and Entrepreneurship","member","majority","5"
"I000024","James M. Inhofe","OK","R","I000024","Committee on Small Business and Entrepreneurship","member","majority","6"
